AREA;REGIONE;PROVINCIA;2021_CodCom;NTN 2021 fino a 50 mq;NTN  2021 50 -| 85 mq;NTN 2021 85 -| 115 mq;NTN  2021 115 -| 145 mq;NTN  2021 oltre 145 mq;NTN 2021
Nord Ovest;Lombardia;BG;C506;11,96;17;1,67;3;6;39,63
Nord Ovest;Piemonte;AL;C507;0;0;2;0;1;3
Nord Ovest;Lombardia;PV;C508;1;3;1;0;0,5;5,5
Nord Ovest;Lombardia;PV;C509;1;4;2;1;2;10
Nord Ovest;Liguria;SV;C510;79,19;145,25;28;9;4,5;265,94
Nord Ovest;Liguria;IM;C511;5;13;10;6;1;35
Nord Ovest;Lombardia;MI;C512;2;31;32,75;17,5;17;100,25
Nord Est;Emilia-Romagna;PC;C513;1;4;1;2,67;1;9,67
Sud;Puglia;FG;C514;87,01;123,28;122,71;118,4;85,19;536,59
Sud;Calabria;CS;C515;2;2;4;2,53;6,67;17,2
Nord Ovest;Lombardia;CO;C516;6;33;38,04;8;22,2;107,24
Sud;Abruzzo;TE;C517;0;1;1,5;2;2;6,5
Centro;Lazio;RM;C518;1;4;0;0;0;5
Nord Ovest;Lombardia;CO;C520;6,2;27,67;26,37;8,5;26,29;95,03
Nord Ovest;Lombardia;LC;C521;1;11;8,5;11;4,5;36
Nord Ovest;Lombardia;MI;C523;28,81;180,84;237,24;96,42;77,11;620,42
Centro;Marche;AN;C524;1;3;5;6;8,75;23,75
Sud;Campania;BN;C525;2;4,67;2;2,13;3;13,8
Centro;Umbria;PG;C527;1;1;7;1;2;12
Nord Ovest;Piemonte;AT;C528;0;0;0;0;1;1
Centro;Toscana;FI;C529;4;26,88;17,55;22,17;27,56;98,16
Nord Ovest;Piemonte;CN;C530;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;C531;0;2;7,45;2;14;25,45
Nord Ovest;Piemonte;BI;C532;0;4,5;9;2;10;25,5
Nord Ovest;Piemonte;AT;C533;1;0;0;0;7;8
Sud;Molise;IS;C534;0;1,99;1;0;0;2,99
Nord Ovest;Lombardia;MI;C536;1;28;14,53;16,5;24,61;84,64
Nord Ovest;Lombardia;MI;C537;13;85,83;55,16;22,65;38,47;215,11
Nord Est;Veneto;VR;C538;1;9,99;6,99;9;13;39,98
Sud;Basilicata;PZ;C539;0;0;0;0;0;0
Centro;Toscana;FI;C540;14;57,9;72,17;37,67;45,25;226,99
Nord Ovest;Lombardia;PV;C541;4;51;26;13;22,5;116,5
Sud;Calabria;CZ;C542;0;0;0;0;0;0
Centro;Lazio;RM;C543;12;17;2;1;3;35
Nord Est;Veneto;PD;C544;1;12,22;15,5;13,49;24,83;67,04
Centro;Lazio;FR;C545;3;7;8,5;6,17;22;46,67
Nord Ovest;Piemonte;CN;C547;3;10,16;12,75;13,28;33,08;72,27
Nord Ovest;Piemonte;VC;C548;0;3;0;0;0;3
Nord Ovest;Lombardia;BS;C549;0;5,5;0;1;0;6,5
Nord Ovest;Piemonte;CN;C550;1;6;10;4;8;29
Nord Ovest;Lombardia;PV;C551;0;1;3,5;1;6;11,5
Centro;Lazio;RM;C552;115,5;265,43;155,51;117,2;94,45;748,09
Nord Est;Emilia-Romagna;RA;C553;88,56;421,03;197,51;89,96;80,59;877,65
Sud;Calabria;CS;C554;0;3;0;5;2;10
Nord Ovest;Lombardia;LO;C555;2;16,5;14,25;6;19,5;58,25
Sud;Campania;AV;C557;12,9;14,4;8,67;15,19;21,25;72,41
Sud;Campania;CE;C558;4;5;5,66;6,25;4,25;25,16
Nord Ovest;Liguria;IM;C559;10;28;11,89;1;2;52,89
Sud;Calabria;CS;C560;0;1;2;1;1,5;5,5
Sud;Campania;CE;C561;4;11;22,64;21,89;12,72;72,25
Nord Ovest;Lombardia;LC;C563;0;1;6,33;4;3;14,33
Nord Ovest;Piemonte;TO;C564;64,27;72,15;17,33;9;6;168,75
Nord Ovest;Lombardia;MI;C565;24,89;129,91;65,5;20;15,66;255,96
Nord Ovest;Lombardia;MI;C566;42,83;220,2;177,11;71,3;51,95;563,39
Nord Ovest;Piemonte;VB;C567;0;0;0;2;5;7
Isole;Sicilia;ME;C568;0,17;2,5;3;2;0;7,67
Nord Ovest;Lombardia;MI;C569;26;106,97;74;37,72;29,47;274,16
Nord Est;Emilia-Romagna;FO;C573;65,08;241,33;321,92;193,89;283,8;1106,02
Nord Est;Emilia-Romagna;FO;C574;98,02;203,71;93,88;35,4;52,84;483,85
Sud;Campania;AV;C576;1;4;5;5;5,04;20,04
Nord Est;Veneto;BL;C577;2;11,83;14;9,92;21,44;59,19
Nord Ovest;Liguria;IM;C578;1;4;2;2;1;10
Nord Est;Veneto;TV;C580;2,5;6;10,5;12,5;16,17;47,67
Sud;Calabria;VV;C581;1;3;0,4;0;0,9;5,3
Centro;Marche;MC;C582;1;1;0;1,17;1;4,17
Nord Ovest;Piemonte;AT;C583;2;1;2;0;6;11
Sud;Campania;SA;C584;1;4;1;2;0;8
Nord Ovest;Lombardia;BS;C585;0;1;6;3,5;6;16,5
Centro;Toscana;SI;C587;0;7;5,5;6;11,5;30
Sud;Calabria;CS;C588;3;19;20,42;9,5;10,17;62,09
Nord Ovest;Piemonte;CN;C589;9;19;12,61;7;11,61;59,22
Nord Ovest;Lombardia;BS;C591;0;5;1;0;1;7
Nord Ovest;Valle d'Aosta;AO;C593;3,5;5;0;0;0,5;9
Nord Ovest;Valle d'Aosta;AO;C594;2,88;2;3;1;1,5;10,38
Nord Ovest;Valle d'Aosta;AO;C595;0;3;4;1;1;9
Nord Ovest;Valle d'Aosta;AO;C596;1;1;1;1;1;5
Nord Ovest;Valle d'Aosta;AO;C598;2,67;8;9,67;3;3,5;26,84
Nord Ovest;Piemonte;CN;C599;7,95;32,5;24;26,83;51;142,28
Isole;Sardegna;SS;C600;0;1;0;0;0;1
Nord Ovest;Piemonte;TO;C604;6;11;5;3;4;29
Nord Est;Veneto;VI;C605;4,5;19,83;35,5;29,66;29,12;118,61
Sud;Campania;AV;C606;1;1;2;0;0;4
Centro;Toscana;SI;C608;7;26,5;13,45;15,88;10;72,83
Centro;Toscana;PI;C609;6;27,5;26,5;9,17;17,75;86,92
Nord Ovest;Piemonte;TO;C610;4;6;3;3;2;18
Isole;Sicilia;RG;C612;3,13;19,84;19,34;6,7;9;58,01
Isole;Sardegna;SS;C613;0,92;6;1;4,92;3,8;16,64
Nord Est;Veneto;TV;C614;2;9,07;6;12,44;11,48;40,99
Centro;Marche;AN;C615;6;38;50,67;31,33;20,22;146,22
Sud;Calabria;CZ;C616;2;2,5;2;3;5;14,5
Nord Ovest;Lombardia;BS;C618;14;77,51;84,97;49,18;55,76;281,42
Sud;Basilicata;PZ;C619;4;4;5;1;2;16
Sud;Molise;IS;C620;1;0;1;0;2;4
Nord Ovest;Liguria;GE;C621;26;162,5;165,93;59,3;49,08;462,81
Nord Ovest;Lombardia;SO;C623;12,71;41,4;41,6;22;7;124,71
Nord Ovest;Piemonte;TO;C624;1;1;1;3;5,5;11,5
Nord Ovest;Piemonte;TO;C627;16;190,86;168,33;83,19;88,78;547,16
Nord Ovest;Lombardia;SO;C628;35;32,82;11,5;1;1,33;81,65
Nord Ovest;Piemonte;TO;C629;0;1;2;3,5;2,5;9
Nord Est;Veneto;BL;C630;0;0,55;5;3,05;4,33;12,93
Centro;Toscana;PT;C631;1;9;10,5;5;24,39;49,89
Sud;Abruzzo;CH;C632;22,09;114,04;152,86;115,26;70,59;474,84
Sud;Puglia;FG;C633;1;4;5;3,5;1;14,5
Nord Ovest;Lombardia;CR;C634;1;7,5;4;7;7,5;27
Nord Ovest;Lombardia;BG;C635;1;16,5;13;9;21;60,5
Nord Ovest;Lombardia;PV;C637;2;13,67;13;17,17;11,17;57,01
Nord Est;Veneto;VE;C638;217,51;329,45;242,15;107,62;78,25;974,98
Nord Ovest;Piemonte;TO;C639;12;15,06;6;4;2;39,06
Nord Est;Friuli- Venezia Giulia;PN;C640;1;3;17,33;4;23,49;48,82
Centro;Toscana;AR;C648;1;1;1;1;1;5
Nord Ovest;Lombardia;BG;C649;1;14;19,83;22,83;22,03;79,69
Nord Est;Veneto;VI;C650;0;0;6;2,5;9,04;17,54
Nord Ovest;Lombardia;SO;C651;0;6;1,67;8;4,5;20,17
Nord Ovest;Piemonte;CN;C653;6;29;13;11,5;17;76,5
Isole;Sicilia;PA;C654;0;2;3;1;7;13
Nord Ovest;Piemonte;TO;C655;3;4;6;5;4,33;22,33
Nord Est;Friuli- Venezia Giulia;UD;C656;19;15,5;6;1,5;1,39;43,39
Nord Ovest;Liguria;IM;C657;0;3;2,33;1;2,75;9,08
Nord Ovest;Piemonte;AT;C658;0;9;1;0;0;10
Sud;Campania;AV;C659;3;3,27;2,27;2;0,33;10,87
Nord Ovest;Liguria;IM;C660;0;1;1;0;1;3
Centro;Toscana;SI;C661;3;9;10;3,5;4,5;30
Centro;Toscana;SI;C662;4,83;18;23,5;12,34;21;79,67
Centro;Toscana;AR;C663;0;6;5,08;5;4,26;20,34
Nord Ovest;Piemonte;TO;C665;10;124,6;131,48;46,6;67,9;380,58
Isole;Sicilia;AG;C668;5,83;7,16;3;2,67;5,97;24,63
Nord Est;Emilia-Romagna;RE;C669;1,25;4;11,5;22,11;25,52;64,38
Nord Est;Veneto;TV;C670;0;14;7,75;14;15,72;51,47
Nord Est;Veneto;BL;C672;2;4;3;0;2,5;11,5
Nord Ovest;Liguria;GE;C673;0;2,33;5;5,5;0,5;13,33
Sud;Calabria;CZ;C674;1;3;4;2;1;11
Sud;Campania;NA;C675;4,5;13,2;37,77;26;12;93,47
Sud;Campania;SA;C676;3;5;2;3;4,5;17,5
Centro;Lazio;RM;C677;9;4;2;2;1;18
Nord Ovest;Lombardia;CR;C678;0;1;3;1;2;7
Nord Ovest;Piemonte;TO;C679;0;0;0;0;1;1
Nord Ovest;Piemonte;VC;C680;1;5;2;4;16;28
Nord Ovest;Piemonte;CN;C681;1;1;1;1;3;7
Nord Ovest;Lombardia;PV;C684;0;1;9,25;6;7,5;23,75
Nord Ovest;Lombardia;BS;C685;0;4;3;0,17;8,68;15,85
Nord Ovest;Lombardia;PV;C686;1,5;13;19,5;12;20;66
Nord Est;Veneto;TV;C689;0;2;6;4,83;10,82;23,65
Nord Ovest;Lombardia;BS;C691;0;1;0;1;0;2
Sud;Calabria;RC;C695;0;0;1;0;0,25;1,25
Isole;Sicilia;PA;C696;0;3;7;5;7,9;22,9
Sud;Campania;NA;C697;0;7;10,5;10;8;35,5
Nord Ovest;Lombardia;BS;C698;1;3;1;1,5;1;7,5
Nord Est;Friuli- Venezia Giulia;PN;C699;0;0;1;0;0;1
Nord Ovest;Piemonte;AT;C701;0;1;0;0;4;5
Centro;Lazio;RM;C702;2;3;2,5;1;1,75;10,25
Nord Ovest;Lombardia;CR;C703;1;1;1;3;3;9
Centro;Marche;MC;C704;1;13,33;25,5;17,34;25,3;82,47
Centro;Toscana;GR;C705;6;12,5;10;7;5,5;41
Nord Ovest;Lombardia;MI;C707;136,07;475,06;206,05;45,5;40,66;903,34
Isole;Sicilia;PA;C708;8,5;20;32;16,26;31,7;108,46
Nord Ovest;Lombardia;SO;C709;1;0;3;2,33;0;6,33
Sud;Calabria;RC;C710;1;4;5;2,5;4;16,5
Nord Ovest;Piemonte;TO;C711;0;2;3;0;2;7
Nord Est;Veneto;PD;C713;0;7;0;7;12,5;26,5
Nord Est;Veneto;VE;C714;0;4;8;8;19;39
Nord Ovest;Piemonte;TO;C715;1;3;1;1;5;11
Sud;Campania;CE;C716;0;0;0;0;2;2
Nord Ovest;Liguria;IM;C718;7,5;20,7;10,33;3,5;8;50,03
Sud;Campania;BN;C719;0;0;2;0,26;4,29;6,55
Nord Ovest;Piemonte;TO;C722;14;86,1;73,97;26,51;46,75;247,33
Sud;Basilicata;MT;C723;1;1;1;0;0;3
Nord Ovest;Lombardia;CO;C724;3;4,75;13;0;5,67;26,42
Sud;Calabria;KR;C725;0;1;0;1;2;4
Sud;Calabria;KR;C726;9;24,25;19,97;14,99;23,5;91,71
Nord Ovest;Lombardia;BG;C728;2;18;22;20,5;10,61;73,11
Nord Ovest;Liguria;SV;C729;8;12;11;2;5;38
Nord Ovest;Lombardia;BG;C730;4,75;18,2;23;17;16;78,95
Nord Ovest;Lombardia;VA;C732;9;32,5;41,5;19,5;26,17;128,67
Nord Ovest;Lombardia;MI;C733;5;39,3;38,5;14,5;32,25;129,55
Nord Est;Veneto;TV;C735;2;11,68;7,5;9,17;17,23;47,58
Nord Ovest;Piemonte;CN;C738;0;0;2;1;2;5
Nord Ovest;Piemonte;AT;C739;0;2;2;5;9,5;18,5
Centro;Lazio;LT;C740;11,5;64;102,03;49,17;40,13;266,83
Sud;Puglia;BR;C741;11,72;26,56;28,5;16,5;23,83;107,11
Centro;Umbria;PG;C742;0;1;5,73;3,17;15,4;25,3
Nord Est;Veneto;PD;C743;4,68;40,84;45,67;52,29;82,6;226,08
Centro;Umbria;PG;C744;4;24;20,5;18,96;35,06;102,52
Centro;Umbria;PG;C745;20,43;85,5;113;98,34;96,71;413,98
Centro;Lazio;RI;C746;5,67;14,5;12;9;9;50,17
Sud;Calabria;RC;C747;10,86;12;11,6;14;11,11;59,57
Centro;Lazio;RI;C749;0;0;0,89;4,5;1,5;6,89
Sud;Abruzzo;PE;C750;2;49;35,5;35,5;43,67;165,67
Nord Ovest;Lombardia;VA;C751;1;11;13;4,5;14,4;43,9
Nord Ovest;Lombardia;LC;C752;6;12,33;11,5;4;5;38,83
Nord Ovest;Liguria;IM;C755;2;6;3;3;5,6;19,6
Nord Ovest;Piemonte;VC;C757;0;3;0;0,33;0,33;3,66
Nord Est;Friuli- Venezia Giulia;UD;C758;2;21;34,75;25,33;40,2;123,28
Nord Ovest;Lombardia;BG;C759;1;9;13,66;8,08;17,94;49,68
Nord Ovest;Lombardia;BS;C760;0;4;2,5;5;4;15,5
Sud;Calabria;CS;C763;1;2;3;2;0;8
Sud;Molise;CB;C764;1;1;0;2,75;1;5,75
Centro;Lazio;VT;C765;13,17;33,33;34,12;33,08;20,5;134,2
Sud;Abruzzo;AQ;C766;2;2;1;0;2;7
Centro;Lazio;RM;C767;6,67;38,01;27,13;26,33;23,17;121,31
Sud;Abruzzo;CH;C768;0;1;0;0;0;1
Sud;Molise;IS;C769;1;3;3;1;2,01;10,01
Centro;Marche;MC;C770;61,41;228,94;177,75;108,88;97,98;674,96
Sud;Abruzzo;PE;C771;0;0;3;0;1;4
Sud;Molise;CB;C772;4,78;3,67;1;0,11;2;11,56
Centro;Lazio;RM;C773;37,33;186,92;229,45;95,98;79,3;628,98
Centro;Toscana;AR;C774;1;19,5;23,5;21,3;26,91;92,21
Sud;Abruzzo;CH;C776;2;1;0;3,67;4;10,67
Nord Est;Emilia-Romagna;FO;C777;0;6,78;14,33;2,5;13,08;36,69
Sud;Abruzzo;AQ;C778;0;3;4;2;0;9
Sud;Abruzzo;PE;C779;2;2;0;0;10;14
Centro;Lazio;VT;C780;1;5;3;9;3,23;21,23
Sud;Abruzzo;TE;C781;1,5;2;3;2,5;8,84;17,84
Centro;Toscana;GR;C782;2;13;9,17;5,25;6;35,42
Sud;Abruzzo;AQ;C783;4;3;4;4;2;17
Centro;Lazio;RM;C784;4;8,67;9;2;4;27,67
Nord Ovest;Lombardia;SO;C785;2;20,5;8,5;6,5;3,22;40,72
Nord Ovest;Lombardia;CO;C787;2;5;2,5;0;4,16;13,66
Nord Ovest;Lombardia;BG;C789;3;1,75;4,01;2;2;12,76
Nord Est;Friuli- Venezia Giulia;PN;C790;3;2,5;1;0,66;4,33;11,49
Nord Est;Friuli- Venezia Giulia;PN;C791;1;1;5,67;4;7,5;19,17
Nord Ovest;Piemonte;CN;C792;0;1;4;2;8;15
Nord Ovest;Piemonte;TO;C793;8;8;3;1;0;20
Sud;Calabria;CS;C795;0;0;0;0;3;3
Nord Ovest;Lombardia;VA;C796;1;4;4,5;3,5;8;21
Nord Ovest;Lombardia;BG;C800;22,83;62,1;63,51;24,68;8,78;181,9
Nord Ovest;Piemonte;TO;C801;1;6;6;2;8,5;23,5
Nord Ovest;Piemonte;TO;C803;19;32,76;20;11;18;100,76
Nord Ovest;Piemonte;AT;C804;0;0;1;2;0;3
Nord Ovest;Lombardia;BS;C806;0;27,67;50,67;23,17;22,67;124,18
Nord Ovest;Piemonte;AT;C807;2;5;5;2;11,25;25,25
Nord Ovest;Lombardia;VA;C810;0;5,67;16,67;8,5;8;38,84
Sud;Abruzzo;AQ;C811;1,5;2,67;0;0;0,5;4,67
Nord Est;Veneto;PD;C812;0;13;10,5;24,67;17,8;65,97
Nord Ovest;Lombardia;PV;C813;0;1;3;2,33;4,5;10,83
Nord Est;Emilia-Romagna;FE;C814;3;23,5;33,5;23,84;34,59;118,43
Nord Est;Veneto;TV;C815;1;1;12,5;8;22,78;45,28
Nord Ovest;Lombardia;LO;C816;4;73,16;76,83;40,17;42,58;236,74
Nord Est;Friuli- Venezia Giulia;UD;C817;2;35,76;51,76;37,5;77,5;204,52
Isole;Sardegna;SS;C818;1;2,46;1;1;3,6;9,06
Nord Ovest;Piemonte;BI;C819;1;8;9;4,5;4;26,5
Nord Ovest;Lombardia;MI;C820;7;29;30,45;20,03;25,3;111,78
Nord Ovest;Valle d'Aosta;AO;C821;14,99;25,67;11;5;3,5;60,16
Nord Ovest;Liguria;GE;C823;21;52,81;33,34;9,99;9;126,14
Nord Est;Veneto;VI;C824;0;1,5;10;5;10;26,5
Nord Ovest;Liguria;GE;C826;5;16,17;16,5;6,5;18,42;62,59
Nord Ovest;Piemonte;NO;C829;3;14;3;2;5;27
Nord Ovest;Lombardia;BG;C835;8,62;10;4;2;0;24,62
Centro;Lazio;FR;C836;0;3;1;3;6,03;13,03
Nord Est;Emilia-Romagna;PC;C838;5;11;9;4;5;34
Nord Ovest;Lombardia;LC;C839;15;92,38;43;32;31,68;214,06
Centro;Lazio;RI;C841;5,83;6;2;1;0;14,83
Sud;Abruzzo;AQ;C844;2;1;1;0;1,5;5,5
Centro;Umbria;PG;C845;0;6,5;2;1;9;18,5
Sud;Campania;BN;C846;0;1,67;3;1;2,89;8,56
Centro;Toscana;SI;C847;6;100,25;87,33;46;36;275,58
Nord Est;Veneto;TV;C848;0;11,67;12;14;17,59;55,26
Nord Ovest;Lombardia;BS;C850;4,07;7,5;19;8,12;11,25;49,94
Nord Ovest;Lombardia;LC;C851;2,68;2,34;2,01;4;10,5;21,53
Nord Est;Emilia-Romagna;PR;C852;5;57,75;66;34,8;40;203,55
Sud;Abruzzo;PE;C853;0;4;12,72;6,22;12;34,94
Sud;Molise;CB;C854;0;1;0;0;2;3
Sud;Abruzzo;CH;C855;1;0;1;0;0;2
Sud;Abruzzo;CH;C856;0;0;0;1;0;1
Centro;Lazio;RI;C857;0;5,66;1;0;0;6,66
Centro;Lazio;RM;C858;9;48,01;72,25;56,5;31,4;217,16
Centro;Lazio;RI;C859;1;1,5;1;2;0;5,5
Nord Ovest;Piemonte;TO;C860;42;322,5;258,6;74,2;46,25;743,55
Sud;Abruzzo;AQ;C862;3;5;2;0;0;10
Centro;Lazio;FR;C864;4,05;6,67;3;1;2;16,72
Sud;Puglia;LE;C865;0;7;8,67;7,34;14,83;37,84
Sud;Abruzzo;AQ;C866;0;1;1;0;0;2
Nord Ovest;Piemonte;TO;C867;1;0;3;1;2;7
Nord Ovest;Piemonte;TO;C868;0;0;0;3;7;10
Centro;Toscana;LI;C869;6,67;61;97,17;42,17;50,09;257,1
Centro;Lazio;FR;C870;4;0;1,17;0,06;1;6,23
Isole;Sicilia;PA;C871;5;6,07;10,07;3;9,75;33,89
Sud;Molise;CB;C875;0;1;1;4,32;0,5;6,82
Centro;Lazio;RI;C876;2;4;3;7;6;22
Centro;Marche;AP;C877;0;7,5;12,56;8,89;7,5;36,45
Sud;Molise;IS;C878;0;0;2;0;0;2
Sud;Campania;SA;C879;5;2;3;1;5;16
Centro;Lazio;RI;C880;0;1;1;1;1;4
Isole;Sardegna;CA;C882;0;0;1;1;2;4
Nord Ovest;Lombardia;BS;C883;1;18,16;7,58;4,5;1,74;32,98
Nord Ovest;Piemonte;VC;C884;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C885;0;6;5;3,5;20,5;35
Centro;Marche;MC;C886;1;1,75;1;1,25;2;7
Sud;Basilicata;MT;C888;3;3,42;1,67;0;0,5;8,59
Nord Est;Veneto;VR;C890;5;15;27,17;18;33,45;98,62
Nord Ovest;Lombardia;BS;C893;0;20;25,5;17,34;29;91,84
Nord Ovest;Lombardia;BG;C894;7;37,5;46,72;33,89;22,84;147,95
Nord Ovest;Lombardia;MI;C895;87,78;326,71;190,81;52,58;16;673,88
Nord Est;Veneto;VR;C897;2;22;31;24;31,1;110,1
Centro;Lazio;RM;C900;1;20;10,8;3,33;5;40,13
Sud;Abruzzo;TE;C901;1;11;7;4;9;32
Nord Ovest;Lombardia;CO;C902;1;8;3,33;3;7;22,33
Nord Ovest;Lombardia;SO;C903;0;1;0;2;1;4
Nord Est;Emilia-Romagna;PR;C904;4;22;27,17;16;30;99,17
Sud;Calabria;CS;C905;2;0;1;3;0;6
Nord Ovest;Lombardia;MI;C908;0;10;10;9;11;40
Nord Ovest;Lombardia;BG;C910;3;6;2,67;2,67;4,84;19,18
Nord Ovest;Lombardia;VA;C911;0;4;2;3,16;9;18,16
Nord Est;Emilia-Romagna;FE;C912;424,18;803,67;165,46;51,9;43,05;1488,26
Centro;Toscana;MS;C914;1;4;2;3;9;19
Nord Ovest;Lombardia;LO;C917;1;19;11,83;4,5;9;45,33
Nord Est;Friuli- Venezia Giulia;UD;C918;2;2;5;2;3;14
Nord Est;Veneto;BL;C919;12;24,17;9,5;1,33;2,7;49,7
Nord Est;Veneto;BL;C920;10,25;18,67;14,5;7,5;1,92;52,84
Nord Ovest;Lombardia;VA;C922;3;11;14,5;5,5;17,9;51,9
Nord Ovest;Lombardia;BS;C925;1;11;6,49;9;17,97;45,46
Nord Ovest;Piemonte;NO;C926;2,5;2,5;3,5;2;4;14,5
Isole;Sicilia;RG;C927;22,13;47,75;65,08;52,01;41,5;228,47
Isole;Sicilia;AG;C928;1;2;3;1,92;2;9,92
Sud;Campania;NA;C929;3,66;0;1;2;7;13,66
Nord Ovest;Lombardia;MN;C930;0;1;0;0;11,5;12,5
Nord Ovest;Lombardia;CO;C933;108,16;436,2;339,47;194,19;184,75;1262,77
Nord Est;Emilia-Romagna;PR;C934;0;1;2,87;3,99;1,87;9,73
Centro;Marche;AP;C935;0;1;12,67;5,5;6,17;25,34
Nord Ovest;Lombardia;CO;C936;4;12;16;10;8;50
Nord Ovest;Lombardia;BG;C937;3;17;17,16;7,5;10,03;54,69
Nord Est;Veneto;VE;C938;0;0;6,29;4,13;2;12,42
Sud;Campania;CE;C939;1,67;2;1,72;1;3,67;10,06
Sud;Campania;SA;C940;4;3,57;1;2;0,5;11,07
Sud;Molise;IS;C941;1;2;0;0;1;4
Nord Est;Veneto;VR;C943;0;1;2,5;0;3;6,5
Centro;Lazio;RI;C946;1;1;2;0;1;5
Nord Ovest;Lombardia;BS;C948;11;48,37;66,83;38,16;55,45;219,81
Nord Est;Veneto;VE;C950;0;20;19;28;39,5;106,5
Nord Est;Emilia-Romagna;MO;C951;2;15,1;19,55;18,5;35,49;90,64
Nord Ovest;Lombardia;MI;C952;18,75;85,08;121,16;56,97;21,5;303,46
Sud;Calabria;RC;C954;4;11,33;3,33;7,66;2,33;28,65
Nord Ovest;Piemonte;TO;C955;7;20;25,83;12,5;14,58;79,91
Isole;Sicilia;ME;C956;1;2;3,5;0,75;0;7,25
Nord Est;Veneto;TV;C957;29,54;101,07;159,24;101,84;121,1;512,79
Nord Ovest;Lombardia;PV;C958;1;2;5;0;10;18
Centro;Lazio;RI;C959;0;0;0;1;1,5;2,5
Sud;Calabria;CZ;C960;0,33;1,66;1,75;1;2,67;7,41
Nord Ovest;Piemonte;AL;C962;0;0;0;0;1;1
Nord Est;Emilia-Romagna;RA;C963;3;18,17;21,41;22,75;55,25;120,58
Nord Est;Veneto;PD;C964;1,67;26,67;19,5;26,37;35,89;110,1
Isole;Sicilia;PA;C968;1;1;2;3;3;10
Centro;Lazio;RI;C969;3;5,5;11;2;9;30,5
Sud;Campania;AV;C971;0;1;2,5;7,78;5;16,28
Sud;Abruzzo;TE;C972;2;2;0;7,24;6,17;17,41
Sud;Campania;SA;C973;0;0;0;0;1;1
Sud;Campania;SA;C974;1;4;4;6,75;4;19,75
Sud;Puglia;BA;C975;29,17;41,65;87,8;63;58,6;280,22
Sud;Campania;AV;C976;0;1;1;0;3;5
Nord Ovest;Piemonte;AL;C977;0;5;4;5;13,5;27,5
Sud;Puglia;LE;C978;7,33;16,1;30,6;37,41;39,77;131,21
Nord Ovest;Lombardia;PV;C979;0;9,5;4;6;1;20,5
Nord Est;Emilia-Romagna;FE;C980;2,5;44;82,61;47,44;63,7;240,25
Nord Ovest;Lombardia;PV;C982;0;1;0;2;4;7
Sud;Puglia;BA;C983;118,65;150,63;168,31;130,43;67,72;635,74
Sud;Campania;SA;C984;1,88;2,24;3,5;6;6,94;20,56
Nord Ovest;Lombardia;MI;C986;26,5;130,42;109,96;38,42;49,33;354,63
Nord Est;Veneto;RO;C987;1;9;8;2;12,75;32,75
Centro;Lazio;VT;C988;3;10;8;14,58;8;43,58
Centro;Umbria;PG;C990;12;66,5;60,5;53,5;64,5;257
Nord Est;Friuli- Venezia Giulia;PN;C991;7;44;46,94;20,5;75;193,44
Nord Est;Veneto;TV;C992;2;21,5;35,5;14,33;32,33;105,66
Nord Est;Friuli- Venezia Giulia;PN;C993;0;9;6;7;18,57;40,57
Nord Ovest;Liguria;GE;C995;0;3;2,25;0,25;0;5,5
Centro;Toscana;LU;C996;1,66;10;10;10,84;21,25;53,75
Centro;Lazio;FR;C998;0;0;1;0,07;1,07;2,14
Sud;Abruzzo;AQ;C999;3;3;0;2,5;1,5;10
Centro;Lazio;LT;D003;10,5;19,5;15,95;10;13,5;69,45
Nord Est;Emilia-Romagna;RN;D004;2;35,5;23,83;12,83;31;105,16
Sud;Puglia;LE;D006;10;10;5,5;13,91;16,47;55,88
Centro;Marche;AN;D007;0;5;9,83;4;14;32,83
Nord Ovest;Piemonte;TO;D008;9;23;14;15,44;20,7;82,14
Isole;Sicilia;PA;D009;10,99;19,67;14,48;15,99;20,59;81,72
Sud;Basilicata;PZ;D010;2;8;4;3,88;2;19,88
Sud;Campania;SA;D011;2;2;0;1;2,5;7,5
Nord Ovest;Valle d'Aosta;AO;D012;27,33;85,97;28,55;16,85;19,6;178,3
Nord Ovest;Lombardia;MI;D013;37,5;151,01;81,04;21,72;18,25;309,52
Nord Ovest;Lombardia;BG;D015;1;2;1;1;0,8;5,8
Nord Ovest;Lombardia;BG;D016;6;9;6;0;1;22
Nord Ovest;Lombardia;MI;D018;50,22;167,7;102,17;53,9;28,65;402,64
Nord Ovest;Lombardia;MI;D019;22;83;74,93;34;17,25;231,18
Nord Est;Veneto;VI;D020;2;12,53;32,13;21,5;43,13;111,29
Nord Ovest;Lombardia;LO;D021;1;7,5;12;6,5;11,83;38,83
Nord Ovest;Piemonte;CN;D022;5;10,5;9;6;14,5;45
Centro;Lazio;VT;D024;29,02;135,52;116,66;64,43;56,75;402,38
Nord Est;Emilia-Romagna;PR;D026;1,86;10;11;7,5;17,9;48,26
Nord Est;Friuli- Venezia Giulia;UD;D027;2;6;6;4;20;38
Nord Ovest;Lombardia;LO;D028;0;2;3,06;3,33;2,04;10,43
Nord Ovest;Lombardia;LO;D029;0;0;1;2;0;3
Nord Est;Veneto;TV;D030;0;10;16,33;8,44;22,06;56,83
Nord Ovest;Lombardia;MI;D033;0;2;1;1;1;5
