AREA;Regione;prov;2021_CodCom;NTN_2021_Uffici;NTN_2021_Negozi_Lab;NTN_2021_Depositi_Comm_Autorimesse;NTN_2021_TCO_B04;NTN_2021_TCO_D02;NTN_2021_TCO_D05;NTN_2021_TCO_D08;NTN_2021_PRO;NTN_2021_AGR;;
Centro;Lazio;RM;A446;0;0;1,1;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;A447;0;0;8,72;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;A448;0;1,25;3;0;0;0;0;2;0;;
Centro;Lazio;RM;A449;1;10;8,17;0;0;0;0;3;1;;
Nord Ovest;Lombardia;BS;A451;0;1;12,07;0;0;0;2;2;1;;
Nord Ovest;Valle d'Aosta;AO;A452;0;0;6;0;0;0;0;0;0;;
Isole;Sardegna;SS;A453;4,05;25,1;25,96;0;4,02;0;1;1;0;;
Isole;Sardegna;NU;A454;0;0;0;0;0;0;0;0;0;;
Sud;Campania;NA;A455;0;22,75;19,71;0;0;0;0;3;0;;
Nord Est;Veneto;PD;A458;0;5;7,17;0;0;0;0,67;0,67;0;;
Nord Est;Veneto;VI;A459;15;21,5;44,18;0;0;1;3;13;1;;
Sud;Campania;SA;A460;0;3,9;17,3;0;1;0;0;0;0;;
Centro;Toscana;SI;A461;0;2;27,25;0;0;0;0;0;1,75;;
Centro;Marche;AP;A462;20,25;65,66;64,5;0;0;0;6;37,96;0,5;;
Sud;Puglia;FG;A463;0;4;12;0;0;0;0;1;2,1;;
Centro;Lazio;RI;A464;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;VI;A465;5;6,52;16,12;0;0;0;0;2;0;;
Nord Ovest;Piemonte;VC;A466;0;1;2,25;0;0;0;0;0;0;;
Nord Est;Veneto;VI;A467;0;0;4,16;0;0;0;0;1;2,08;;
Centro;Toscana;SI;A468;1;56,22;21,19;0;1;0;0;3;4;;
Nord Ovest;Lombardia;MN;A470;2;5,22;16,17;0;0;0;0;2,24;0;;
Nord Est;Veneto;TV;A471;3;5,5;8;0;0;0;0;2;1;;
Centro;Lazio;RI;A472;0;1;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;A473;17;6;3;0;0;0;2;12;1;;
Isole;Sardegna;CA;A474;3,5;6;10;0;0;0;1;29;2;;
Centro;Umbria;PG;A475;4;14,5;49,69;0;4;0;0;5;0,22;;
Nord Ovest;Lombardia;CO;A476;0;2;9;0;0;0;0;1,33;0;;
Isole;Sardegna;OR;A477;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;EN;A478;0;2;6;0;0;0;0;1;0;;
Nord Ovest;Piemonte;AT;A479;9;46;102,11;0;0;1;4;8,64;0,75;;
Isole;Sardegna;OR;A480;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;A481;0;0;1,02;0;0;0;0;0;0;;
Sud;Basilicata;PZ;A482;0;2;8,8;0;0;0;0;0;0;;
Sud;Campania;SA;A484;0;0;9,67;0;0;0;1;2;0;;
Sud;Abruzzo;CH;A485;1;4;21;0;0;0;0;11;1;;
Centro;Lazio;FR;A486;0;4;6,67;0;0;0;0;3;0,5;;
Sud;Campania;SA;A487;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;TE;A488;0;5,5;11,07;0;1;0;0;3;0;;
Sud;Campania;AV;A489;0;8;12,18;1,8;0;0;4;0;0;;
Centro;Umbria;TR;A490;0;1;2;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;A491;0;0;5;0;0;0;0;3;0;;
Isole;Sardegna;NU;A492;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;SR;A494;4;17,8;30,86;0;0;0;0;7;0;;
Sud;Campania;SA;A495;0;1,4;7;0;0;0;0;0;0;;
Centro;Toscana;MS;A496;0;10;16,69;0;0;0;3;4;0;;
Nord Ovest;Piemonte;VB;A497;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Liguria;IM;A499;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;BL;A501;0;1;8,93;0;0;0;0;0;0;;
Centro;Lazio;FR;A502;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;NU;A503;0;0,2;0;0;0;0;0;0;0;;
Nord Ovest;Liguria;GE;A506;0;0;17;0;0;0;0;2;0;;
Sud;Campania;AV;A508;0;3;6,5;0;0;0;0;0;0;;
Sud;Campania;AV;A509;14,04;40,26;40,15;0;0;0;3;1;0;;
Nord Ovest;Lombardia;BG;A511;0;0;4;0;0;0;0;0;0;;
Sud;Campania;CE;A512;15,52;51,58;49,48;0;0;1;0;0;0;;
Sud;Puglia;TA;A514;0;4;6;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;A515;25;29,5;70,41;0;5;0;3;12,5;1;;
Nord Est;Friuli- Venezia Giulia;PN;A516;4;7;11,42;0;0;0;0;1;0;;
Nord Ovest;Lombardia;BG;A517;0;0;3,34;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;A518;2;8;35,33;0;1;0;0;12;0;;
Sud;Basilicata;PZ;A519;0;3,2;12;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;A521;0;0;1;0;0;0;0;0;0;;
Isole;Sicilia;SR;A522;1,5;14,27;16,5;0;0;0;2;2;1,5;;
Nord Ovest;Piemonte;AL;A523;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;A525;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;A526;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;A527;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;A528;8;5,5;18,72;0;0;1;1;15;0;;
Nord Ovest;Lombardia;BS;A529;0;1;3,5;0;0;0;0;2;8;;
Nord Est;Friuli- Venezia Giulia;PN;A530;6;6;24,5;0;0;0;0;10;0;;
Nord Ovest;Lombardia;VA;A531;1;4;2,33;0;0;0;1;5;0;;
Nord Ovest;Lombardia;VA;A532;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;A533;0;0;1,39;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VB;A534;0;0;5;0;0;1;0;0;0;;
Sud;Campania;NA;A535;0;5;22,84;0;0;0;1,22;0,22;0;;
Nord Ovest;Liguria;IM;A536;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;A538;0;0;2;0;0;0;0;0;0;;
Nord Est;Veneto;RO;A539;8;6;12;0;0;0;1;13;6;;
Nord Est;Veneto;VR;A540;0;0,75;13;0;0;0;0;0;0;;
Centro;Toscana;AR;A541;0;0;0;0;0;0;0;0;3;;
Sud;Calabria;CZ;A542;0;2;8;0;0;0;0;0;0;;
Sud;Calabria;RC;A544;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;PA;A546;11,83;17;56,56;0;0;0;1;0;0;;
Nord Est;Emilia-Romagna;RA;A547;7;8,99;17,94;0;0;0;5;9;3,33;;
Nord Ovest;Lombardia;PV;A550;0;0;2,67;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RA;A551;0;1;1;0;0;0;0;0;3;;
Sud;Calabria;RC;A552;1;2;8,08;0;0;0;0;1;0;;
Nord Est;Friuli- Venezia Giulia;UD;A553;0;2;7;0;0;0;3;0;0;;
Nord Ovest;Piemonte;CN;A555;0;1;7;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;A557;3;4,22;4;0;0;0;0;7;0;;
Centro;Toscana;LU;A560;0;10;23,5;0;0;0;0;10,33;1;;
Centro;Toscana;PT;A561;14;25;17,83;0;3;0;0;1;0;;
Centro;Toscana;PI;A562;8;28;31,17;0;0;0;2;3,13;1;;
Centro;Toscana;FI;A564;5,04;10,17;36,11;0;0;0;0;9;0;;
Nord Est;Emilia-Romagna;FO;A565;6;0,79;3,62;0;0,2;0;1;3,96;1;;
Sud;Campania;AV;A566;0;2;9,5;0;0;0;0;0;0;;
Sud;Molise;IS;A567;0;0;3;0;0;0;0;0;0;;
Nord Est;Veneto;PD;A568;0;3;8,5;0;0;0;0;3,33;0;;
Nord Ovest;Lombardia;BS;A569;1;8,66;15,67;0;0;1;0;4,19;3,38;;
Nord Ovest;Lombardia;CR;A570;1;2;6,83;0;0;0;1;3;1;;
Nord Ovest;Piemonte;CN;A571;1;1;36,16;0;0;0;0;0;0;;
Sud;Puglia;LE;A572;0;0;1,5;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RE;A573;0;0;10,92;0;0;0;0;3,51;6,06;;
Nord Est;Veneto;RO;A574;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MN;A575;3,25;6;20,71;0;0;0;2;1;2;;
Centro;Toscana;MS;A576;0;4;10,61;0;0;0;0;0;0;;
Centro;Lazio;VT;A577;1;3;12;0;0;0;0;10;1;;
Nord Ovest;Lombardia;BS;A578;0;3;20,07;0;0;0;0;2;0;;
Sud;Campania;CE;A579;0;0;0;0;0;0;0;0;0;;
Sud;Campania;AV;A580;1;3;8;0;0;0;1;1;0;;
Nord Ovest;Liguria;IM;A581;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;A584;0;0;2;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RE;A586;0;0;14,19;0;0;0;0;1;1;;
Nord Ovest;Piemonte;TO;A587;0;2;5;0;0;0;0;0,04;0;;
Nord Ovest;Piemonte;AT;A588;0;2;0;0;0;0;0;2;0;;
Nord Ovest;Piemonte;CN;A589;0;0;1;0;0;0;0;1;0;;
Nord Ovest;Piemonte;TO;A590;0;0;0;0;0;0;0;2;0;;
Nord Ovest;Piemonte;TO;A591;0;0;7,5;0;0;0;0;1,08;0;;
Isole;Sicilia;PA;A592;0;3;9,17;0;0;0;0;1;0;;
Nord Ovest;Liguria;SV;A593;0;0;6;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LC;A594;0;1;6,5;0;0;0;0;0;0;;
Isole;Sardegna;CA;A597;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;A599;0;0;1,67;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;A600;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;A601;0;0;0;0;0;0;0;0;1;;
Sud;Abruzzo;AQ;A603;0;0;3;0;0;0;0;0;2;;
Sud;Basilicata;PZ;A604;0;2;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;A605;0;2;1;0;0;0;0;2;0;;
Isole;Sardegna;SS;A606;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;A607;0;1;7,5;0;0;0;1;0;0;;
Isole;Sardegna;OR;A609;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VB;A610;0;0;1,5;0;0;0;0;0;0;;
Sud;Basilicata;PZ;A612;0;0;7;0;0;0;0;2;0;;
Nord Est;Veneto;PD;A613;0;0;6;0;0;0;0;2;0;;
Isole;Sardegna;OR;A614;0;0;1;0;0;0;0;0;0;;
Sud;Basilicata;PZ;A615;0;2;9;0;0;0;0;0;0;;
Sud;Molise;CB;A616;0;0;2,83;0;0;0;0;0;0,25;;
Sud;Campania;NA;A617;0;0;3,13;0;0;0;0,5;0;0;;
Nord Ovest;Lombardia;MI;A618;0;9;4;0;0;0;1;6;0;;
Nord Ovest;Lombardia;VA;A619;0;0;3,5;0;0;0;0;0;0;;
Isole;Sardegna;OR;A621;0;0;1,5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;A625;0;0;10;0;0;0;0;0;0;;
Centro;Marche;AN;A626;0;3,8;3,5;0;0;0;0;1;0;;
Centro;Lazio;VT;A628;0;1;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;A629;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;A630;0;1;6,5;0;0;0;0;2;0;;
Nord Ovest;Lombardia;BG;A631;0;1;0;0;0;0;0;2;0;;
Centro;Toscana;FI;A632;1;7;29,86;0;0;0;0;4;0;;
Nord Ovest;Lombardia;PV;A634;0;0;3;0;0;0;0;0;0;;
Nord Est;Veneto;PD;A637;0;0;2;0;0;0;0;0;0;;
Isole;Sicilia;ME;A638;4,5;8;41,92;0;0;1;2;0;0;;
Nord Est;Friuli- Venezia Giulia;PN;A640;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;A643;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;VA;A645;0;0;0;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PR;A646;0;3;11;0;0;1;0;0;2,44;;
Nord Ovest;Liguria;SV;A647;0;1;5;0;0;0;0;0;0;;
Nord Est;Veneto;VR;A650;3;3,5;18,13;0;2;0;2;2,06;0;;
Nord Ovest;Piemonte;TO;A651;0;11;18,9;0;2;0;0,67;1;0;;
Nord Ovest;Lombardia;MI;A652;5;20,5;20,1;0;0;0;0;9,01;0;;
Nord Ovest;Piemonte;NO;A653;0;0;3;0;0;0;0;0;0;;
Isole;Sardegna;OR;A655;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;A656;0;2;1;0;0;0;0;0;0;;
Centro;Toscana;LU;A657;0;6;14;0;0;0;0;1;0;;
Nord Ovest;Liguria;GE;A658;0;0;7;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;A660;0;6;50,24;0;0;0;0;0;1;;
Nord Ovest;Lombardia;BS;A661;0;0;2;0;0;0;0;0;0;;
Sud;Puglia;BA;A662;222,03;225,43;217,94;0;0;2;29,46;54,79;0;;
Isole;Sardegna;NU;A663;0;2;5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;A664;1;1;11,33;0;0;0;0;4;3;;
Nord Est;Emilia-Romagna;BO;A665;0;4;17;0;0;0;1;4;2,5;;
Sud;Basilicata;PZ;A666;0;0;9;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;A667;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;A668;0;2;10,5;0;0;0;0;1,14;0;;
Sud;Puglia;BA;A669;23,7;55,19;77,99;0;0;0;12,7;24,5;0;;
Nord Ovest;Lombardia;CO;A670;0;0;0;0;0;0;0;0;1;;
Nord Ovest;Piemonte;CN;A671;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;A673;0;0;5,5;0;0;0;0;0;0;;
Sud;Campania;SA;A674;3;18,33;29,74;0;0;0;0;0;0;;
Isole;Sicilia;EN;A676;1;5;17,5;0;0;0;0;0;0;;
Isole;Sardegna;CA;A677;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;A678;0;1;6,5;0;0;0;0;0;0;;
Isole;Sardegna;CA;A681;0;1;3,9;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LC;A683;0;2,33;5,5;0;0;0;0;1;0;;
Nord Ovest;Lombardia;BG;A684;0;1;2,89;0;0;0;0;3;0;;
Nord Ovest;Lombardia;LC;A686;4;16,59;7,44;0;0;0;0;7,48;0;;
Nord Ovest;Lombardia;LC;A687;0;3;5,3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;A689;0;2;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;A690;0;1;1;0;0;0;0;0;0;;
Centro;Umbria;TR;A691;0;1;12,76;0;0;0;0;0;0;;
Sud;Abruzzo;TE;A692;0;0;1;0;0;0;0;0;0;;
Sud;Campania;BN;A696;0;1;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;A697;1;0;9,5;0;0;0;0;2;0;;
Isole;Sicilia;ME;A698;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;A699;0;1;5;0;0;0;0;0,05;0;;
Nord Est;Friuli- Venezia Giulia;UD;A700;0;0;14,5;0;0;0;0;0,03;0;;
Centro;Lazio;VT;A701;0;2;23,33;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;A702;0;1;1;0;0;0;0;5;0;;
Nord Est;Veneto;VI;A703;20,04;28;36,18;0;3;0;3;6,34;0;;
Centro;Lazio;VT;A704;0;1;10,17;0;0;0;0;1;0;;
Nord Ovest;Lombardia;VA;A705;0;0;4;0;0;0;0;0;0;;
Centro;Lazio;VT;A706;0;1;14;0;0;0;0;0;0;;
Centro;Lazio;LT;A707;0;1;1,5;0;0;0;0,01;0;0;;
Nord Ovest;Piemonte;AL;A708;0;0;5,5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;A709;0;0;3;0;0;0;0;0;0;;
Centro;Umbria;PG;A710;7;15,13;25,04;0;0;0;0;8,05;0;;
Nord Ovest;Lombardia;PV;A712;0;0;2;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;MO;A713;3;2;6,67;0;0;0;1;8;0;;
Nord Est;Veneto;PD;A714;1;0;2;0;0;0;0;4;0;;
Nord Ovest;Piemonte;CN;A716;0;0;1;0;0;0;0;0;0;;
Sud;Campania;SA;A717;6,5;35,17;51,58;0;0;0;4;19,5;1;;
Nord Ovest;Lombardia;PV;A718;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;PA;A719;0;0;10,5;0;0;0;0;0;0;;
Centro;Lazio;FR;A720;0;0;2;0;0;0;0;3;0;;
Isole;Sardegna;OR;A721;0;0;2;0;0;0;0;0;0;;
Isole;Sardegna;NU;A722;0;1;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VB;A725;1;7;8,46;0;1;0;0;1;0;;
Nord Ovest;Lombardia;VA;A728;0;0;2;0;0;0;0;1;0;;
Nord Ovest;Lombardia;BS;A729;0,5;7;12,5;0;0;0;0;11,79;1,5;;
Nord Est;Emilia-Romagna;PR;A731;0;1;18,83;0;0;0;1;1;0,5;;
Nord Ovest;Lombardia;BG;A732;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VB;A733;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;A734;1;44;12,11;0;0;0;4,2;7;0;;
Nord Ovest;Piemonte;CN;A735;0;1;20,11;0;1;0;1;1;0;;
Sud;Calabria;CZ;A736;1;1;6;0;0;0;0;0;0;;
Nord Est;Veneto;VR;A737;0;4;6;0;0;0;0;3;3,52;;
Nord Ovest;Piemonte;AL;A738;0;0;4;0;0;0;0;0;0;;
Centro;Marche;MC;A739;0;1;6,56;0;1;0;0;4;0;;
Centro;Marche;PS;A740;0;0;2,58;0;0;0;0;1;0;;
Nord Ovest;Lombardia;PV;A741;0;2;5;0;0;0;1;3;1;;
Nord Ovest;Piemonte;VB;A742;0;0;8;0;1;0;0;0;0;;
Sud;Basilicata;PZ;A743;0;1;24,42;0;0;0;0;0;2;;
Nord Ovest;Lombardia;LC;A745;0;3,5;13,42;0;0;0;0;0;0;;
Sud;Abruzzo;TE;A746;2;0;19,77;0;0;0;0;3;1;;
Nord Est;Emilia-Romagna;RN;A747;3;33;19,81;0;8;0;0,52;0,05;0;;
Centro;Lazio;RM;A749;1;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;A750;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;A751;0;1;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;A752;1;2;19,59;0;0;0;0;2;0;;
Sud;Campania;CE;A755;1;1,33;7,22;0;0;0;0;0;0;;
Sud;Campania;SA;A756;0;0;0,66;0;0;0;0;0;0;;
Nord Est;Veneto;BL;A757;15;28,29;58,94;0;0;0;5;10;1;;
Nord Ovest;Lombardia;MI;A759;0;3;6;0;0;0;0;1,06;0;;
Centro;Marche;AP;A760;0;0;0;0;0;0;0;0;0;;
Sud;Molise;IS;A761;0;0;0;0;0;0;0;0;0;;
Sud;Calabria;CS;A762;1;0;1;0;0;0;0;0;0;;
Centro;Lazio;FR;A763;0;0;1;0;0;0;0;0;0;;
Isole;Sicilia;PA;A764;0;0;9,84;0;0;0;0;0;0;;
Centro;Lazio;RI;A765;0;0;1;0;0;0;0;0;0;;
Isole;Sicilia;CT;A766;3;7;56,64;0;0;0;5;20;5;;
Sud;Calabria;CS;A768;0;0;1;0;0;0;0;0;0;;
Centro;Marche;AN;A769;0;2;4,66;0;0;0;0;0;2;;
Nord Ovest;Piemonte;AT;A770;0;0;1;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;BO;A771;0;3,5;5;0;0;0;0;0;1,33;;
Sud;Calabria;KR;A772;0;0;3;0;0;0;0;0;0;;
Sud;Calabria;CS;A773;2;2;3,5;0;0,27;0;0;1;0;;
Nord Ovest;Piemonte;CN;A774;0;0;2;0;0;0;0;0;0;;
Isole;Sardegna;NU;A776;0;0;0,1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;A777;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;A778;0;0;2,75;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;A779;0;1;19,5;0;0;0;0;0;1;;
Sud;Calabria;RC;A780;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;SS;A781;0;3;0;0;0;0;0;0;2;;
Nord Ovest;Piemonte;CN;A782;0;0;0;0;0;0;0;0;0;;
Sud;Campania;BN;A783;7;28,95;56,5;0;0;2;5;14;0;;
Nord Ovest;Piemonte;BI;A784;0;0;4;0;0;0;0;0;1;;
Nord Est;Emilia-Romagna;BO;A785;1;4;13;0;0;0;1;16;6;;
Nord Ovest;Lombardia;BG;A786;0;1;7,96;0;0;0;0;0;0;;
Nord Ovest;Lombardia;SO;A787;1;3;16,5;0;0,5;0;1;5;0;;
Nord Est;Emilia-Romagna;PR;A788;0;0;12;0;0;0;0;0;1;;
Isole;Sardegna;SS;A789;0;1;3,5;0;0;0;0;0;4,5;;
Nord Ovest;Lombardia;CO;A791;0;4;4;0;0;0;0;1;0;;
Nord Ovest;Lombardia;PV;A792;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;A793;0;1;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;A794;72,12;116,04;122,27;0;0;1;15,06;22,94;0;;
Nord Est;Veneto;RO;A795;0;1;1,75;0;0;0;0;0;0;;
Nord Ovest;Liguria;SV;A796;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;A798;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;A799;0;0;1;0;0;0;0;2;0;;
Sud;Basilicata;MT;A801;0;5;25;0;0,21;0;0;0;11;;
Nord Ovest;Lombardia;MI;A802;3;4;21,48;0;0;0;0;4;0;;
Nord Ovest;Lombardia;MI;A804;0;0,33;5,33;0;0;0;0;10;0;;
Nord Ovest;Piemonte;CN;A805;0;0;18,5;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;FO;A809;0;3,33;14,51;0;0;0;0;5,06;4;;
Nord Est;Friuli- Venezia Giulia;UD;A810;0;1;2,66;0;0;0;0;0;0;;
Nord Ovest;Lombardia;LO;A811;0;0;2,25;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;A812;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;A813;0;0;0,08;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;A815;0;0;0,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;A816;0;1;2;0;0;0;1;4;0;;
Nord Ovest;Lombardia;BS;A817;0;0;10;0;0;0;0;2;0;;
Nord Ovest;Lombardia;MI;A818;3;9;35,47;0;0;0;0;3,02;0;;
Nord Ovest;Lombardia;VA;A819;1;1;3,72;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;A820;0;1;6;0;0;0;0;0;1;;
Nord Est;Emilia-Romagna;PC;A823;0;0;9,5;0;0;0;0;0;4;;
Nord Ovest;Lombardia;VA;A825;1;2;6,08;0;0;0;0;5;0;;
Nord Ovest;Lombardia;VA;A826;1;3;11,56;1;0;0;0;17;0;;
Isole;Sardegna;SS;A827;0;0;0,17;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PC;A831;2;2;12,37;0;0;0;0;0;1,61;;
Centro;Umbria;PG;A832;0;0;14,59;0;0;0;0;0;1;;
Nord Ovest;Piemonte;VB;A834;0;0;8,38;0;0;0;1;2;0;;
Centro;Umbria;PG;A835;0;1;15;0;0;0;0;0;0;;
Nord Ovest;Liguria;SP;A836;0;1,33;6,66;0;0;0;0;0;0;;
Nord Est;Veneto;VR;A837;0;6;10;0;0;0;0;1;0;;
Isole;Sicilia;CT;A841;3;9,39;35,25;0;0;0;0;1;0;;
Sud;Calabria;CS;A842;0;0;0,06;0;0;0;0;0;0;;
Sud;Calabria;RC;A843;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;A844;0;0;3;0;0;0;0;1;0;;
Nord Ovest;Lombardia;VA;A845;0;1,83;6,5;0;0;0;0;3,92;0;;
Nord Ovest;Lombardia;BG;A846;0;0;0;0;0;0;0;0,07;0;;
Nord Ovest;Piemonte;VC;A847;0;0;10,83;0;0;0;0;1;0;;
Nord Ovest;Lombardia;SO;A848;0;1;1;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;A849;5;10,34;10,97;0;0;1;0;9,18;0;;
Nord Est;Emilia-Romagna;RE;A850;4;1;23,5;0;0;0;0;10;4,16;;
Centro;Toscana;AR;A851;2;18,5;19,69;0;0;0;1;0,17;0,68;;
Centro;Toscana;LI;A852;0;11;11,5;0;2;0;0;2;0;;
Nord Ovest;Piemonte;TO;A853;0;2;13;0;0;0;1;0;1;;
Sud;Puglia;FG;A854;0;1;12;0;0;0;2;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;A855;0;0;7;0;0;0;0;0;0;;
Isole;Sardegna;OR;A856;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;VT;A857;0;3;19;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;A859;20,14;48,83;70,63;1;0;0;3;17;1;;
Nord Ovest;Lombardia;BS;A861;0;1;10,67;0;0;0;0;0;0;;
Centro;Toscana;PI;A864;2;15;12;0;0;0;0;5;0;;
Nord Ovest;Lombardia;CO;A870;0;1;6,42;0;0;0;0;1;0;;
Nord Ovest;Lombardia;MI;A872;0;8,5;2;0;0;0;1;7;0;;
Sud;Puglia;BA;A874;0;1;11;0;0;0;1;0;0;;
Nord Ovest;Piemonte;BI;A876;0;0;8,5;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;A877;0;1;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;A878;0;2;6,44;0;0;0;0;0,06;0;;
Isole;Sardegna;NU;A880;0;0;1;0;0;0;0;0;0,75;;
Sud;Campania;AV;A881;0;2;11,38;0;0;0;0;1;0;;
Isole;Sicilia;PA;A882;0;1;15,38;0;0;0;0;0;0;;
Sud;Puglia;BA;A883;13;37,75;68,86;0;0;0;2;22,04;0;;
Sud;Abruzzo;AQ;A884;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;TE;A885;0;2;3,17;0;0;0;0;1;3;;
Sud;Calabria;CS;A887;1;1;12;0;0;0;0;1;2;;
Nord Ovest;Piemonte;AL;A889;0;0;7;0;0;0;0;4;1;;
Nord Ovest;Lombardia;VA;A891;0;2;6,5;0;0;0;1;2;0;;
Sud;Puglia;BA;A892;0;4;19,36;0;0;0;0;0;0;;
Sud;Puglia;BA;A893;4;23,81;91,01;0;0;0;6;10;0;;
Sud;Puglia;BA;A894;1;3;14,95;0;0;0;3;1;0;;
Isole;Sardegna;NU;A895;0;2;3;0;0;0;0;0;1,76;;
Isole;Sicilia;AG;A896;1;1;13,89;0;0;0;0;1;0;;
Sud;Calabria;RC;A897;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;A898;0;1;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;A903;0;0;1;0;0;0;0;0;0;;
