Area;Regione;Provincia;2024_CodCom;NTN 2024 fino a 50 mq;NTN 2024 50 -| 85 mq;NTN 2024 85 -| 115 mq;NTN 2024 115 -| 145 mq;NTN 2024 oltre 145 mq;NTN_2024
Nord Ovest;Liguria;SV;C443;13,69;55,57;46,83;8;12;136,09
Sud;Campania;SA;C444;0;2;0;0;1;3
Centro;Lazio;VT;C446;0;4;2;2,5;1,5;10
Centro;Lazio;VT;C447;0,67;5,58;3;2,67;4,5;16,42
Sud;Puglia;BR;C448;2;3;12,33;11;13,64;41,97
Sud;Abruzzo;TE;C449;1;0;3;2;6;12
Sud;Calabria;CZ;C453;0;0;1;0;0;1
Nord Ovest;Lombardia;BG;C456;0;6;6;3;12,33;27,33
Nord Ovest;Lombardia;BG;C457;2;7;10,5;12,34;17,85;49,69
Nord Est;Veneto;BL;C458;4;12;6;0;3;25
Nord Ovest;Lombardia;BG;C459;4;14;13,91;11,34;5,75;49
Nord Est;Veneto;RO;C461;0;4;4;7;10;25
Nord Ovest;Liguria;SV;C463;3;15;22;5;10;55
Nord Ovest;Piemonte;CN;C466;0;21;22,98;10;26,16;80,14
Nord Est;Emilia-Romagna;FE;C469;26,54;202,65;142,6;68;82,6;522,39
Sud;Campania;SA;C470;21,66;39,34;15,54;7,27;13;96,81
Isole;Sicilia;EN;C471;8;12;6;8,5;4;38,5
Sud;Calabria;CZ;C472;1;0;3;1;0;5
Sud;Abruzzo;PE;C474;3;17,17;16,5;18,5;26,34;81,51
Sud;Campania;BN;C476;2;4,27;3;3;14,8;27,07
Nord Ovest;Piemonte;VB;C478;1;6;2,89;1;2;12,89
Centro;Lazio;FR;C479;1;9;11;6;14,28;41,28
Isole;Sicilia;EN;C480;3,5;6,89;6;3;2;21,39
Nord Ovest;Liguria;GE;C481;2;12,5;11,5;4,5;7;37,5
Nord Ovest;Lombardia;CO;C482;0,74;5;5;1;2;13,74
Nord Ovest;Piemonte;NO;C483;3;21;32;16;34,5;106,5
Nord Ovest;Lombardia;PV;C484;1,11;13,61;17,5;5,22;10;47,44
Sud;Campania;SA;C485;1;3;1,89;2;2;9,89
Sud;Molise;CB;C486;7;1;3;2;3;16
Nord Ovest;Piemonte;TO;C487;0;2;9,5;1;5;17,5
Sud;Molise;CB;C488;0;0;0;0;3;3
Sud;Calabria;CS;C489;7;5;2,5;2;1;17,5
Sud;Abruzzo;AQ;C492;1;3;2;3;1;10
Nord Ovest;Lombardia;SO;C493;3;8;1;1;1;14
Nord Est;Friuli- Venezia Giulia;UD;C494;0;0,5;0;1;2;3,5
Sud;Campania;NA;C495;11,73;23,83;34,47;17;6,32;93,35
Isole;Sicilia;PA;C496;3;5;5;8,75;7;28,75
Nord Ovest;Piemonte;TO;C497;9,34;21,51;8;1;4,75;44,6
Nord Est;Veneto;VR;C498;6,85;45;66,17;54,87;82,41;255,3
Nord Est;Veneto;RO;C500;5;7;11,83;8;16,5;48,33
Sud;Calabria;KR;C501;0;2;4;4;1;11
Nord Ovest;Lombardia;MN;C502;0;1;3,5;1;12,01;17,51
Nord Ovest;Piemonte;AL;C503;0;1;1;0;9,5;11,5
Nord Ovest;Piemonte;CN;C504;0;0;3;4;10;17
Nord Ovest;Piemonte;TO;C505;9;4;3;0;0;16
Nord Ovest;Lombardia;BG;C506;13,67;12,58;9,25;3;4,25;42,75
Nord Ovest;Piemonte;AL;C507;0;0;1;0;2;3
Nord Ovest;Lombardia;PV;C508;0;0;2;0;0,33;2,33
Nord Ovest;Lombardia;PV;C509;3,08;2,58;3;1;1,5;11,16
Nord Ovest;Liguria;SV;C510;91,58;148,06;32,12;8;5;284,76
Nord Ovest;Liguria;IM;C511;16,5;16,5;3;6;2;44
Nord Ovest;Lombardia;MI;C512;4;39,25;23;11,67;13,42;91,34
Nord Est;Emilia-Romagna;PC;C513;2;1,5;1;2;3;9,5
Sud;Puglia;FG;C514;60,49;107,35;108,36;102,91;67,45;446,56
Sud;Calabria;CS;C515;1;7;2;4;8;22
Nord Ovest;Lombardia;CO;C516;13,75;42;35,5;18;29,17;138,42
Sud;Abruzzo;TE;C517;1;3;2;2;3;11
Centro;Lazio;RM;C518;1;5,83;0;0;1;7,83
Nord Ovest;Lombardia;CO;C520;5,46;24,75;29;15;24,89;99,1
Nord Ovest;Lombardia;LC;C521;1;18,33;14;5,5;5;43,83
Nord Ovest;Lombardia;MI;C523;28,77;147;134,3;91,71;53,58;455,36
Centro;Marche;AN;C524;1,28;11,06;11;3;5,63;31,97
Sud;Campania;BN;C525;0,33;1;2;1,22;4;8,55
Centro;Umbria;PG;C527;4;5,67;2,73;4,67;5;22,07
Nord Ovest;Piemonte;AT;C528;0;0;0;0;1,83;1,83
Centro;Toscana;FI;C529;4;23,17;41,17;24,02;24,25;116,61
Nord Ovest;Piemonte;CN;C530;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C531;0;0;3;0;13,5;16,5
Nord Ovest;Piemonte;BI;C532;2;0;7;3,5;8;20,5
Nord Ovest;Piemonte;AT;C533;0;2;3;2;2;9
Sud;Molise;IS;C534;1;2;0;0;0;3
Nord Ovest;Lombardia;MI;C536;2;12;6,5;15;11,5;47
Nord Ovest;Lombardia;MI;C537;21;120,97;53,76;20;24,36;240,09
Nord Est;Veneto;VR;C538;2;22,5;14,5;8,67;9,5;57,17
Sud;Basilicata;PZ;C539;0;1;0;0;0;1
Centro;Toscana;FI;C540;12;69,5;65,28;35,83;25,5;208,11
Nord Ovest;Lombardia;PV;C541;7;40,5;19,33;12,33;18;97,16
Sud;Calabria;CZ;C542;0;2;2,1;0,13;1;5,23
Centro;Lazio;RM;C543;22,83;20;4;1;1;48,83
Nord Est;Veneto;PD;C544;0;17;8,51;13,22;17,79;56,52
Centro;Lazio;FR;C545;2;9,25;5;10;24,5;50,75
Nord Ovest;Piemonte;CN;C547;2;23;14;7,5;11,93;58,43
Nord Ovest;Piemonte;VC;C548;2;0;1;0;0;3
Nord Ovest;Lombardia;BS;C549;4;4;1;1;1;11
Nord Ovest;Piemonte;CN;C550;0;4;8,5;5;11;28,5
Nord Ovest;Lombardia;PV;C551;1;0;3;1;6;11
Centro;Lazio;RM;C552;122,72;225,95;141,67;70,76;74,14;635,24
Nord Est;Emilia-Romagna;RA;C553;95,96;335,56;181,38;49,63;47,45;709,98
Sud;Calabria;CS;C554;1,83;0,83;0;2;0;4,66
Nord Ovest;Lombardia;LO;C555;6;14,5;14;6,67;4,15;45,32
Sud;Campania;AV;C557;3;14,07;7,49;12,72;26,29;63,57
Sud;Campania;CE;C558;4;7,83;4;4;6,89;26,72
Nord Ovest;Liguria;IM;C559;9;17,83;9,75;3;0,77;40,35
Sud;Calabria;CS;C560;0;0;1;0;1,33;2,33
Sud;Campania;CE;C561;3;4,83;18;26;8,83;60,66
Nord Ovest;Lombardia;LC;C563;0;1;3,75;3;1;8,75
Nord Ovest;Piemonte;TO;C564;53,61;39,5;5;3;2,5;103,61
Nord Ovest;Lombardia;MI;C565;24;117,06;61,77;21,17;13,5;237,5
Nord Ovest;Lombardia;MI;C566;60,71;252,39;164,59;80,1;51,26;609,05
Nord Ovest;Piemonte;VB;C567;2;0;2;1;1;6
Isole;Sicilia;ME;C568;0;3,88;4;2;4;13,88
Nord Ovest;Lombardia;MI;C569;14,17;83,42;55,5;34,67;16,1;203,86
Nord Est;Emilia-Romagna;FO;C573;72,1;258,65;290,62;183,61;220,12;1025,1
Nord Est;Emilia-Romagna;FO;C574;90,63;172,38;97,61;45,35;57,74;463,71
Sud;Campania;AV;C576;0;3;5;2;3;13
Nord Est;Veneto;BL;C577;1;10,33;6;5,5;13;35,83
Nord Ovest;Liguria;IM;C578;1;1;0;1;1;4
Nord Est;Veneto;TV;C580;2;7;17;9,5;13,2;48,7
Sud;Calabria;VV;C581;1;2;1;1,66;0,33;5,99
Centro;Marche;MC;C582;0;0;0,5;0,5;1;2
Nord Ovest;Piemonte;AT;C583;0;1;0;0,17;4,67;5,84
Sud;Campania;SA;C584;6;1,59;1,33;0,83;1;10,75
Nord Ovest;Lombardia;BS;C585;3;8,33;5;5,5;3;24,83
Centro;Toscana;SI;C587;2;6,17;7;5;14,17;34,34
Sud;Calabria;CS;C588;3,5;21,75;20,33;15,5;14;75,08
Nord Ovest;Piemonte;CN;C589;6;26;21;9;10;72
Nord Ovest;Lombardia;BS;C591;5,31;7;2;0,95;4;19,26
Nord Ovest;Valle d'Aosta;AO;C593;6;11,17;1;1;1;20,17
Nord Ovest;Valle d'Aosta;AO;C594;4;9,5;2;0;0;15,5
Nord Ovest;Valle d'Aosta;AO;C595;1;4;5;1;0;11
Nord Ovest;Valle d'Aosta;AO;C596;1;2;1;0;0;4
Nord Ovest;Valle d'Aosta;AO;C598;5;3,67;3,5;3;2;17,17
Nord Ovest;Piemonte;CN;C599;5;34;29,25;20;32,75;121
Isole;Sardegna;SS;C600;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C604;3;5,83;1;3,8;3;16,63
Nord Est;Veneto;VI;C605;4;14;39;26;35,44;118,44
Sud;Campania;AV;C606;0;0;1;1;0;2
Centro;Toscana;SI;C608;15,5;27;20,83;16;21,5;100,83
Centro;Toscana;PI;C609;6;30;28;8;11,24;83,24
Nord Ovest;Piemonte;TO;C610;4;10,5;4;4;4;26,5
Isole;Sicilia;RG;C612;9,96;17,5;20,84;20,67;18;86,97
Isole;Sardegna;SS;C613;2;5;2;1;3,44;13,44
Nord Est;Veneto;TV;C614;1;10;8;4;9,17;32,17
Centro;Marche;AN;C615;11,5;44,08;64;33,53;16,45;169,56
Sud;Calabria;CZ;C616;2;9;6;4,93;8;29,93
Nord Ovest;Lombardia;BS;C618;12;68,15;75,2;48,9;61,7;265,95
Sud;Basilicata;PZ;C619;6;2;4,5;3;3;18,5
Sud;Molise;IS;C620;0;0;0,4;0;1;1,4
Nord Ovest;Liguria;GE;C621;47;167,23;139,13;57,9;29,59;440,85
Nord Ovest;Lombardia;SO;C623;6;37,9;34,2;22;7;107,1
Nord Ovest;Piemonte;TO;C624;0;1;7;6;14;28
Nord Ovest;Piemonte;TO;C627;20,25;184,12;141,25;52,61;56,88;455,11
Nord Ovest;Lombardia;SO;C628;49,82;40,42;16,12;3;1;110,36
Nord Ovest;Piemonte;TO;C629;1;2;2;0;1,5;6,5
Nord Est;Veneto;BL;C630;2,5;4,5;5;2;3;17
Centro;Toscana;PT;C631;0,11;9,39;7,38;10;18,72;45,6
Sud;Abruzzo;CH;C632;42,14;200,85;183,19;129,51;93;648,69
Sud;Puglia;FG;C633;1;7;1;2;2,5;13,5
Nord Ovest;Lombardia;CR;C634;3;19,5;5;6;2;35,5
Nord Ovest;Lombardia;BG;C635;1,06;12;14;11;9;47,06
Nord Ovest;Lombardia;PV;C637;1;16;18,5;14;18,83;68,33
Nord Est;Veneto;VE;C638;181,47;279,75;216,47;119,8;63,82;861,31
Nord Ovest;Piemonte;TO;C639;28,83;8;2;6,5;6,33;51,66
Nord Est;Friuli- Venezia Giulia;PN;C640;1;4,5;18;9,5;18;51
Centro;Toscana;AR;C648;0;2;3,67;4,5;0;10,17
Nord Ovest;Lombardia;BG;C649;2;14,1;19,83;17,8;18,06;71,79
Nord Est;Veneto;VI;C650;1;2;6;2;10;21
Nord Ovest;Lombardia;SO;C651;5,34;2,5;2;2;2,5;14,34
Nord Ovest;Piemonte;CN;C653;9;11,5;12,05;9;10,5;52,05
Isole;Sicilia;PA;C654;2,17;5,5;7;5;10;29,67
Nord Ovest;Piemonte;TO;C655;0;2;9;1;6;18
Nord Est;Friuli- Venezia Giulia;UD;C656;10;9,26;2,11;2;3,25;26,62
Nord Ovest;Liguria;IM;C657;0;0;2;4;2;8
Nord Ovest;Piemonte;AT;C658;0;10;1;0;1;12
Sud;Campania;AV;C659;1;5;2;5;0;13
Nord Ovest;Liguria;IM;C660;2;2;0;1,5;2;7,5
Centro;Toscana;SI;C661;1;11,67;8;4,5;5,59;30,76
Centro;Toscana;SI;C662;2;20;20,33;17,11;20,49;79,93
Centro;Toscana;AR;C663;3;4;12;5;5,5;29,5
Nord Ovest;Piemonte;TO;C665;12;104,23;113,67;39,78;36,75;306,43
Isole;Sicilia;AG;C668;3;10;6,13;5,91;7;32,04
Nord Est;Emilia-Romagna;RE;C669;4,17;5;15,5;4,5;14,5;43,67
Nord Est;Veneto;TV;C670;1,5;10,94;11,5;4,5;20,84;49,28
Nord Est;Veneto;BL;C672;2;6;3;0;0;11
Nord Ovest;Liguria;GE;C673;1;7;14;6;3;31
Sud;Calabria;CZ;C674;0;2,42;0;0;0;2,42
Sud;Campania;NA;C675;13;21,8;35,8;27;24,17;121,77
Sud;Campania;SA;C676;1;8;1,67;2;3;15,67
Centro;Lazio;RM;C677;10;3,79;4;1;4,5;23,29
Nord Ovest;Lombardia;CR;C678;0;0;5;0;3;8
Nord Ovest;Piemonte;TO;C679;1;0;1;0;2;4
Nord Ovest;Piemonte;VC;C680;0;3,5;8,67;9,17;7,83;29,17
Nord Ovest;Piemonte;CN;C681;0;1;1;0;4;6
Nord Ovest;Lombardia;PV;C684;0;2;4;3;4;13
Nord Ovest;Lombardia;BS;C685;0;1;1;2;7;11
Nord Ovest;Lombardia;PV;C686;2;24,25;21,08;16,5;21,17;85
Nord Est;Veneto;TV;C689;2;3;8;4;12,33;29,33
Nord Ovest;Lombardia;BS;C691;0,75;3,58;0;0,25;0,5;5,08
Sud;Calabria;RC;C695;2;0;1;1;0;4
Isole;Sicilia;PA;C696;2;4,5;8,5;8;10;33
Sud;Campania;NA;C697;4,67;8;4;10;9,17;35,84
Nord Ovest;Lombardia;BS;C698;0;2,83;6;2,5;1,5;12,83
Nord Est;Friuli- Venezia Giulia;PN;C699;0;0,5;0;0;1,92;2,42
Nord Ovest;Piemonte;AT;C701;0;0;1;1;6;8
Centro;Lazio;RM;C702;0;2;3;2;2;9
Nord Ovest;Lombardia;CR;C703;0;5;3;2;7,94;17,94
Centro;Marche;MC;C704;5;18,55;18,56;19;28,17;89,28
Centro;Toscana;GR;C705;8;21,5;13;4;6,83;53,33
Nord Ovest;Lombardia;MI;C707;173,45;514,57;203,26;50,1;25;966,38
Isole;Sicilia;PA;C708;4,34;28;36,17;29,5;25;123,01
Nord Ovest;Lombardia;SO;C709;0;1;2;1;0;4
Sud;Calabria;RC;C710;5;7;2;5,67;6;25,67
Nord Ovest;Piemonte;TO;C711;0;1;0;0;3;4
Nord Est;Veneto;PD;C713;1,71;0,57;4,86;2;12,5;21,64
Nord Est;Veneto;VE;C714;0;1;3;4;10;18
Nord Ovest;Piemonte;TO;C715;0;0;0;0;2,5;2,5
Sud;Campania;CE;C716;0;0;0;1;3;4
Nord Ovest;Liguria;IM;C718;6;16,83;5;5,5;3;36,33
Sud;Campania;BN;C719;0;1,13;2;2;4;9,13
Nord Ovest;Piemonte;TO;C722;5;66,95;65,39;25;29,95;192,29
Sud;Basilicata;MT;C723;3;1;0;0;0;4
Nord Ovest;Lombardia;CO;C724;5;12;14;8;7,5;46,5
Sud;Calabria;KR;C725;3,4;6,2;1;1;3,5;15,1
Sud;Calabria;KR;C726;11;34;24,05;12;14,45;95,5
Nord Ovest;Lombardia;BG;C728;2;25;34;10;8,33;79,33
Nord Ovest;Liguria;SV;C729;13;15,5;7,6;3;5;44,1
Nord Ovest;Lombardia;BG;C730;2;12,8;26,49;16;16,5;73,79
Nord Ovest;Lombardia;VA;C732;14;42;38,67;11,42;22,67;128,76
Nord Ovest;Lombardia;MI;C733;3;30;20;26,19;10,67;89,86
Nord Est;Veneto;TV;C735;0;14,5;5,25;5;16,62;41,37
Nord Ovest;Piemonte;CN;C738;0;0;1;0;4;5
Nord Ovest;Piemonte;AT;C739;0;11;3,5;8,4;5;27,9
Centro;Lazio;LT;C740;8;102,39;106,19;66,08;40,96;323,62
Sud;Puglia;BR;C741;21;27;27,33;23,58;13,86;112,77
Centro;Umbria;PG;C742;1;1;5,5;9;16;32,5
Nord Est;Veneto;PD;C743;7;32,75;35,9;44,92;78,95;199,52
Centro;Umbria;PG;C744;10;23,5;18,17;25,5;33,6;110,77
Centro;Umbria;PG;C745;23,5;79,37;110,65;78,92;87,17;379,61
Centro;Lazio;RI;C746;4;10;16,5;12,83;20;63,33
Sud;Calabria;RC;C747;11,67;15,2;10;10;14,17;61,04
Centro;Lazio;RI;C749;0;1,67;1,5;0,17;1;4,34
Sud;Abruzzo;PE;C750;5;38,92;46,89;32;44,25;167,06
Nord Ovest;Lombardia;VA;C751;1;7;12,5;9,17;10,12;39,79
Nord Ovest;Lombardia;LC;C752;5;12,33;16;2;5;40,33
Nord Ovest;Liguria;IM;C755;4;5,33;4;0;1;14,33
Nord Ovest;Piemonte;VC;C757;0;1;1;0;4;6
Nord Est;Friuli- Venezia Giulia;UD;C758;0;29,04;36,33;27;50,83;143,2
Nord Ovest;Lombardia;BG;C759;0,5;8,8;10,89;9,92;15,88;45,99
Nord Ovest;Lombardia;BS;C760;4;9,75;6,75;3;6;29,5
Sud;Calabria;CS;C763;6;1;4,33;2;5,66;18,99
Sud;Molise;CB;C764;4,5;4;6;1;3;18,5
Centro;Lazio;VT;C765;12,5;31,35;48,67;26,83;17,33;136,68
Sud;Abruzzo;AQ;C766;2;2,5;4;0;0;8,5
Centro;Lazio;RM;C767;7,17;36;21;15,42;23,01;102,6
Sud;Abruzzo;CH;C768;0;0;1;0;0;1
Sud;Molise;IS;C769;0;3;1;1;1;6
Centro;Marche;MC;C770;121,5;233,19;162,15;87,59;77,28;681,71
Sud;Abruzzo;PE;C771;3;1,05;0;1;5,36;10,41
Sud;Molise;CB;C772;2,75;3,26;3,67;0;1;10,68
Centro;Lazio;RM;C773;32,76;229,35;196,47;102,06;73,61;634,25
Centro;Toscana;AR;C774;1;8;21,5;11,75;14,5;56,75
Sud;Abruzzo;CH;C776;1;2;5;2,25;2,5;12,75
Nord Est;Emilia-Romagna;FO;C777;5;10;11;5;9,83;40,83
Sud;Abruzzo;AQ;C778;1;4,58;2;2;1;10,58
Sud;Abruzzo;PE;C779;0;0,5;2;2;6;10,5
Centro;Lazio;VT;C780;2;4;8,5;5;7;26,5
Sud;Abruzzo;TE;C781;1;5;4;5,85;5,5;21,35
Centro;Toscana;GR;C782;2;17,5;7,5;4;10,5;41,5
Sud;Abruzzo;AQ;C783;2;4;5;2,5;2;15,5
Centro;Lazio;RM;C784;8;15;9;5;4;41
Nord Ovest;Lombardia;SO;C785;3,12;11,2;3;5;7,62;29,94
Nord Ovest;Lombardia;CO;C787;0;4;1,5;2;5,33;12,83
Nord Ovest;Lombardia;BG;C789;2;0,33;1,33;3,33;1;7,99
Nord Est;Friuli- Venezia Giulia;PN;C790;0;1;0;1;6,93;8,93
Nord Est;Friuli- Venezia Giulia;PN;C791;1;0;1;2,5;3;7,5
Nord Ovest;Piemonte;CN;C792;0;0;2;1;10,5;13,5
Nord Ovest;Piemonte;TO;C793;10;7;0;0;0;17
Sud;Calabria;CS;C795;2;3;1;2,97;2;10,97
Nord Ovest;Lombardia;VA;C796;0;5;4;0,01;4,83;13,84
Nord Ovest;Lombardia;BG;C800;14;63,36;42,67;18,39;11,01;149,43
Nord Ovest;Piemonte;TO;C801;3;8;6,25;4;9;30,25
Nord Ovest;Piemonte;TO;C803;15,5;41;25;11,99;18,75;112,24
Nord Ovest;Piemonte;AT;C804;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C806;7;41;32;6,5;25,2;111,7
Nord Ovest;Piemonte;AT;C807;2;4;4;2;9;21
Nord Ovest;Lombardia;VA;C810;2;8,5;15,5;2;6,19;34,19
Sud;Abruzzo;AQ;C811;3;2;0,25;0;1;6,25
Nord Est;Veneto;PD;C812;2,73;16,02;9,13;17,33;25,24;70,45
Nord Ovest;Lombardia;PV;C813;1;5;5;5;7;23
Nord Est;Emilia-Romagna;FE;C814;5,5;30,89;31,34;27,67;45,45;140,85
Nord Est;Veneto;TV;C815;1;4,5;12,5;14,67;11,5;44,17
Nord Ovest;Lombardia;LO;C816;2;71;76,22;42,67;25,83;217,72
Nord Est;Friuli- Venezia Giulia;UD;C817;4;37;42,5;25,33;69,55;178,38
Isole;Sardegna;SS;C818;4,5;2;2;5;4;17,5
Nord Ovest;Piemonte;BI;C819;4;7;8;5,67;14;38,67
Nord Ovest;Lombardia;MI;C820;6,5;22,83;17,5;30,4;15,58;92,81
Nord Ovest;Valle d'Aosta;AO;C821;3,94;21,25;10,98;2;0;38,17
Nord Ovest;Liguria;GE;C823;20,48;58,75;24,17;12,67;7;123,07
Nord Est;Veneto;VI;C824;2;1;3,5;7;16,5;30
Nord Ovest;Liguria;GE;C826;0,5;21,43;22,71;10,67;7;62,31
Nord Ovest;Piemonte;NO;C829;2;12,5;1;0;3;18,5
Nord Ovest;Lombardia;BG;C835;10;14;4,5;1;0,8;30,3
Centro;Lazio;FR;C836;0;3;0,93;3;6;12,93
Nord Est;Emilia-Romagna;PC;C838;0;3;12,81;6;3;24,81
Nord Ovest;Lombardia;LC;C839;22,67;55;51,34;26,83;18,89;174,73
Centro;Lazio;RI;C841;2;3;1;2,5;1,5;10
Sud;Abruzzo;AQ;C844;1;0;1;0,33;2;4,33
Centro;Umbria;PG;C845;2;9;12;7;15,5;45,5
Sud;Campania;BN;C846;4;4;2;5;9;24
Centro;Toscana;SI;C847;15,5;86;70;38,5;29,6;239,6
Nord Est;Veneto;TV;C848;0;15;18,25;7,71;18,18;59,14
Nord Ovest;Lombardia;BS;C850;1;10;13,28;17,33;11,95;53,56
Nord Ovest;Lombardia;LC;C851;1;3;4;4,33;3;15,33
Nord Est;Emilia-Romagna;PR;C852;14;61,17;49,08;39,5;31,84;195,59
Sud;Abruzzo;PE;C853;1;6;7;7,5;24,14;45,64
Sud;Molise;CB;C854;0;1;1;1;3;6
Sud;Abruzzo;CH;C855;0;0;1;1;2;4
Sud;Abruzzo;CH;C856;0;2;0;3;2;7
Centro;Lazio;RI;C857;2;3;0;1;1;7
Centro;Lazio;RM;C858;9,5;82;83,53;48;27,25;250,28
Centro;Lazio;RI;C859;2;3;1;1;0;7
Nord Ovest;Piemonte;TO;C860;45,66;292,62;226,16;64,9;38,58;667,92
Sud;Abruzzo;AQ;C862;0;2,1;2;1;2;7,1
Centro;Lazio;FR;C864;1;3;3,5;1;4;12,5
Sud;Puglia;LE;C865;4;9;11;7,17;14;45,17
Sud;Abruzzo;AQ;C866;1;0;0;1;0;2
Nord Ovest;Piemonte;TO;C867;0;1;5,5;2;3;11,5
Nord Ovest;Piemonte;TO;C868;1;0;0;0;1;2
Centro;Toscana;LI;C869;10,62;74,17;77,83;35,08;31,46;229,16
Centro;Lazio;FR;C870;2;1;0;1;0,6;4,6
Isole;Sicilia;PA;C871;8;9,75;5,5;5,39;5;33,64
Sud;Molise;CB;C875;2;5;4,5;2,5;1;15
Centro;Lazio;RI;C876;1;2;2;3;9,06;17,06
Centro;Marche;AP;C877;0;5;11,75;7;12;35,75
Sud;Molise;IS;C878;2;7,25;2;4;1;16,25
Sud;Campania;SA;C879;0;0;3,08;1,08;1;5,16
Centro;Lazio;RI;C880;0;5;4;2;3;14
Isole;Sardegna;CA;C882;0;0;0;3;3;6
Nord Ovest;Lombardia;BS;C883;2,77;9,75;4,09;6,02;4;26,63
Nord Ovest;Piemonte;VC;C884;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C885;0;0;3;7;11;21
Centro;Marche;MC;C886;1;2,39;5,5;1,25;4;14,14
Sud;Basilicata;MT;C888;2;2;3;1,67;2,03;10,7
Nord Est;Veneto;VR;C890;4,5;19;22,67;19,34;40,17;105,68
Nord Ovest;Lombardia;BS;C893;2;18;24,25;16,83;16,83;77,91
Nord Ovest;Lombardia;BG;C894;8;24,67;28,92;28,33;25,51;115,43
Nord Ovest;Lombardia;MI;C895;70,4;353,18;200,19;54,93;34,17;712,87
Nord Est;Veneto;VR;C897;4;14;27,33;18,5;35,69;99,52
Centro;Lazio;RM;C900;2;11,5;12;4;5;34,5
Sud;Abruzzo;TE;C901;1;8,5;6,75;6;14,16;36,41
Nord Ovest;Lombardia;CO;C902;5;8;3,67;1;1;18,67
Nord Ovest;Lombardia;SO;C903;0;1;5,5;0;3;9,5
Nord Est;Emilia-Romagna;PR;C904;6;25;22;15;17;85
Sud;Calabria;CS;C905;1;2;0;0;1;4
Nord Ovest;Lombardia;MI;C908;2;16;10,5;0;6;34,5
Nord Ovest;Lombardia;BG;C910;4;6,16;5,66;2;4,22;22,04
Nord Ovest;Lombardia;VA;C911;1;3;3;4;7;18
Nord Est;Emilia-Romagna;FE;C912;397,46;620,09;139,85;41,17;32,9;1231,47
Centro;Toscana;MS;C914;0;2;3,5;4,5;8,5;18,5
Nord Ovest;Lombardia;LO;C917;4,5;22;15,5;2;6;50
Nord Est;Friuli- Venezia Giulia;UD;C918;0;2;1;2;3,5;8,5
Nord Est;Veneto;BL;C919;5;13;4,67;6,28;4;32,95
Nord Est;Veneto;BL;C920;8;13,6;12,17;5,17;9,08;48,02
Nord Ovest;Lombardia;VA;C922;1;11,46;7;6,46;6,27;32,19
Nord Ovest;Lombardia;BS;C925;3;7;7;7;17;41
Nord Ovest;Piemonte;NO;C926;2;2;4,5;3;9;20,5
Isole;Sicilia;RG;C927;31,92;54;60,33;53,78;57,41;257,44
Isole;Sicilia;AG;C928;0;2,8;2;2;2;8,8
Sud;Campania;NA;C929;1;2;4;1;3;11
Nord Ovest;Lombardia;MN;C930;0;0;0;1;8;9
Nord Ovest;Lombardia;CO;C933;150,7;493,92;407,38;150,81;204,66;1407,47
Nord Est;Emilia-Romagna;PR;C934;0;2;2;1;6,92;11,92
Centro;Marche;AP;C935;2;1;6;4;3;16
Nord Ovest;Lombardia;CO;C936;3;10,17;5,5;5;3;26,67
Nord Ovest;Lombardia;BG;C937;2;15;25;14;16;72
Nord Est;Veneto;VE;C938;0;2;12,17;4;8;26,17
Sud;Campania;CE;C939;1;2;0,88;1;4;8,88
Sud;Campania;SA;C940;1;4;1;0;2;8
Sud;Molise;IS;C941;0;2;1;0;0;3
Nord Est;Veneto;VR;C943;1;0;3;3;5,5;12,5
Centro;Lazio;RI;C946;3;4,5;1;1;0;9,5
Nord Ovest;Lombardia;BS;C948;10;44,83;70,83;43,14;53,59;222,39
Nord Est;Veneto;VE;C950;3;10;29;21;33,78;96,78
Nord Est;Emilia-Romagna;MO;C951;3;29,5;30,59;25;44,82;132,91
Nord Ovest;Lombardia;MI;C952;32,5;101;82,22;55,5;34,67;305,89
Sud;Calabria;RC;C954;2;10;4;3;4;23
Nord Ovest;Piemonte;TO;C955;12,17;27,5;26;17;16,5;99,17
Isole;Sicilia;ME;C956;0;2;2;1;1;6
Nord Est;Veneto;TV;C957;16;98,13;156,34;110,18;107,76;488,41
Nord Ovest;Lombardia;PV;C958;1;5,5;4;2;9,5;22
Centro;Lazio;RI;C959;0;3;4;2;1,5;10,5
Sud;Calabria;CZ;C960;0;0,5;0;0;1,5;2
Nord Ovest;Piemonte;AL;C962;0;0;1;1;3,5;5,5
Nord Est;Emilia-Romagna;RA;C963;0;22,5;30;20,89;49,05;122,44
Nord Est;Veneto;PD;C964;3,2;40,17;31;17,25;23,24;114,86
Isole;Sicilia;PA;C968;1;5;1;1;2;10
Centro;Lazio;RI;C969;0;5;10,28;5;9,25;29,53
Sud;Campania;AV;C971;2;4;2;5,84;4,92;18,76
Sud;Abruzzo;TE;C972;1,5;2,33;9;3;8,6;24,43
Sud;Campania;SA;C973;4;2;3;1;0;10
Sud;Campania;SA;C974;3;7;7,75;3,67;6,93;28,35
Sud;Puglia;BA;C975;27;60,17;69,72;71,92;46,22;275,03
Sud;Campania;AV;C976;2,5;2;2;2;5,5;14
Nord Ovest;Piemonte;AL;C977;0;0;0;1;10,5;11,5
