AREA;Regione;prov;2016_CodCom;NTN 2016 fino a 50_mq;NTN 2016 50 -| 85 mq;NTN 2016 85 -| 115 mq;NTN 2016 115 -| 145 mq;NTN 2016 oltre 145 mq;NTN 2016_TOTALE
Centro;Lazio;RM;C203;4;9,5;11,25;4;2;30,75
Centro;Lazio;RM;C237;8;20;5,84;6,5;21,67;62,01
Centro;Lazio;RM;C266;1;1;0;1;0;3
Centro;Lazio;RM;C390;11;23,34;8,5;6;14;62,84
Centro;Lazio;RM;C518;1;1;5,42;2;1;10,42
Centro;Lazio;RM;C543;2;4,67;0;1;1;8,67
Centro;Lazio;RM;C552;56,5;163,2;115,21;54,46;62,16;451,53
Centro;Lazio;RM;C677;6;2;2;1;1;12
Centro;Lazio;RM;C702;2;1,83;0;0;0;3,83
Centro;Lazio;RM;C767;6,1;28,34;17,92;6;16,25;74,61
Centro;Lazio;RM;C773;15,34;148,25;191;90,42;44,24;489,25
Centro;Lazio;RM;C784;1;6;1;2;1;11
Centro;Lazio;RM;C858;4;47,39;51,28;31,25;15,44;149,36
Centro;Lazio;RM;C900;0;7;10;4,67;3;24,67
Centro;Lazio;RM;D561;13,5;43,17;29,56;25,99;22,1;134,32
Centro;Lazio;RM;D586;2;2;2;0;0,5;6,5
Centro;Lazio;RM;D707;4;28;37,33;30,55;31,25;131,13
Centro;Lazio;RM;D773;13,03;86,86;55,66;41,83;29,75;227,13
Centro;Lazio;RM;D875;7;17;17,5;5;12,5;59
Centro;Lazio;RM;D945;1;1,33;1,25;2;0,86;6,44
Centro;Lazio;RM;D964;6,94;15;9,77;6;4;41,71
Centro;Lazio;RM;D972;24;62,71;64;22,75;34,17;207,63
Centro;Lazio;RM;D978;2;5;3,83;1,5;0;12,33
Centro;Lazio;RM;E091;0;2,8;1;0;0;3,8
Centro;Lazio;RM;E204;14,58;50,5;55,17;24,17;47,89;192,31
Centro;Lazio;RM;E263;41,68;454,47;250,4;160,32;90,26;997,13
Centro;Lazio;RM;E382;2,5;5;1;0;1;9,5
Centro;Lazio;RM;E392;5;17,5;12;4;4;42,5
Centro;Lazio;RM;E576;0,83;2,83;1,5;2;2;9,16
Centro;Lazio;RM;E813;0;6,25;2;1;0;9,25
Centro;Lazio;RM;E900;7;30;24,38;21;19,5;101,88
Centro;Lazio;RM;E908;0;0;3;0;2;5
Centro;Lazio;RM;E924;6;19;23;10,5;4,13;62,63
Centro;Lazio;RM;E958;66,3;388,73;147,47;53,3;36,59;692,39
Centro;Lazio;RM;F064;2;2;3,67;2;5;14,67
Centro;Lazio;RM;F127;18;97,5;52,25;28;10;205,75
Centro;Lazio;RM;F477;9;33,63;23,8;7,57;10;84
Centro;Lazio;RM;F504;1;0;2;1;0;4
Centro;Lazio;RM;F534;0;5,67;2;2;2;11,67
Centro;Lazio;RM;F545;3,67;7;13,42;4;3;31,09
Centro;Lazio;RM;F590;5;23,22;26;10;17;81,22
Centro;Lazio;RM;F611;35;169,56;122,28;65,5;25,67;418,01
Centro;Lazio;RM;F692;0;3;2;2;4,33;11,33
Centro;Lazio;RM;F730;2;8;4;1;3;18
Centro;Lazio;RM;F734;6,17;17,72;14,67;15,67;10,92;65,15
Centro;Lazio;RM;F857;2;0;2;0;1;5
Centro;Lazio;RM;F865;2;3;4,5;3;8;20,5
Centro;Lazio;RM;F871;0;3;9;4;2;18
Centro;Lazio;RM;F880;42,66;173,58;122,87;44,22;31,23;414,56
Centro;Lazio;RM;G022;11,33;18,75;12;7;3;52,08
Centro;Lazio;RM;G274;13;40,83;21,58;16,72;20;112,13
Centro;Lazio;RM;G293;15,17;26;31,83;15;17,17;105,17
Centro;Lazio;RM;G444;0;0;0;0;0;0
Centro;Lazio;RM;G704;2;1;0;1;0;4
Centro;Lazio;RM;G784;1;7;4,5;3;5;20,5
Centro;Lazio;RM;G811;91,45;304,94;168,68;64,7;38,84;668,61
Centro;Lazio;RM;G874;4;7,1;6;3;0;20,1
Centro;Lazio;RM;H267;1,17;6,67;13;13;9,5;43,34
Centro;Lazio;RM;H288;4;32,55;21,22;13;17,5;88,27
Centro;Lazio;RM;H300;0;2;1;1;0;4
Centro;Lazio;RM;H387;0;2,5;0;0;0;2,5
Centro;Lazio;RM;H401;3;2;0;0;0;5
Centro;Lazio;RM;H404;15,5;33,67;37,25;20,5;25;131,92
Centro;Lazio;RM;H411;1;0;0;0;1;2
Centro;Lazio;RM;H432;15;22,5;24,83;11,97;28,08;102,38
Centro;Lazio;RM;H441;1;4;1,17;2;0;8,17
Centro;Lazio;RM;H494;0;0;0;0;1;1
Centro;Lazio;RM;H501;2725,39;12396,38;8302,38;3824,93;2965,2;30214,28
Centro;Lazio;RM;H618;2;3;2;2;0;9
Centro;Lazio;RM;H658;3;14;11;9;10;47
Centro;Lazio;RM;H745;2;1,5;0;1;1;5,5
Centro;Lazio;RM;H942;3;0,5;2,5;0;1;7
Centro;Lazio;RM;I125;2;6,05;5,13;3,39;3;19,57
Centro;Lazio;RM;I255;69;161,04;87,68;39,16;27,9;384,78
Centro;Lazio;RM;I284;5,5;15,5;6,5;2;4;33,5
Centro;Lazio;RM;I352;3;5;7;1;1;17
Centro;Lazio;RM;I400;4;8;6;5,4;1,9;25,3
Centro;Lazio;RM;I424;1;0,67;1;0;1;3,67
Centro;Lazio;RM;I573;10;31,87;19,5;11;10;82,37
Centro;Lazio;RM;I992;20,33;34,34;10,5;10,09;10;85,26
Centro;Lazio;RM;L182;36,57;139,67;151,05;49,34;36;412,63
Centro;Lazio;RM;L192;8,5;14;5,67;8,17;4,17;40,51
Centro;Lazio;RM;L302;0;3;1;0;0;4
Centro;Lazio;RM;L401;8;34,28;14,45;11,71;13;81,44
Centro;Lazio;RM;L611;0;1;2;0;0,75;3,75
Centro;Lazio;RM;L625;0,5;1;1,5;0,5;0;3,5
Centro;Lazio;RM;L639;14;18,89;23,5;20,4;4,25;81,04
Centro;Lazio;RM;L719;38;115,61;91,34;53,67;74,97;373,59
Centro;Lazio;RM;L851;0;2;5;1;1;9
Centro;Lazio;RM;M095;0;0;0;0;0;0
Centro;Lazio;RM;M141;13,5;39,63;35,9;19;28,3;136,33
Centro;Lazio;RM;M207;2;24;21,33;11;15,5;73,83
Centro;Lazio;RM;M212;63,63;294,71;183,65;45;18,5;605,49
Centro;Lazio;RM;M213;65,46;308,17;139,01;59,94;59,19;631,77
Centro;Lazio;RM;M272;28,67;157,75;112,23;37,92;25,41;361,98
Centro;Lazio;RM;M295;8;26;37,1;19;16;106,1
Centro;Lazio;RM;M297;96,5;561,81;209,64;100,31;76,56;1044,82
Centro;Lazio;VT;A040;8,67;5,5;13,67;5,17;9,75;42,76
Centro;Lazio;VT;A412;0;0;3;1;1;5
Centro;Lazio;VT;A577;6;5,33;3;7,5;11,92;33,75
Centro;Lazio;VT;A628;0;0;4,67;2;2,25;8,92
Centro;Lazio;VT;A701;3;6,42;7;2;2;20,42
Centro;Lazio;VT;A704;9;9,33;16;7;3,42;44,75
Centro;Lazio;VT;A706;3;2;6;2;2;15
Centro;Lazio;VT;A857;5;12,17;8,5;1;1,5;28,17
Centro;Lazio;VT;A949;3,75;12,5;11;5,33;3,67;36,25
Centro;Lazio;VT;A955;4;9,75;6;2;3;24,75
Centro;Lazio;VT;B388;2;2;3;0;0,5;7,5
Centro;Lazio;VT;B597;2;9;4;7;2;24
Centro;Lazio;VT;B604;1;9;14,33;6;4;34,33
Centro;Lazio;VT;B663;6;8,17;0;4;1;19,17
Centro;Lazio;VT;B688;4;14,2;15;8,17;16,5;57,87
Centro;Lazio;VT;B691;12,83;20,33;15,67;5,6;2,5;56,93
Centro;Lazio;VT;B735;4;7;3,5;2;2;18,5
Centro;Lazio;VT;C269;3;3;2,5;5,75;2;16,25
Centro;Lazio;VT;C315;4;2;4,33;1,2;4;15,53
Centro;Lazio;VT;C446;0;4;1;2;0;7
Centro;Lazio;VT;C447;2;7;3,67;3;0;15,67
Centro;Lazio;VT;C765;15,66;29,33;38,1;18;13,47;114,56
Centro;Lazio;VT;C780;1;4;1;2,17;4,44;12,61
Centro;Lazio;VT;C988;1,67;1;5;4;2,5;14,17
Centro;Lazio;VT;D024;13,67;79,27;61,35;42,23;28,89;225,41
Centro;Lazio;VT;D452;8;19,17;10,28;14;21;72,45
Centro;Lazio;VT;D475;6,75;4,83;0,9;2,5;2,33;17,31
Centro;Lazio;VT;D503;5,33;10;8;1;3;27,33
Centro;Lazio;VT;D870;2,5;6;6,5;2;5,3;22,3
Centro;Lazio;VT;E126;7;2,89;4;1;0;14,89
Centro;Lazio;VT;E128;0;2;3,08;1;1;7,08
Centro;Lazio;VT;E210;3;12;3;2,5;5,17;25,67
Centro;Lazio;VT;E330;2,42;8;6,42;1,5;3,22;21,56
Centro;Lazio;VT;E467;3,08;2;1;2;2;10,08
Centro;Lazio;VT;E713;1;0;1;3;5;10
Centro;Lazio;VT;E978;2,67;13;9,5;1,67;2,17;29,01
Centro;Lazio;VT;F419;18,5;79,92;33,83;9,5;4;145,75
Centro;Lazio;VT;F499;7,5;21,17;18,17;17,95;23;87,79
Centro;Lazio;VT;F603;3;4,34;1;0;2,42;10,76
Centro;Lazio;VT;F606;1;5;7,5;8,5;11,35;33,35
Centro;Lazio;VT;F868;6;26,83;9;28,08;21,75;91,66
Centro;Lazio;VT;G065;8,17;2,75;0;0;0;10,92
Centro;Lazio;VT;G111;4,5;6,5;8,5;4,5;9,17;33,17
Centro;Lazio;VT;G135;5;33,56;20,83;9;14,33;82,72
Centro;Lazio;VT;G571;1;2,5;4;0;1;8,5
Centro;Lazio;VT;H071;0;0;0;0;0;0
Centro;Lazio;VT;H534;14,5;40,8;24,5;14,8;21,84;116,44
Centro;Lazio;VT;H913;0;4,8;2;0;1;7,8
Centro;Lazio;VT;H969;1;8,5;2;2;4,2;17,7
Centro;Lazio;VT;I855;7,83;23;17,78;11;15,67;75,28
Centro;Lazio;VT;L017;4,67;20,42;12,5;13,9;17,5;68,99
Centro;Lazio;VT;L150;0;1;1;0;1,5;3,5
Centro;Lazio;VT;L310;4;13;15,67;11,33;11,67;55,67
Centro;Lazio;VT;L569;4;20,17;10;3,5;3;40,67
Centro;Lazio;VT;L612;4;4,33;3;4;3,75;19,08
Centro;Lazio;VT;L713;0;7,08;7;3;0;17,08
Centro;Lazio;VT;L814;7;35;21,42;21,5;20,72;105,64
Centro;Lazio;VT;L882;11;14,5;6,5;6;3;41
Centro;Lazio;VT;M082;61,68;215,54;196,76;164,19;131,66;769,83
Centro;Lazio;VT;M086;3;8,67;10,5;5;15,5;42,67
Centro;Marche;AN;A092;0;9;9;5,33;6;29,33
Centro;Marche;AN;A271;46,23;290,68;347,27;172,67;136,97;993,82
Centro;Marche;AN;A366;2;8;5;5;12,79;32,79
Centro;Marche;AN;A626;0;1,5;1;1,9;1;5,4
Centro;Marche;AN;A769;0;2;2;1;1,25;6,25
Centro;Marche;AN;B468;1,17;12;11,25;13,5;6,33;44,25
Centro;Marche;AN;B470;1;4;6;3,5;5;19,5
Centro;Marche;AN;C060;1;5;12,67;9,5;2,44;30,61
Centro;Marche;AN;C100;5,67;15,5;40,5;28,66;22,72;113,05
Centro;Marche;AN;C152;0;1;1;3;2,44;7,44
Centro;Marche;AN;C248;0;4;5;5,5;3;17,5
Centro;Marche;AN;C524;0;4;5;0,5;4;13,5
Centro;Marche;AN;C615;2;41,24;41,67;26;16,49;127,4
Centro;Marche;AN;D007;0;0;10,63;3,33;5,5;19,46
Centro;Marche;AN;D211;2;11,5;8;3,5;16,16;41,16
Centro;Marche;AN;D451;14,25;33,38;54,94;37,83;36,59;176,99
Centro;Marche;AN;D472;9,67;46,78;76,1;46;29,84;208,39
Centro;Marche;AN;D597;1;8;5;8,5;8,67;31,17
Centro;Marche;AN;D965;0;0;3;0;4,67;7,67
Centro;Marche;AN;E388;21,33;80,01;88,9;73,72;45,8;309,76
Centro;Marche;AN;E690;1;24,33;34,5;16,59;10,98;87,4
Centro;Marche;AN;E837;0;3;17,17;11,83;7;39
Centro;Marche;AN;F145;0;1;0;3;5;9
Centro;Marche;AN;F381;0;3;4;2,75;5;14,75
Centro;Marche;AN;F401;1;7,42;7,5;7;6,92;29,84
Centro;Marche;AN;F453;0;2;0;2;3,6;7,6
Centro;Marche;AN;F560;5,11;28,06;27,5;11;8;79,67
Centro;Marche;AN;F581;0;2,5;1;3;6,5;13
Centro;Marche;AN;F600;0;1;3;4;10,4;18,4
Centro;Marche;AN;F634;1;6;16,69;10;9,33;43,02
Centro;Marche;AN;F745;0;2;1,5;4,62;4,62;12,74
Centro;Marche;AN;F978;29,5;68,94;16,67;5,5;5,75;126,36
Centro;Marche;AN;G003;0,5;4;7,34;5,5;5;22,34
Centro;Marche;AN;G157;0,75;57,5;82,66;48,93;33,67;223,51
Centro;Marche;AN;G771;0;1;1;1,75;2,5;6,25
Centro;Marche;AN;G803;2;8;11,5;7;5;33,5
Centro;Marche;AN;H575;0;0;3;4;2,82;9,82
Centro;Marche;AN;H979;1;4;1;2,5;0,8;9,3
Centro;Marche;AN;I071;0;0;3;1;2;6
Centro;Marche;AN;I251;0,78;1;8,5;9;5,85;25,13
Centro;Marche;AN;I461;1,67;9;17,66;11,5;12,35;52,18
Centro;Marche;AN;I608;42,14;146,54;95,62;65,17;50,76;400,23
Centro;Marche;AN;I643;0;2;6;8,5;4,5;21
Centro;Marche;AN;I653;0,5;1;1;5,38;6;13,88
Centro;Marche;AN;I758;7;19,5;14,61;4,61;2;47,72
Centro;Marche;AN;I932;0;2;1;2;6;11
Centro;Marche;AN;M318;4;7,92;11,52;11,25;11,5;46,19
Centro;Marche;AP;A044;6;2,5;5;3;1;17,5
Centro;Marche;AP;A047;1;7,34;10,35;2,02;3,84;24,55
Centro;Marche;AP;A233;1;8,5;11,92;6;3;30,42
Centro;Marche;AP;A252;0;4;12,5;0;4;20,5
Centro;Marche;AP;A335;0;0;2;0,5;0;2,5
Centro;Marche;AP;A437;0;1;1;1;1;4
Centro;Marche;AP;A462;14,17;68,34;88,94;75,97;58,28;305,7
Centro;Marche;AP;A760;0;0;0;0;0;0
Centro;Marche;AP;B534;1;7,75;4;2;0;14,75
Centro;Marche;AP;B727;2;0;2;2;4,67;10,67
Centro;Marche;AP;C070;0;0;4;4;2,83;10,83
Centro;Marche;AP;C093;1;6;27;18;6;58
Centro;Marche;AP;C321;0;1;2,1;0,1;3;6,2
Centro;Marche;AP;C331;3;2;6;0;4;15
Centro;Marche;AP;C877;0;6;8,13;4,48;4,27;22,88
Centro;Marche;AP;C935;0;8;7,5;5,67;2;23,17
Centro;Marche;AP;D096;0,5;0;1;1;0;2,5
Centro;Marche;AP;D210;4,67;27,17;11,51;5;4;52,35
Centro;Marche;AP;D477;0;3;3;1;5,5;12,5
Centro;Marche;AP;D542;18,9;76,97;58,67;37,7;36,55;228,79
Centro;Marche;AP;D652;3;12;13,5;11;4,5;44
Centro;Marche;AP;D691;0;2;2,75;0;1,84;6,59
Centro;Marche;AP;D760;0;1;0;0;1;2
Centro;Marche;AP;E207;12,75;57,2;41,57;26,54;13,5;151,56
Centro;Marche;AP;E208;0;2;2;2,5;3,25;9,75
Centro;Marche;AP;E447;1;3;2;1;1;8
Centro;Marche;AP;E807;0;5;2;0;1,25;8,25
Centro;Marche;AP;E868;0;0;3,5;3;0;6,5
Centro;Marche;AP;F021;0;0;0,65;0;0,78;1,43
Centro;Marche;AP;F044;3,83;8,5;6;2;4;24,33
Centro;Marche;AP;F379;0;0;0,93;0;1;1,93
Centro;Marche;AP;F380;1;3,5;1,42;1;3,96;10,88
Centro;Marche;AP;F415;0,5;4,5;1,25;1;3,33;10,58
Centro;Marche;AP;F428;0;1;0;2;1,72;4,72
Centro;Marche;AP;F487;0;1;2,5;0;1;4,5
Centro;Marche;AP;F493;0;2;1;0;0,5;3,5
Centro;Marche;AP;F501;1;0;4;1;8;14
Centro;Marche;AP;F509;1;3,5;1;1;3;9,5
Centro;Marche;AP;F516;2,5;1;0;1;0;4,5
Centro;Marche;AP;F517;0;0;0;0;0;0
Centro;Marche;AP;F520;0;3;2,22;6,91;6,58;18,71
Centro;Marche;AP;F522;0;13;8,17;17,08;12,83;51,08
Centro;Marche;AP;F536;0;0;0;0;1;1
Centro;Marche;AP;F549;0;1;1;0,5;2,5;5
Centro;Marche;AP;F570;1;1;1;0;0;3
Centro;Marche;AP;F591;0;21;33,5;13,11;15;82,61
Centro;Marche;AP;F599;0;1;0;0;1;2
Centro;Marche;AP;F614;0;1;2;4,5;5,67;13,17
Centro;Marche;AP;F626;0;1;3,67;2,17;4;10,84
Centro;Marche;AP;F653;0;2;10,63;4,33;3;19,96
Centro;Marche;AP;F664;0;1;1;0;0;2
Centro;Marche;AP;F665;0;0;1;0;1;2
Centro;Marche;AP;F697;1;2;1;0;4,17;8,17
Centro;Marche;AP;F722;0;0;0;0;0;0
Centro;Marche;AP;G005;2;14,16;4;6;11,16;37,32
Centro;Marche;AP;G137;0;0;1;0;2;3
Centro;Marche;AP;G289;0;0;1,33;0;1;2,33
Centro;Marche;AP;G403;3,5;17,9;6,5;2;2;31,9
Centro;Marche;AP;G516;0;4;2;4;3,07;13,07
Centro;Marche;AP;G873;0;0,5;2;1;1,83;5,33
Centro;Marche;AP;G920;8;71,34;32,45;32,84;7,98;152,61
Centro;Marche;AP;G921;10,33;41,07;46,4;22,48;17,75;138,03
Centro;Marche;AP;H182;0;0;1;0;5;6
Centro;Marche;AP;H321;0;5;5,5;4,44;4,94;19,88
Centro;Marche;AP;H390;1;1;1,75;0,9;0,61;5,26
Centro;Marche;AP;H588;0;0;1;1;3,33;5,33
Centro;Marche;AP;H769;37,95;194,7;120,14;67,33;51,66;471,78
Centro;Marche;AP;I315;0;0,35;1;0,33;5,33;7,01
Centro;Marche;AP;I324;4;7,51;20,01;17,03;16,17;64,72
Centro;Marche;AP;I774;1;0,5;0;0;3;4,5
Centro;Marche;AP;I912;1;17;22;9;12;61
Centro;Marche;AP;L279;0;0;0;1,67;2,17;3,84
Centro;Marche;AP;L728;0,75;0,75;3;1,33;1,5;7,33
Centro;Marche;MC;A031;0;3,5;1;1;1;6,5
Centro;Marche;MC;A329;0;1;2;3,43;7,25;13,68
Centro;Marche;MC;A334;1;3;7,33;5;5,17;21,5
Centro;Marche;MC;A739;0;2;2,25;1;1,5;6,75
Centro;Marche;MC;A947;0;2;0;0;1;3
Centro;Marche;MC;B398;2;1;5;1,67;3;12,67
Centro;Marche;MC;B474;5;5;18,75;15,5;14,27;58,52
Centro;Marche;MC;B562;0;0;0;0;0,33;0,33
Centro;Marche;MC;C251;0,94;4;8,5;4;1;18,44
Centro;Marche;MC;C267;1,92;2,42;0;0;0;4,34
Centro;Marche;MC;C582;0;0;0;0;1;1
Centro;Marche;MC;C704;1;18;11,67;8,92;20;59,59
Centro;Marche;MC;C770;36;110,6;101,89;63,02;48,87;360,38
Centro;Marche;MC;C886;0;3;2,5;1;4;10,5
Centro;Marche;MC;D042;2;20,77;20,84;14,12;17,59;75,32
Centro;Marche;MC;D429;0;1,51;4,75;0;1,67;7,93
Centro;Marche;MC;D564;0;1,5;0;0;1,13;2,63
Centro;Marche;MC;D566;0,67;0;2;0;0;2,67
Centro;Marche;MC;D609;0;0,33;0;0;0;0,33
Centro;Marche;MC;D628;1;4,33;3;0,5;3;11,83
Centro;Marche;MC;D853;0;0;0;2;0;2
Centro;Marche;MC;E228;0;0;0;0;0;0
Centro;Marche;MC;E694;1;0;4;2;9;16
Centro;Marche;MC;E783;25,53;92,8;105;90,23;67,78;381,34
Centro;Marche;MC;F051;0;3;5,5;16,67;6,06;31,23
Centro;Marche;MC;F268;0,53;2;1,92;4;6,89;15,34
Centro;Marche;MC;F454;0;4,42;11,83;10;9,58;35,83
Centro;Marche;MC;F460;0;1;0;0;0;1
Centro;Marche;MC;F482;0;11;20,33;21,83;8;61,16
Centro;Marche;MC;F496;0,5;4;3,83;1,67;5,84;15,84
Centro;Marche;MC;F552;1;3;5,07;2;5,78;16,85
Centro;Marche;MC;F567;1;5;12,33;8,5;5,77;32,6
Centro;Marche;MC;F621;1;2,83;10,5;12,5;5,5;32,33
Centro;Marche;MC;F622;0;0;1;3;1;5
Centro;Marche;MC;F632;5,5;53,83;39,5;19,5;11,33;129,66
Centro;Marche;MC;F749;1;6,5;14,06;12,5;9,5;43,56
Centro;Marche;MC;F793;0;0;2;0;1;3
Centro;Marche;MC;G436;0;1;1;1,5;7;10,5
Centro;Marche;MC;G515;0;1;4;1;2;8
Centro;Marche;MC;G637;0;1;1,5;1;2;5,5
Centro;Marche;MC;G657;0;1;4;0,5;3,33;8,83
Centro;Marche;MC;G690;0;2;3;1;1;7
Centro;Marche;MC;G919;35;93,18;36,93;17,99;5;188,1
Centro;Marche;MC;H211;4,28;20,5;31,5;28,09;27,07;111,44
Centro;Marche;MC;H323;0;3;2;2;0;7
Centro;Marche;MC;H876;0;5,5;5;3;7,33;20,83
Centro;Marche;MC;I156;2,92;8,92;11,5;16,09;11,17;50,6
Centro;Marche;MC;I286;0;0;0;1;7;8
Centro;Marche;MC;I436;3;9;4;1;7;24
Centro;Marche;MC;I569;1;0;1;1,5;3;6,5
Centro;Marche;MC;I651;1,5;0;1;2;0;4,5
Centro;Marche;MC;I661;3;7,5;0;4,48;3;17,98
Centro;Marche;MC;L191;0;19,5;49,5;28,86;32,76;130,62
Centro;Marche;MC;L366;0;14;12,5;9,05;9,84;45,39
Centro;Marche;MC;L501;0;1,67;2;2;0,22;5,89
Centro;Marche;MC;L517;0,75;5,5;1;1,92;0;9,17
Centro;Marche;MC;M078;1;2,83;2;1,5;1;8,33
Centro;Marche;PS;A035;0;3;5;1;5,33;14,33
Centro;Marche;PS;A327;1,5;1,33;0;5,67;2,5;11
Centro;Marche;PS;A493;0;2;1;1;3,14;7,14
Centro;Marche;PS;A639;0;1;0;1;3;5
Centro;Marche;PS;A740;0;1,75;1;0;0,83;3,58
Centro;Marche;PS;B026;0;1;1;1,5;0;3,5
Centro;Marche;PS;B352;4;6,25;11,67;5,58;13;40,5
Centro;Marche;PS;B636;1,67;1,67;1;2;1,67;8,01
Centro;Marche;PS;B816;3,67;8,5;5;3,5;5,75;26,42
Centro;Marche;PS;B846;1;23;10,5;8;9,78;52,28
Centro;Marche;PS;C080;0;1;1;0;2;4
Centro;Marche;PS;D488;55,5;160,09;148,48;70,83;84,16;519,06
Centro;Marche;PS;D541;1;12,71;20,17;17,28;9,17;60,33
Centro;Marche;PS;D749;0,5;13,5;22,77;10,5;16;63,27
Centro;Marche;PS;D791;0;0;2;1;1;4
Centro;Marche;PS;D807;0;0;1;0;0;1
Centro;Marche;PS;D808;2,08;1;2,5;0;2;7,58
Centro;Marche;PS;D836;17;39,33;15,17;6;4,9;82,4
Centro;Marche;PS;E122;0;11;19,5;9,67;8,67;48,84
Centro;Marche;PS;E351;0;0,5;0;0;0;0,5
Centro;Marche;PS;E743;1;4;0;3;0;8
Centro;Marche;PS;E785;2;5;5;1,8;5,25;19,05
Centro;Marche;PS;E838;1;0,5;0;1;3;5,5
Centro;Marche;PS;F135;0;0;2,5;0,3;1,67;4,47
Centro;Marche;PS;F136;1;0;4,34;0;0,5;5,84
Centro;Marche;PS;F137;1;16,54;16,17;11,5;7,63;52,84
Centro;Marche;PS;F310;1;6,5;5,6;3;6;22,1
Centro;Marche;PS;F347;0;3;2,26;4;9,63;18,89
Centro;Marche;PS;F348;11;54,5;34;18;7;124,5
Centro;Marche;PS;F450;0;1;1;1,5;3;6,5
Centro;Marche;PS;F467;0;0;0,33;0;2;2,33
Centro;Marche;PS;F474;0;1;1;0;1;3
Centro;Marche;PS;F478;0;2,25;4;1,75;3;11
Centro;Marche;PS;F497;1,5;2;3;2;6,95;15,45
Centro;Marche;PS;F524;0;0,5;0;1;1,89;3,39
Centro;Marche;PS;F533;2;18,5;20,5;4,33;7;52,33
Centro;Marche;PS;F555;0;4;2,5;0;4;10,5
Centro;Marche;PS;F589;0;5;2;2;4;13
Centro;Marche;PS;G089;0;0;2,89;1;2;5,89
Centro;Marche;PS;G416;0;0;0;0;0;0
Centro;Marche;PS;G433;1,5;5,3;2;3,25;3,1;15,15
Centro;Marche;PS;G453;2;4;6,25;6;17,97;36,22
Centro;Marche;PS;G479;62,86;265,19;250,66;168,5;119,32;866,53
Centro;Marche;PS;G514;0;6,5;6;1;3,33;16,83
Centro;Marche;PS;G537;0;1;1;1;1;4
Centro;Marche;PS;G551;1,5;2,56;3;4;4,5;15,56
Centro;Marche;PS;G627;0;0;0;0,5;0;0,5
Centro;Marche;PS;G682;2;3;2;2,5;2;11,5
Centro;Marche;PS;H721;1;9;8,5;18,66;13,67;50,83
Centro;Marche;PS;H809;0;5;11;3;5;24
Centro;Marche;PS;H886;0;0;1,5;0,25;2;3,75
Centro;Marche;PS;H949;0;5;5;3;6,5;19,5
Centro;Marche;PS;H958;0;2;1;2;7,75;12,75
Centro;Marche;PS;I201;0,75;3,81;4,5;3,5;5;17,56
Centro;Marche;PS;I287;0;1,67;7;3,5;11,84;24,01
Centro;Marche;PS;I344;0;1;3,25;0;4;8,25
Centro;Marche;PS;I459;2;3,84;2,01;3,09;9,17;20,11
Centro;Marche;PS;I460;0;3,5;1,33;1;2,5;8,33
Centro;Marche;PS;I654;0;0;0;0;2;2
Centro;Marche;PS;I670;0;3;7;1;4,5;15,5
Centro;Marche;PS;L034;0;1,89;1;0;1;3,89
Centro;Marche;PS;L078;0;2;1;0;2;5
Centro;Marche;PS;L081;2;17;22;6,67;4,83;52,5
Centro;Marche;PS;L498;4;5;13;13,33;12,33;47,66
Centro;Marche;PS;L500;34,78;38,9;27,32;20,9;23,92;145,82
Centro;Marche;PS;M331;3;57,25;26,5;13;14,91;114,66
Centro;Toscana;AR;A291;0;4,5;9,5;6,22;12,92;33,14
Centro;Toscana;AR;A390;47,03;167,52;246,31;160,21;160,97;782,04
Centro;Toscana;AR;A541;0;1;1,5;1;0;3,5
Centro;Toscana;AR;A851;5;9,33;16,75;17,94;16,33;65,35
Centro;Toscana;AR;B243;5,33;17,67;28,33;15,28;22,21;88,82
Centro;Toscana;AR;B670;1;10,66;13,78;6;3,5;34,94
Centro;Toscana;AR;B693;1;1;0;0;1;3
Centro;Toscana;AR;C102;1,84;6,06;8,24;2,07;8;26,21
Centro;Toscana;AR;C263;1;3,33;5;6;4;19,33
Centro;Toscana;AR;C318;0;2;3,5;1;3;9,5
Centro;Toscana;AR;C319;4;29;22,72;18,36;23,5;97,58
Centro;Toscana;AR;C407;5;26,17;26,75;7,5;8,49;73,91
Centro;Toscana;AR;C648;0;2;2,5;1;1;6,5
Centro;Toscana;AR;C663;1;4;7;3;5,12;20,12
Centro;Toscana;AR;C774;2;9,92;2;13,01;12,2;39,13
Centro;Toscana;AR;D077;12,65;34,74;39,23;22,07;52,38;161,07
Centro;Toscana;AR;D649;1;10;14,5;7,34;6,58;39,42
Centro;Toscana;AR;E468;2;2;5,56;4,81;4;18,37
Centro;Toscana;AR;E693;1,51;18,67;18,47;13,5;18;70,15
Centro;Toscana;AR;E718;0;4;2;5;6;17
Centro;Toscana;AR;E933;0;1;5,67;3;4;13,67
Centro;Toscana;AR;F565;1;2,83;1;1,75;0,5;7,08
Centro;Toscana;AR;F594;0;0,25;1;0;3,17;4,42
Centro;Toscana;AR;F628;4;10;15,75;9,75;16,75;56,25
Centro;Toscana;AR;F656;13,25;39,19;64,01;47,17;32,61;196,23
Centro;Toscana;AR;G139;1;2,5;1;3;0,5;8
Centro;Toscana;AR;G451;0;1,5;7,63;1,5;5,33;15,96
Centro;Toscana;AR;G653;1;3;1,33;2;2;9,33
Centro;Toscana;AR;G879;2,43;6,5;6,83;2,94;15,25;33,95
