AREA;Regione;prov;2019_CodCom;NTN 2019 fino a 50 mq;NTN  2019 50 -| 85 mq;NTN 2019 85 -| 115 mq;NTN  2019 115 -| 145 mq;NTN  2019 oltre 145 mq;NTN 2019
Sud;Campania;NA;F799;8,45;57,78;111,75;49,81;34,89;262,68
Nord Ovest;Lombardia;LO;F801;1;33;28,5;9,25;16,65;88,4
Centro;Toscana;MS;F802;5;9,75;2;3;7,33;27,08
Nord Ovest;Lombardia;BS;F806;0;0;0;0;0;0
Isole;Sardegna;CA;F808;19;56,63;20;10,98;13,84;120,45
Nord Ovest;Piemonte;CN;F809;1;6;1;1;2,25;11,25
Nord Est;Veneto;VI;F810;0,5;0;2;0;0;2,5
Nord Ovest;Piemonte;CN;F811;0;1;1;2;4;8
Nord Ovest;Liguria;SV;F813;0;0;1,96;0;0,5;2,46
Nord Ovest;Piemonte;AL;F814;0;0;3;0;8;11
Centro;Toscana;SI;F815;3;10;5;5;6;29
Sud;Puglia;LE;F816;2;6,83;2,01;3;7,73;21,57
Sud;Basilicata;PZ;F817;3;15,55;8,89;5,17;6;38,61
Isole;Sardegna;SS;F818;0;1;1;1;0;3
Nord Ovest;Lombardia;BS;F820;0;4;8;5;4,33;21,33
Isole;Sardegna;CA;F822;0;0;3;2;3,78;8,78
Nord Est;Veneto;VE;F826;5;41;28,5;32,83;26,23;133,56
Nord Ovest;Lombardia;CO;F828;4;1;7;1;2,17;15,17
Nord Est;Veneto;VI;F829;2;16;4,68;5;24;51,68
Isole;Sicilia;CL;F830;16,33;30,67;19,19;12,56;18;96,75
Sud;Abruzzo;TE;F831;20;79,11;42,68;33,68;12,5;187,97
Nord Est;Friuli- Venezia Giulia;UD;F832;0;0,5;3;2;5;10,5
Nord Ovest;Piemonte;BI;F833;1;1;0;0,08;3;5,08
Nord Est;Veneto;VI;F838;0;4,5;5;7,5;3;20
Sud;Campania;NA;F839;1169,63;2040,61;2148,46;1257,87;821,03;7437,6
Isole;Sardegna;OR;F840;0;1;1;5;6;13
Isole;Sardegna;CA;F841;1;2;2;2;4,5;11,5
Sud;Puglia;LE;F842;35,56;100,27;76,18;66,5;84,08;362,59
Sud;Calabria;VV;F843;0;1;2;4;10;17
Centro;Umbria;TR;F844;14;49;35,44;32,75;34,5;165,69
Isole;Sicilia;AG;F845;8;16,04;15;9,5;7;55,54
Nord Ovest;Piemonte;CN;F846;3,88;3;9,89;5;13,69;35,46
Nord Ovest;Liguria;SV;F847;2;2;1;1;0;6
Isole;Sicilia;ME;F848;2;5,78;5;1;3;16,78
Nord Ovest;Lombardia;BS;F851;4;23,5;20;14,5;14,9;76,9
Sud;Abruzzo;AQ;F852;1;1;0,67;0;0;2,67
Centro;Lazio;RM;F857;2;3;1,67;1;1;8,67
Nord Ovest;Liguria;GE;F858;1;2;6;2,17;6;17,17
Nord Ovest;Piemonte;NO;F859;1;13;3;8,5;6,5;32
Nord Est;Veneto;VR;F861;3,78;31;40,32;30,57;37,12;142,79
Nord Ovest;Liguria;GE;F862;2;1,17;2;0;4;9,17
Nord Ovest;Piemonte;CN;F863;2;6;7;3;15;33
Nord Ovest;Lombardia;BG;F864;9;30,84;37,05;18,7;14,55;110,14
Centro;Lazio;RM;F865;1,5;6,5;4;6;5,5;23,5
Sud;Basilicata;PZ;F866;1;2;1;0;1;5
Isole;Sardegna;OR;F867;0;0;0;1;2;3
Centro;Lazio;VT;F868;5;25;23;15,5;28,92;97,42
Sud;Abruzzo;TE;F870;2;8;13,5;8,5;10,17;42,17
Centro;Lazio;RM;F871;0;2;9;2;4;17
Nord Est;Veneto;TV;F872;1;10,22;9;6;17,03;43,25
Nord Ovest;Lombardia;MI;F874;16,34;56,45;68,71;25,8;23,17;190,47
Centro;Lazio;RI;F876;0;0;0;0,5;0;0,5
Nord Ovest;Lombardia;CO;F877;6;10,25;8,25;11;1;36,5
Nord Ovest;Piemonte;BI;F878;0;2;0;4,5;4,94;11,44
Centro;Lazio;RM;F880;69;218,6;135,16;72,2;58,62;553,58
Sud;Puglia;LE;F881;1;3;7,5;4;5,34;20,84
Nord Est;Emilia-Romagna;PR;F882;6;4,33;6,5;10,75;15;42,58
Nord Ovest;Piemonte;CN;F883;0;1;0;0;0;1
Nord Ovest;Lombardia;BS;F884;1;2,5;7,19;2;2,5;15,19
Nord Ovest;Piemonte;NO;F886;0;1;0;6;0;7
Nord Ovest;Lombardia;LC;F887;1,17;4,5;7,17;5;4,34;22,18
Nord Ovest;Piemonte;TO;F889;6;258,57;161,93;52,18;45,5;524,18
Isole;Sicilia;CT;F890;1,67;8,78;20;7,33;22,51;60,29
Nord Ovest;Lombardia;PV;F891;0;0;0;0;1;1
Isole;Sicilia;EN;F892;9,15;6,4;15;12,8;10,5;53,85
Sud;Calabria;VV;F893;2;14;10,19;4;5;35,19
Nord Ovest;Piemonte;CN;F894;0;0;1;0;4;5
Nord Ovest;Piemonte;CN;F895;0;0;0;1;3,7;4,7
Nord Est;Friuli- Venezia Giulia;UD;F898;2;3;2,2;3;13,2;23,4
Isole;Sicilia;CL;F899;30,41;37,5;34,7;25,92;13,88;142,41
Isole;Sicilia;EN;F900;1;5,25;5;3,5;0,67;15,42
Isole;Sicilia;ME;F901;0;7,67;9;3,86;1;21,53
Nord Ovest;Piemonte;AT;F902;4,17;35,5;27,17;17;34;117,84
Nord Est;Veneto;VE;F904;10,5;47;45;36,75;46,53;185,78
Nord Ovest;Piemonte;TO;F906;1;1;0;0;0;2
Sud;Calabria;CS;F907;0;0;0;0;0;0
Sud;Abruzzo;PE;F908;1;2;2;1;3;9
Sud;Calabria;CZ;F910;32,5;13;2,52;1;4;53,02
Centro;Umbria;PG;F911;0,94;6,94;8;7,5;11,17;34,55
Sud;Campania;SA;F912;41,67;62,9;91,63;88,97;71,84;357,01
Sud;Campania;SA;F913;7;19,21;39,09;52,97;20,55;138,82
Nord Est;Emilia-Romagna;PR;F914;6,33;39,11;59,11;37;34,66;176,21
Sud;Puglia;BA;F915;28,73;35,92;34,38;36,5;32;167,53
Sud;Puglia;LE;F916;1;2;1;4;2;10
Sud;Basilicata;PZ;F917;1;0;1;0;0;2
Nord Est;Veneto;VR;F918;4;12;17;17,33;23,22;73,55
Nord Est;Veneto;VR;F921;0;12,67;11,67;2;6,44;32,78
Nord Est;Veneto;VI;F922;0;0;1;1,17;4,17;6,34
Sud;Puglia;BA;F923;4;42;46,4;47,44;42;181,84
Sud;Campania;NA;F924;14,66;22;64,96;65,84;53,76;221,22
Nord Ovest;Piemonte;TO;F925;0;7;17,5;7;15,75;47,25
Nord Ovest;Liguria;SV;F926;9,38;25,63;12;3;6;56,01
Nord Ovest;Piemonte;TO;F927;0;0;1;0;1;2
Nord Est;Emilia-Romagna;MO;F930;4,33;51,83;67,79;36,74;37,33;198,02
Nord Ovest;Piemonte;TO;F931;2;20,5;28,57;10;17;78,07
Nord Ovest;Piemonte;VB;F932;1;0;0;1;1;3
Isole;Sardegna;NU;F933;0;0;1;0;2,5;3,5
Isole;Sardegna;OR;F934;0;0;0;2;1,31;3,31
Centro;Umbria;PG;F935;2;6,5;11,19;2,5;6;28,19
Centro;Lazio;LT;F937;4;15;5;0;1;25
Nord Ovest;Lombardia;MI;F939;0;1;1;2;0;4
Nord Ovest;Lombardia;BG;F941;1,75;3,5;6,5;1,75;3,34;16,84
Sud;Abruzzo;TE;F942;1;4,58;5;10;6,16;26,74
Isole;Sicilia;SR;F943;45,99;117,89;92,09;50,28;51,14;357,39
Nord Ovest;Lombardia;MI;F944;18,83;100;96,25;22,05;22,67;259,8
Nord Ovest;Piemonte;TO;F948;1;2;2;1;1;7
Isole;Sicilia;ME;F951;1;1;1,17;2,17;4,26;9,6
Nord Ovest;Piemonte;NO;F952;104,88;451,63;381,92;194,84;178,68;1311,95
Nord Ovest;Lombardia;MI;F955;19;99,83;44,25;29,17;3;195,25
Nord Ovest;Lombardia;SO;F956;7,98;9;5;2;7,5;31,48
Nord Est;Veneto;VI;F957;1;8,1;3;5,91;9,61;27,62
Nord Ovest;Lombardia;CO;F958;1;3;6,45;6;1,5;17,95
Nord Est;Emilia-Romagna;RE;F960;1;22,1;47,83;28,67;39,25;138,85
Nord Ovest;Piemonte;CN;F961;0;0;2;0;4,33;6,33
Nord Est;Veneto;PD;F962;7;53,5;51,5;34,35;31,89;178,24
Nord Est;Veneto;VE;F963;0;16,63;31,33;14,81;21;83,77
Nord Est;Veneto;VI;F964;3;18;24;19;39,33;103,33
Nord Ovest;Piemonte;AL;F965;6;86;111;58,6;42;303,6
Nord Est;Emilia-Romagna;MO;F966;1;12,67;14,52;12,5;32,42;73,11
Sud;Campania;SA;F967;0;1;3;1;3;8
Nord Ovest;Lombardia;MI;F968;0;25;16,5;9;8;58,5
Sud;Puglia;LE;F970;0,67;5,67;11,17;5,44;10,92;33,87
Nord Ovest;Piemonte;CN;F972;0;2;2;2;0;6
Isole;Sardegna;OR;F974;0;0;0;0;0;0
Isole;Sardegna;SS;F975;0;0;1;0;3;4
Isole;Sardegna;SS;F976;0;1,8;1;0;2;4,8
Isole;Sardegna;SS;F977;1,67;1,55;3,67;2,87;4,57;14,33
Centro;Marche;AN;F978;25,08;88,38;23,49;9;8,25;154,2
Isole;Sardegna;NU;F979;10,09;39,85;57,69;50,32;50,69;208,64
Isole;Sardegna;OR;F980;0;3;1,58;4;4;12,58
Isole;Sardegna;NU;F981;0;0,5;0;1,5;2;4
Isole;Sardegna;NU;F982;0;0;0;0;0;0
Isole;Sardegna;CA;F983;1;3;1;1;6;12
Isole;Sardegna;OR;F985;0;0;0;0;1;1
Isole;Sardegna;NU;F986;0;2;0;4;1;7
Nord Ovest;Valle d'Aosta;AO;F987;3;10,5;4;3;1;21,5
Sud;Campania;AV;F988;1;6;3,03;1;6,5;17,53
Nord Ovest;Lombardia;BS;F989;2;5;9;3,17;14;33,17
Nord Ovest;Lombardia;BS;F990;0;16;10,17;4;14,67;44,84
Isole;Sardegna;CA;F991;0;0;0;3;1;4
Nord Ovest;Piemonte;BI;F992;1;11;4;11,89;10,5;38,39
Nord Ovest;Piemonte;BI;F993;1;2;6;5;7,39;21,39
Nord Est;Veneto;RO;F994;4;40,66;49,83;30,01;45,89;170,39
Nord Ovest;Piemonte;AL;F995;0;0;1;0;5;6
Sud;Abruzzo;AQ;F996;0;0,5;0;1;1;2,5
Nord Ovest;Piemonte;AL;F997;0;2,5;2;1;4,5;10
Nord Ovest;Piemonte;AL;F998;0;0;0;0;2;2
Nord Est;Veneto;TV;F999;6;48,5;57,46;35,31;50,89;198,16
Nord Ovest;Lombardia;BS;G001;0;1;2,5;3;7,67;14,17
Sud;Abruzzo;AQ;G002;0;0;2;0;2;4
Centro;Marche;AN;G003;0;2;2;5;6,61;15,61
Nord Ovest;Lombardia;CR;G004;0;15,5;12;12;15;54,5
Centro;Marche;AP;G005;1;9,25;7,75;3,25;12;33,25
Nord Ovest;Lombardia;BS;G006;0;5,56;16,06;5,5;10,83;37,95
Nord Ovest;Piemonte;VB;G007;3;9;4;3;6;25
Nord Ovest;Lombardia;VA;G008;0;8;10,66;7;9,83;35,49
Nord Ovest;Lombardia;LC;G009;1;36;27,58;17,83;18;100,41
Nord Ovest;Piemonte;TO;G010;0;1;4;2;3,25;10,25
Sud;Campania;SA;G011;1;4;6;3,5;3;17,5
Nord Ovest;Valle d'Aosta;AO;G012;0;0;0;0;0;0
Isole;Sardegna;SS;G015;204,27;451,52;183,56;92,06;75,03;1006,44
Nord Ovest;Piemonte;VC;G016;0;0;0;2;5,67;7,67
Nord Ovest;Piemonte;VC;G018;0;0;0,5;1;0;1,5
Nord Ovest;Piemonte;NO;G019;5;26,5;27,5;24,5;49,58;133,08
Nord Ovest;Piemonte;NO;G020;1;3;4;4;7;19
Nord Ovest;Lombardia;PV;G021;0;0,22;1,5;0,83;3,5;6,05
Centro;Lazio;RM;G022;8;22,92;8,17;6;1;46,09
Sud;Campania;SA;G023;0,67;5;6,34;7,5;7,67;27,18
Nord Ovest;Lombardia;CO;G025;4;41,5;59,84;15,5;19;139,84
Nord Ovest;Lombardia;LC;G026;1;18,97;18,67;9,8;10;58,44
Nord Ovest;Lombardia;VA;G028;10;18,68;38,5;18,5;31,08;116,76
Nord Ovest;Lombardia;LC;G030;4,75;19;25,5;8,5;4,25;62
Isole;Sardegna;NU;G031;0;0,25;4;5;4;13,25
Nord Ovest;Lombardia;PV;G032;0;0;1;0;0;1
Sud;Calabria;CZ;G034;0;0;1;0;1;2
Isole;Sicilia;ME;G036;4,51;7,69;3,5;1,5;0,67;17,87
Sud;Basilicata;MT;G037;0;0;0,75;0;0;0,75
Sud;Campania;SA;G039;1,67;4;4,67;0,22;1,89;12,45
Nord Ovest;Lombardia;LC;G040;0;10;3;2;3;18
Nord Ovest;Liguria;IM;G041;1;3;1;0,67;2;7,67
Nord Ovest;Piemonte;AL;G042;0;0;0;1;3,5;4,5
Isole;Sardegna;OR;G043;0;0;1;3;1;5
Isole;Sardegna;NU;G044;1;0;0;1;3;5
Nord Ovest;Valle d'Aosta;AO;G045;0;6;1,5;1;0;8,5
Isole;Sardegna;SS;G046;4;18;10,5;8,67;4;45,17
Nord Ovest;Lombardia;CR;G047;0;0;1;2;5,75;8,75
Nord Ovest;Piemonte;AT;G048;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G049;1;2;0,78;0,78;1,67;6,23
Nord Ovest;Lombardia;BG;G050;17,5;21,94;5,3;3,34;2;50,08
Nord Ovest;Lombardia;BG;G054;0;1;0,83;1;0;2,83
Nord Ovest;Lombardia;CO;G056;0;8;9,5;4;2;23,5
Isole;Sardegna;NU;G058;0;0;0;1;0;1
Nord Ovest;Lombardia;BS;G061;1;3;6,5;3;7;20,5
Nord Ovest;Piemonte;VB;G062;15;33,6;29,74;16,5;30,75;125,59
Sud;Campania;SA;G063;0;1;1;0,33;0,62;2,95
Isole;Sardegna;NU;G064;1;0;0;0;0;1
Centro;Lazio;VT;G065;1,83;4,67;5;1;1;13,5
Nord Ovest;Piemonte;CN;G066;1,7;4;4,83;1;1;12,53
Nord Ovest;Lombardia;BG;G068;3;6;4,69;0;0;13,69
Isole;Sardegna;NU;G070;0;0;0;0;3;3
Isole;Sardegna;NU;G071;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;G074;0;1;1;1;0;3
Nord Ovest;Lombardia;BG;G075;5;14;1,5;6;2,67;29,17
Nord Ovest;Liguria;SV;G076;0;0;0;1;0;1
Nord Ovest;Lombardia;MI;G078;21,5;71,17;62,67;31,5;12;198,84
Sud;Abruzzo;AQ;G079;1;0;1;0,5;0;2,5
Nord Est;Veneto;VR;G080;3;23;39,17;16,67;42,98;124,82
Sud;Basilicata;PZ;G081;2;3;1;2;5;13
Sud;Calabria;RC;G082;3;7;3;1;5;19
Isole;Sardegna;NU;G084;1;1;1;1;7,27;11,27
Sud;Molise;CB;G086;0;1,56;2,28;2;3,33;9,17
Nord Ovest;Piemonte;TO;G087;11;119;91,83;38,77;29,83;290,43
Centro;Toscana;GR;G088;21;74;59,21;20,67;23;197,88
Centro;Toscana;PI;G090;0;3;3;1;4;11
Nord Ovest;Liguria;GE;G093;0;1;0;1;1;3
Nord Est;Veneto;VI;G095;0;7;4;5,8;9;25,8
Nord Ovest;Lombardia;LO;G096;1;10,5;6,6;5;3,5;26,6
Isole;Sardegna;NU;G097;5,5;2,17;0;1;5,67;14,34
Sud;Puglia;BR;G098;12;20,52;29,5;12,45;14,67;89,14
Sud;Abruzzo;AQ;G102;1;1;2;0;0,58;4,58
Nord Ovest;Lombardia;VA;G103;9;30,67;28;10,5;18;96,17
Nord Ovest;Lombardia;VA;G105;3;2;4;2;1;12
Nord Ovest;Lombardia;LO;G107;1;4;5,5;2;5,83;18,33
Nord Ovest;Lombardia;BG;G108;0;0;2;2,5;0;4,5
Nord Ovest;Piemonte;TO;G109;0;0;1;0;2;3
Sud;Calabria;CS;G110;1;1;1;1;2,67;6,67
Centro;Lazio;VT;G111;3;4,5;9;7,5;12,02;36,02
Isole;Sardegna;OR;G113;17;87,54;62,77;56,87;58,04;282,22
Nord Ovest;Piemonte;CN;G114;6;22;8,17;10,5;8,67;55,34
Nord Est;Veneto;TV;G115;0;6;10,5;6;10;32,5
Nord Ovest;Lombardia;MI;G116;5,5;26,35;29,17;13;8,5;82,52
Nord Ovest;Piemonte;VB;G117;2;5,67;7,67;2,5;8;25,84
Nord Ovest;Lombardia;BG;G118;0;2,33;0;0;0,5;2,83
Isole;Sardegna;NU;G119;6;21,54;5,83;3;7,06;43,43
Isole;Sardegna;NU;G120;0;0;0;0,96;4,83;5,79
Sud;Campania;SA;G121;0;0;0;0;2;2
Isole;Sardegna;NU;G122;0;0;1,88;2;9,45;13,33
Nord Est;Veneto;TV;G123;0;4,1;9;8;14,11;35,21
Nord Ovest;Piemonte;AL;G124;1;1;2;0;1;5
Sud;Puglia;FG;G125;5,33;4;1;1;0;11,33
Nord Ovest;Lombardia;CO;G126;0;7;3;8,1;5;23,1
Sud;Abruzzo;CH;G128;0;3,67;6;2;6;17,67
Sud;Calabria;CS;G129;0;0;1;0,33;1;2,33
Sud;Campania;CE;G130;3;7,25;60;33,56;12,25;116,06
Sud;Puglia;FG;G131;6;28,8;41,67;26,74;12;115,21
Isole;Sardegna;CA;G133;0;0;0;0;1,75;1,75
Nord Ovest;Piemonte;NO;G134;3;6;5;6;8,12;28,12
Centro;Lazio;VT;G135;0;31,5;27,5;19,4;13,5;91,9
Sud;Puglia;LE;G136;2,5;2,83;2;2;3;12,33
Centro;Marche;AP;G137;0;1;0;0,69;3;4,69
Centro;Toscana;AR;G139;2,17;1;3,5;0;4;10,67
Sud;Abruzzo;CH;G141;15,67;39,72;45,62;35;30;166,01
Sud;Abruzzo;AQ;G142;0;0;1,67;0;1,5;3,17
Nord Ovest;Liguria;SP;G143;7,5;21;7,5;9,5;11,35;56,85
Nord Ovest;Liguria;SV;G144;3;4;3,5;4;4;18,5
Sud;Abruzzo;AQ;G145;1;3;0;0;1;5
Isole;Sardegna;NU;G146;0;0;1;0;2;3
Isole;Sardegna;NU;G147;0;0;0;0;2,93;2,93
Centro;Umbria;TR;G148;13;28,58;53;32,8;45;172,38
Nord Ovest;Lombardia;BS;G149;4;29,58;17,5;19;31,8;101,88
Nord Ovest;Lombardia;BS;G150;0;1;2;9;7;19
Nord Ovest;Piemonte;TO;G151;1;2;4,5;1;5;13,5
Nord Ovest;Piemonte;TO;G152;0;4;1;6;7;18
Isole;Sardegna;SS;G153;3,89;21;26,34;17,89;16,67;85,79
Isole;Sardegna;NU;G154;0;0;0;0;1;1
Nord Ovest;Liguria;SV;G155;3;5;1;1;2;12
Isole;Sardegna;SS;G156;3;5;4;2;4,28;18,28
Centro;Marche;AN;G157;4;48,5;77,43;66,25;56,39;252,57
Isole;Sardegna;NU;G158;0;6,44;1,61;4;4,41;16,46
Nord Ovest;Lombardia;BG;G159;2,22;18,06;13,17;7,5;9;49,95
Nord Ovest;Lombardia;BG;G160;11;40,35;52,5;31,5;26,35;161,7
Nord Ovest;Lombardia;LC;G161;3;24,83;16;12,53;6,5;62,86
Nord Est;Friuli- Venezia Giulia;UD;G163;0;0;7;0;11,33;18,33
Nord Ovest;Liguria;IM;G164;31,67;51,83;20,5;9,5;8;121,5
Sud;Campania;AV;G165;1;7;2;4,5;3,75;18,25
Nord Ovest;Lombardia;LO;G166;1;4,17;5;3;3;16,17
Nord Est;Veneto;PD;G167;1;7;8;8,96;21,84;46,8
Nord Est;Veneto;BL;G169;1;0;1;0;1;3
Nord Ovest;Lombardia;BS;G170;9;51,42;56,27;31,33;37,08;185,1
Nord Ovest;Lombardia;LO;G171;0;2;3;4;2;11
Isole;Sardegna;SS;G178;0;2,5;1;4;9,81;17,31
Nord Ovest;Lombardia;BS;G179;1;6,5;2;2;0;11,5
Nord Ovest;Lombardia;MI;G181;1;8,5;10,67;4,5;16,97;41,64
Nord Ovest;Piemonte;CN;G183;0;2,25;0;0;0,5;2,75
Nord Est;Emilia-Romagna;FE;G184;1;6;15,5;6,5;15,9;44,9
Nord Ovest;Lombardia;CR;G185;0;2,33;3;3;11,25;19,58
Nord Ovest;Lombardia;MN;G186;1;16,5;18;7;18,5;61
Sud;Puglia;BR;G187;125,87;173,66;151,39;90,16;62,28;603,36
Sud;Puglia;LE;G188;15,9;47,87;17,31;9,5;9;99,58
Centro;Umbria;TR;G189;1;3;4;4;4,75;16,75
Sud;Campania;NA;G190;14,22;16;22;19,33;32,3;103,85
Isole;Sardegna;NU;G191;0;0;0,04;2;2;4,04
Sud;Campania;SA;G192;0;1;0;0;0;1
Nord Ovest;Piemonte;AL;G193;0;1;0;1;5;7
Nord Ovest;Lombardia;PV;G194;0;1;1;3;5;10
Nord Est;Emilia-Romagna;PC;G195;1;4,67;3;1;0,8;10,47
Nord Ovest;Piemonte;TO;G196;28,68;57,5;13,19;3,33;4,05;106,75
Nord Ovest;Piemonte;AL;G197;5;31;31,08;13,5;17,5;98,08
Nord Est;Friuli- Venezia Giulia;UD;G198;0;5;1,5;0;5,33;11,83
Nord Ovest;Piemonte;AL;G199;1;0;1;1;10,5;13,5
Sud;Abruzzo;AQ;G200;24,25;27,83;9;0,5;3,5;65,08
Isole;Sardegna;NU;G201;0;0;0;0;2;2
Nord Ovest;Piemonte;TO;G202;0;1;5;0;3;9
Isole;Sardegna;SS;G203;2;2,83;12,44;5,33;12,11;34,71
Nord Ovest;Piemonte;AL;G204;0;1;3,33;5;3;12,33
Nord Est;Emilia-Romagna;BO;G205;5;84,64;80,42;20,61;31,49;222,16
Nord Ovest;Lombardia;MI;G206;0;2;4;3;1;10
Isole;Sardegna;CA;G207;0;2;5,75;2;0;9,75
Isole;Sicilia;TP;G208;7,5;9,5;13,94;13,4;18,95;63,29
Isole;Sicilia;ME;G209;3;3;5;11,92;12;34,92
Sud;Abruzzo;AQ;G210;0;6;2;5,62;4,75;18,37
Isole;Sicilia;SR;G211;24,59;32;29,67;24,75;19,44;130,45
Centro;Umbria;PG;G212;1;1;1;2;6;11
Nord Ovest;Lombardia;BS;G213;17;52,39;26,63;16;45,08;157,1
Nord Ovest;Piemonte;AL;G215;1;0;0;0;3;4
Nord Ovest;Lombardia;BS;G217;0,67;4,67;9,39;9,5;7,33;31,56
Nord Ovest;Lombardia;LC;G218;5;10;16;3,5;12;46,5
Nord Ovest;Lombardia;MI;G220;42,4;235,58;177,21;62,78;37,34;555,31
Nord Ovest;Lombardia;CR;G222;0;3;1;2,75;4;10,75
Nord Ovest;Lombardia;LC;G223;5;29;16,5;13,67;11,17;75,34
Nord Est;Veneto;PD;G224;359,18;654,31;1064,38;667,38;564,51;3309,76
Isole;Sardegna;SS;G225;1;3,33;1;1,06;3;9,39
Sud;Campania;SA;G226;0,13;2;4,75;0;4,13;11,01
Sud;Campania;BN;G227;4;3;4;3;6;20
Nord Ovest;Piemonte;CN;G228;10;33,21;16,5;6,17;9;74,88
Nord Est;Veneto;TV;G229;6;54,25;47,67;41,28;66,67;215,87
Sud;Campania;SA;G230;25;21,92;68,88;71,47;43,3;230,57
Centro;Lazio;RI;G232;1,44;4;0;0;0;5,44
Nord Ovest;Lombardia;BG;G233;2;5;5,5;4;2,78;19,28
Isole;Sicilia;ME;G234;0;0;2;0;2;4
Sud;Abruzzo;CH;G237;0;4;5;5;4,5;18,5
Nord Est;Friuli- Venezia Giulia;UD;G238;0;9,5;10,5;5,5;23,5;49
Nord Ovest;Piemonte;CN;G240;0;2;0;1;4;7
Nord Ovest;Lombardia;LC;G241;0,38;0;0,25;0;0;0,63
Sud;Campania;AV;G242;0;0;1;1;0;2
Sud;Campania;BN;G243;2;3;0,67;3;0,85;9,52
Nord Ovest;Lombardia;BS;G247;0;0,4;1,4;2;0;3,8
Nord Ovest;Lombardia;BS;G248;0;10;1;0;5;16
Nord Ovest;Lombardia;BG;G249;2;16,17;20,94;3,25;6;48,36
Nord Est;Emilia-Romagna;MO;G250;2;8,5;3;6,17;5;24,67
Sud;Puglia;TA;G251;3;5,33;12,77;13,8;9,5;44,4
Sud;Puglia;TA;G252;9,5;14,5;29,34;15,5;9,33;78,17
Isole;Sicilia;CT;G253;17,66;5,66;11;6,33;12,11;52,76
Centro;Toscana;PI;G254;4,58;8,25;12;6;17,2;48,03
Nord Est;Emilia-Romagna;PR;G255;1;3;1;2;3;10
Sud;Molise;CB;G257;1;1;1;1;2;6
Isole;Sardegna;SS;G258;31,9;54,48;33,2;5;4;128,58
Nord Ovest;Lombardia;BG;G259;6;10,5;12;16,25;18,25;63
Nord Ovest;Lombardia;CR;G260;2,33;7,08;7,75;4;10,25;31,41
Sud;Basilicata;PZ;G261;12,34;11,06;9,72;2,75;10;45,87
Nord Ovest;Piemonte;TO;G262;0;0;1;0;1;2
Isole;Sicilia;PA;G263;1;2;0,5;0;1,5;5
Nord Ovest;Lombardia;BS;G264;15,5;63,23;61,84;46,35;54,67;241,59
Nord Ovest;Piemonte;VC;G266;0;0;0;0;2,67;2,67
Isole;Sicilia;SR;G267;14,19;28,84;25,66;12,75;5;86,44
Nord Est;Friuli- Venezia Giulia;UD;G268;0;2;10;7;15;34
Centro;Toscana;FI;G270;2,13;7;4,13;1;4,73;18,99
Sud;Abruzzo;CH;G271;3;5,92;2;0;1;11,92
Sud;Calabria;CZ;G272;0;0;4;0;0;4
Isole;Sicilia;PA;G273;551,01;1261,82;1587,03;1309,18;999,51;5708,55
Centro;Lazio;RM;G274;19,5;83,95;26,5;22,95;29,83;182,73
Nord Ovest;Lombardia;PV;G275;0;1;1,5;5;3,83;11,33
Centro;Lazio;FR;G276;6,5;7,33;11,71;6,17;11;42,71
Sud;Calabria;RC;G277;2;2,07;3;6;2;15,07
Sud;Calabria;KR;G278;0;1;0;0;0;1
Nord Ovest;Piemonte;VB;G280;0;2;4;0;3;9
Nord Ovest;Liguria;SV;G281;0;0;2;0;2,5;4,5
Isole;Sicilia;AG;G282;19,67;27,42;32;19,8;31,42;130,31
Sud;Campania;NA;G283;4,5;6,82;14,64;22,5;13,14;61,6
Nord Est;Friuli- Venezia Giulia;UD;G284;3,67;12;18;8;17,33;59
Sud;Puglia;LE;G285;1;1;0;0;2;4
Isole;Sardegna;OR;G286;0;0;1;1;9,5;11,5
Isole;Sardegna;CA;G287;1;5;7;4,8;7,5;25,3
Sud;Calabria;RC;G288;9;27,92;18,73;21,34;15;91,99
Centro;Marche;AP;G289;0;0;0;1;2;3
Sud;Abruzzo;CH;G290;0;2;1;0;2;5
Sud;Puglia;BA;G291;23,86;34,5;56;41,76;31,12;187,24
Sud;Campania;SA;G292;1;0;0;1;3;5
Centro;Lazio;RM;G293;15,44;43,17;26,17;21,25;19,75;125,78
Sud;Abruzzo;CH;G294;0;2;3;2;4;11
Nord Ovest;Lombardia;BG;G295;3;11,5;24;8,17;8,11;54,78
Nord Est;Veneto;VR;G297;0;1;8;4;5;18
Sud;Calabria;CS;G298;0;0;0;0;1;1
Nord Est;Friuli- Venezia Giulia;UD;G300;1;2;2,5;2,85;7,17;15,52
Nord Ovest;Piemonte;CN;G302;6,25;4;2;1;4;17,25
Nord Ovest;Piemonte;TO;G303;0;1;5,5;4;5;15,5
Nord Ovest;Lombardia;PV;G304;0;1;2;3;1;7
Nord Ovest;Lombardia;CR;G306;2;21;25;19,16;16;83,16
Sud;Calabria;CS;G307;1;1;0;1;0;3
Centro;Umbria;PG;G308;1;17,5;13;6;14,83;52,33
Sud;Campania;NA;G309;9;16,88;75,98;38,08;52,7;192,64
Sud;Campania;BN;G311;4;4;3,93;2;5,42;19,35
Sud;Puglia;FG;G312;3,67;3;0;1;3;10,67
Isole;Sicilia;TP;G315;6,5;13,12;10,58;8;7,5;45,7
