AREA;Regione;prov;2018_CodCom;NTN fino a 50 mq;NTN 50 -| 85 mq;NTN  85 -| 115 mq;NTN 115 -| 145 mq;NTN  oltre 145 mq;NTN 2018
Centro;Lazio;RM;F734;6,83;24,33;12;16,33;20,05;79,54
Sud;Calabria;CS;F735;1;0;6,67;2;2;11,67
Nord Ovest;Lombardia;VA;F736;0;9,78;6;6,67;19,89;42,34
Nord Ovest;Piemonte;AL;F737;0;1;1;0,67;1;3,67
Nord Ovest;Lombardia;BG;F738;0;8;3,75;1,75;3,4;16,9
Nord Ovest;Lombardia;PV;F739;0;0;1,5;0;3;4,5
Centro;Lazio;FR;F740;2,89;2;6;1;4,92;16,81
Nord Ovest;Piemonte;CN;F743;0;1;4;3;3;11
Sud;Campania;AV;F744;0;0;0;1;1;2
Centro;Marche;AN;F745;0;1;1;2;4,5;8,5
Centro;Lazio;RI;F746;0;0;0;0;1;1
Sud;Abruzzo ;TE;F747;0;5;4,63;4,11;9,01;22,75
Sud;Molise;CB;F748;2;5;3;2;0;12
Centro;Marche;MC;F749;0;7,25;12,67;8;18,41;46,33
Nord Est;Friuli- Venezia Giulia;PN;F750;0;8;3;4;3;18
Nord Ovest;Piemonte;AL;F751;0;0;3;0;3,5;6,5
Nord Ovest;Lombardia;PV;F754;16;68,67;55;20;31,16;190,83
Nord Est;Friuli- Venezia Giulia;UD;F756;1;7;7,5;7;16,16;38,66
Nord Ovest;Lombardia;LC;F758;1;0;2;1;0;4
Nord Est;Friuli- Venezia Giulia;UD;F760;0;0;3;1;11,36;15,36
Nord Ovest;Lombardia;CR;F761;0;1;0;1;2;4
Sud;Campania;AV;F762;0;0;3,33;2;4,44;9,77
Sud;Abruzzo ;TE;F764;4;5,5;8,83;5,5;10,83;34,66
Sud;Abruzzo ;PE;F765;1;1,83;4,83;3,5;3;14,16
Nord Est;Veneto;TV;F770;10;26,36;25;17,5;26,09;104,95
Nord Ovest;Lombardia;CR;F771;0;1;0;1;4;6
Isole;Sicilia;ME;F772;0;4,5;0;0;2;6,5
Isole;Sicilia;ME;F773;0;2,43;1,67;0;1;5,1
Nord Ovest;Piemonte;VC;F774;0;0;0;0;4,5;4,5
Sud;Calabria;CS;F775;0;2;1;1;0;4
Nord Ovest;Piemonte;BI;F776;0;2;6;3;8;19
Sud;Puglia;FG;F777;0;0;0;0;1;1
Sud;Calabria;RC;F779;6;3;5;4;4;22
Sud;Calabria;CZ;F780;0;2;2;0;0;4
Isole;Sicilia;CT;F781;11,21;14,67;23;19,62;13;81,5
Nord Ovest;Lombardia;MI;F783;6;37,17;29,9;13,56;17,58;104,21
Sud;Puglia;TA;F784;24,66;19,67;33,75;9,3;13,5;100,88
Sud;Abruzzo ;CH;F785;1;4;3;2;2;12
Nord Ovest;Lombardia;BG;F786;0;9,5;15,5;7,33;5,49;37,82
Nord Ovest;Lombardia;CO;F788;3;42,93;27;9,67;16,67;99,27
Nord Est;Veneto;VR;F789;0;30;41,5;19;28;118,5
Nord Ovest;Lombardia;BG;F791;3;17,3;29,5;15,67;14,83;80,3
Centro;Marche;MC;F793;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;F797;16,5;105,16;83,67;25;28,39;258,72
Sud;Campania;AV;F798;1;2;10,5;6;4;23,5
Sud;Campania;NA;F799;13;61,11;90,44;49,3;25,02;238,87
Nord Ovest;Lombardia;LO;F801;3;36;26;12;5,5;82,5
Centro;Toscana;MS;F802;5;7;2;7;7,5;28,5
Nord Ovest;Lombardia;BS;F806;0;0;1;0,5;0;1,5
Isole;Sardegna;CA;F808;22;59;21,93;8;10;120,93
Nord Ovest;Piemonte;CN;F809;0,8;4;4,8;2;8;19,6
Nord Est;Veneto;VI;F810;0;0;2;1;1;4
Nord Ovest;Piemonte;CN;F811;0;0;2;0;4,25;6,25
Nord Ovest;Liguria;SV;F813;0;3;2;2;1;8
Nord Ovest;Piemonte;AL;F814;1;1;1,67;1;7;11,67
Centro;Toscana;SI;F815;3;5,5;12;4,5;5,33;30,33
Sud;Puglia;LE;F816;4;4,5;4;8;8;28,5
Sud;Basilicata;PZ;F817;4;18,69;5;3,63;0,96;32,28
Isole;Sardegna;SS;F818;0;0,5;0;1;4;5,5
Nord Ovest;Lombardia;BS;F820;1;12,67;5;6;3;27,67
Isole;Sardegna;CA;F822;0;1;0;2,5;1;4,5
Nord Est;Veneto;VE;F826;1;34,69;36,67;19,5;27,17;119,03
Nord Ovest;Lombardia;CO;F828;3;3,25;6,5;1,14;1;14,89
Nord Est;Veneto;VI;F829;0;10;9,15;2;19;40,15
Isole;Sicilia;CL;F830;9,97;22;33;13,64;24,97;103,58
Sud;Abruzzo ;TE;F831;11;71,86;39,5;14,5;13,75;150,61
Nord Est;Friuli- Venezia Giulia;UD;F832;0;1;1,25;2;10,5;14,75
Nord Ovest;Piemonte;BI;F833;0;1;2;1;0;4
Nord Est;Veneto;VI;F838;1;9;3,5;5;4,83;23,33
Sud;Campania;NA;F839;1202,15;2201,21;2161,33;1219;826,84;7610,53
Isole;Sardegna;OR;F840;0;6;0;0;6;12
Isole;Sardegna;CA;F841;0;1;0,88;3;2;6,88
Sud;Puglia;LE;F842;44,48;108,24;77,84;58,98;52,26;341,8
Sud;Calabria;VV;F843;0;0;0;0;1;1
Centro;Umbria;TR;F844;6,5;36,22;32,75;36,09;32,28;143,84
Isole;Sicilia;AG;F845;17,5;23,83;13,17;10,17;18,67;83,34
Nord Ovest;Piemonte;CN;F846;0;5;8;10;9;32
Nord Ovest;Liguria;SV;F847;0;1;0;2;0,5;3,5
Isole;Sicilia;ME;F848;0,67;3,67;7,5;2;11;24,84
Nord Ovest;Lombardia;BS;F851;0;19;22,99;12;21,75;75,74
Sud;Abruzzo ;AQ;F852;1;0;0;0,25;2;3,25
Centro;Lazio;RM;F857;1;3;3;1;4;12
Nord Ovest;Liguria;GE;F858;1;2,29;4;3,96;3,33;14,58
Nord Ovest;Piemonte;NO;F859;5,52;12;5;2;12,16;36,68
Nord Est;Veneto;VR;F861;1;31;41;36,33;52,76;162,09
Nord Ovest;Liguria;GE;F862;1,37;3;11,5;2,43;3;21,3
Nord Ovest;Piemonte;CN;F863;0;7;5;1;11;24
Nord Ovest;Lombardia;BG;F864;3;26,11;36,32;28;19;112,43
Centro;Lazio;RM;F865;4;4;3,17;3;7;21,17
Sud;Basilicata;PZ;F866;0;1;1;0;2;4
Isole;Sardegna;OR;F867;0;1;0;1;2;4
Centro;Lazio;VT;F868;11;18,32;16,51;27;24,17;97
Sud;Abruzzo ;TE;F870;0;4,25;12;4;5,66;25,91
Centro;Lazio;RM;F871;1;9;2;4,5;2;18,5
Nord Est;Veneto;TV;F872;1;7;7,25;5,25;19;39,5
Nord Ovest;Lombardia;MI;F874;6;41;62,58;35,64;21,21;166,43
Centro;Lazio;RI;F876;0,67;1,67;0,5;0;0;2,84
Nord Ovest;Lombardia;CO;F877;2,5;7;6;4;5,67;25,17
Nord Ovest;Piemonte;BI;F878;1;2;1;2,33;4,5;10,83
Centro;Lazio;RM;F880;68,01;192,77;139,04;64,84;35,89;500,55
Sud;Puglia;LE;F881;1;5,75;2,96;8;6;23,71
Nord Est;Emilia-Romagna;PR;F882;0;8,67;6;6;15,45;36,12
Nord Ovest;Piemonte;CN;F883;0;0;1;0;1;2
Nord Ovest;Lombardia;BS;F884;0;3,42;2;4;3,17;12,59
Nord Ovest;Piemonte;NO;F886;0;0;1;2;1,5;4,5
Nord Ovest;Lombardia;LC;F887;3;8;12,17;6;3;32,17
Nord Ovest;Piemonte;TO;F889;12,89;224,33;136,62;45;42;460,84
Isole;Sicilia;CT;F890;4;14;22;10,5;19;69,5
Nord Ovest;Lombardia;PV;F891;0;0;1;0;2;3
Isole;Sicilia;EN;F892;2,85;11,84;12,38;27;10,17;64,24
Sud;Calabria;VV;F893;5,22;10,01;6,75;10;7;38,98
Nord Ovest;Piemonte;CN;F894;0;0;0;0;2;2
Nord Ovest;Piemonte;CN;F895;0;2;2;1;4;9
Nord Est;Friuli- Venezia Giulia;UD;F898;0;0;4;4;6;14
Isole;Sicilia;CL;F899;20,88;25,17;29,42;22,15;15,64;113,26
Isole;Sicilia;EN;F900;1;6;3;1,83;2,5;14,33
Isole;Sicilia;ME;F901;5;12,5;6;4;4;31,5
Nord Ovest;Piemonte;AT;F902;6;28,25;35,08;30,74;36,5;136,57
Nord Est;Veneto;VE;F904;6;49,45;57,33;39;42,43;194,21
Nord Ovest;Piemonte;TO;F906;1;3;0;1;0;5
Sud;Calabria;CS;F907;2;0;0;0;0;2
Sud;Abruzzo ;PE;F908;0;3;0;2;5;10
Sud;Calabria;CZ;F910;34,11;16;3;4;3;60,11
Centro;Umbria;PG;F911;7,1;7;8,95;5,66;12,31;41,02
Sud;Campania;SA;F912;46,82;49,19;78,92;93,64;81,63;350,2
Sud;Campania;SA;F913;6,34;24,21;45,83;44,92;28,17;149,47
Nord Est;Emilia-Romagna;PR;F914;7;37,5;60,42;28,92;21,88;155,72
Sud;Puglia;BA;F915;23,7;25,71;44,13;31,83;17,5;142,87
Sud;Puglia;LE;F916;3;0;0;0,6;3;6,6
Sud;Basilicata;PZ;F917;2;0,5;1,5;1;0;5
Nord Est;Veneto;VR;F918;2;13;17,43;10,17;18,84;61,44
Nord Est;Veneto;VR;F921;1;8;12,66;9,5;9,61;40,77
Nord Est;Veneto;VI;F922;1;2;2;0;4,43;9,43
Sud;Puglia;BA;F923;10,72;29;55,5;52,31;54,55;202,08
Sud;Campania;NA;F924;12,68;23,47;70,63;53,67;56,07;216,52
Nord Ovest;Piemonte;TO;F925;2;9,67;15;8,17;11;45,84
Nord Ovest;Liguria;SV;F926;6;22,5;18;4,25;3;53,75
Nord Ovest;Piemonte;TO;F927;0;0;2;1;1;4
Nord Est;Emilia-Romagna;MO;F930;6,01;55,34;50,52;32,6;35,78;180,25
Nord Ovest;Piemonte;TO;F931;0;24,5;20,5;13;21,5;79,5
Nord Ovest;Piemonte;VB;F932;0;0;4,5;1;4,83;10,33
Isole;Sardegna;NU;F933;0;0,8;0;0;0,8;1,6
Isole;Sardegna;OR;F934;1;3;0;0;1,23;5,23
Centro;Umbria;PG;F935;1;1,5;5,67;6;6;20,17
Centro;Lazio;LT;F937;9;10;5;1;3;28
Nord Ovest;Lombardia;MI;F939;0;1;1,67;4;3;9,67
Nord Ovest;Lombardia;BG;F941;0;3;3,91;1;0,16;8,07
Sud;Abruzzo ;TE;F942;2;6;9,3;8;12,44;37,74
Isole;Sicilia;SR;F943;47,17;106,67;69;52,51;58,16;333,51
Nord Ovest;Lombardia;MI;F944;14;106,45;78,22;34,17;15,93;248,77
Nord Ovest;Piemonte;TO;F948;0;0;0;0;2;2
Isole;Sicilia;ME;F951;0;5;3;3,67;3;14,67
Nord Ovest;Piemonte;NO;F952;82,01;402,4;382,93;200,12;177,82;1245,28
Nord Ovest;Lombardia;MI;F955;15;103,4;63,83;19;15;216,23
Nord Ovest;Lombardia;SO;F956;5;3,5;2,5;1;2;14
Nord Est;Veneto;VI;F957;0,33;6;2;7,5;11,67;27,5
Nord Ovest;Lombardia;CO;F958;1;4;5;1;3;14
Nord Est;Emilia-Romagna;RE;F960;0;15,8;29,56;18,69;40,43;104,48
Nord Ovest;Piemonte;CN;F961;1;3;1;2;6,5;13,5
Nord Est;Veneto;PD;F962;4;56;46,66;27,9;34,55;169,11
Nord Est;Veneto;VE;F963;1;17,75;21,7;29,83;25,5;95,78
Nord Est;Veneto;VI;F964;2;18;22;23;28,72;93,72
Nord Ovest;Piemonte;AL;F965;13;97,5;106,5;57,75;43,5;318,25
Nord Est;Emilia-Romagna;MO;F966;1,33;6;11,5;13,33;24,5;56,66
Sud;Campania;SA;F967;0;1;6,47;1;2;10,47
Nord Ovest;Lombardia;MI;F968;0;25,5;25,67;9,5;12;72,67
Sud;Puglia;LE;F970;4;9,31;7,84;4,17;7,75;33,07
Nord Ovest;Piemonte;CN;F972;1;0,78;1;1;1,78;5,56
Isole;Sardegna;OR;F974;0;0;1;0;0;1
Isole;Sardegna;SS;F975;0;0,08;1;0;1,79;2,87
Isole;Sardegna;SS;F976;0;0;0;1;0;1
Isole;Sardegna;SS;F977;0;3,5;1;5;2;11,5
Centro;Marche;AN;F978;35,5;78,28;18;8;11,69;151,47
Isole;Sardegna;NU;F979;8;39,52;57,18;47,66;47,92;200,28
Isole;Sardegna;OR;F980;0;2;3;4;3;12
Isole;Sardegna;NU;F981;0;0;0;0;0;0
Isole;Sardegna;NU;F982;1;0;1;0;1;3
Isole;Sardegna;CA;F983;0;2;1,67;4;3,5;11,17
Isole;Sardegna;OR;F985;0;0;0;0;2,46;2,46
Isole;Sardegna;NU;F986;0;0;1,67;0;8;9,67
Nord Ovest;Valle d'Aosta;AO;F987;3;8,16;10,33;1;5;27,49
Sud;Campania;AV;F988;2;5,11;3;4,2;5,33;19,64
Nord Ovest;Lombardia;BS;F989;1;7;8;3;4,5;23,5
Nord Ovest;Lombardia;BS;F990;1;15;6,5;4;13,5;40
Isole;Sardegna;CA;F991;1;1;2;0,87;2,2;7,07
Nord Ovest;Piemonte;BI;F992;1;4;11,67;3,5;10;30,17
Nord Ovest;Piemonte;BI;F993;0;5,17;4,5;3;6;18,67
Nord Est;Veneto;RO;F994;2;34,5;43,39;38,25;34;152,14
Nord Ovest;Piemonte;AL;F995;0;1,21;0;2;3,21;6,42
Sud;Abruzzo ;AQ;F996;0;0,67;0;0;0;0,67
Nord Ovest;Piemonte;AL;F997;0;0;1;1;3;5
Nord Ovest;Piemonte;AL;F998;0;0;0;0;1;1
Nord Est;Veneto;TV;F999;4,25;48;51,13;40,45;50,44;194,27
Nord Ovest;Lombardia;BS;G001;0;2;3;1;4;10
Sud;Abruzzo ;AQ;G002;0;0;1,11;1,5;1,22;3,83
Centro;Marche;AN;G003;0;0;7;7;9,5;23,5
Nord Ovest;Lombardia;CR;G004;0;16,5;12,5;10,5;11,5;51
Centro;Marche;AP;G005;1;0;4;6,5;5;16,5
Nord Ovest;Lombardia;BS;G006;0;4;7;6,25;10,25;27,5
Nord Ovest;Piemonte;VB;G007;4;5;3;4;5,5;21,5
Nord Ovest;Lombardia;VA;G008;0;8,5;26,25;5,83;14,3;54,88
Nord Ovest;Lombardia;LC;G009;7;34;35,33;19;12,75;108,08
Nord Ovest;Piemonte;TO;G010;0;0;4;3;6;13
Sud;Campania;SA;G011;0;1;3;4;3;11
Nord Ovest;Valle d'Aosta;AO;G012;0;0;0;0;0;0
Isole;Sardegna;SS;G015;165,18;389,11;158,36;83,53;77,11;873,29
Nord Ovest;Piemonte;VC;G016;0;0;2,5;3;2;7,5
Nord Ovest;Piemonte;VC;G018;0;0;0;1;2;3
Nord Ovest;Piemonte;NO;G019;2,5;31;47,5;39,66;58;178,66
Nord Ovest;Piemonte;NO;G020;0;3;9;3;5,56;20,56
Nord Ovest;Lombardia;PV;G021;0;3;2;2;0;7
Centro;Lazio;RM;G022;14,09;17,25;12;9;5;57,34
Sud;Campania;SA;G023;0;2;10;5,05;4;21,05
Nord Ovest;Lombardia;CO;G025;8,5;39;57,33;17,17;18,83;140,83
Nord Ovest;Lombardia;LC;G026;0;12;14,5;3;17,5;47
Nord Ovest;Lombardia;VA;G028;11;35,82;35;19,05;48;148,87
Nord Ovest;Lombardia;LC;G030;2;22;23,41;12,5;9,07;68,98
Isole;Sardegna;NU;G031;1;2;1,87;3;9,26;17,13
Nord Ovest;Lombardia;PV;G032;0;1;1;0;1;3
Sud;Calabria;CZ;G034;0;4;1,33;0;1;6,33
Isole;Sicilia;ME;G036;6,49;9,49;4;3;0;22,98
Sud;Basilicata;MT;G037;0;0,5;0;0;0;0,5
Sud;Campania;SA;G039;0;3;4;3;1;11
Nord Ovest;Lombardia;LC;G040;5;23,89;9,83;2,5;3,13;44,35
Nord Ovest;Liguria;IM;G041;4;7;1;1;1;14
Nord Ovest;Piemonte;AL;G042;0;1;0;0;0;1
Isole;Sardegna;OR;G043;0;0;0;1;3;4
Isole;Sardegna;NU;G044;0;0;0;0;2;2
Nord Ovest;Valle d'Aosta;AO;G045;1;0;1;0;0;2
Isole;Sardegna;SS;G046;1;16,33;6;4;1;28,33
Nord Ovest;Lombardia;CR;G047;0;0,5;1,5;4;3;9
Nord Ovest;Piemonte;AT;G048;0;1;0;0;0;1
Nord Ovest;Lombardia;BG;G049;1;2,9;1;0;1;5,9
Nord Ovest;Lombardia;BG;G050;9;15;10;3;2;39
Nord Ovest;Lombardia;BG;G054;1;0;0,56;0;0;1,56
Nord Ovest;Lombardia;CO;G056;1;6,5;6;1,64;3,14;18,28
Isole;Sardegna;NU;G058;0;1;0;1;1;3
Nord Ovest;Lombardia;BS;G061;0;2;6,5;6;14,17;28,67
Nord Ovest;Piemonte;VB;G062;15,34;36,55;49,17;17;19,5;137,56
Sud;Campania;SA;G063;0;3;0;1;0;4
Isole;Sardegna;NU;G064;0,4;0,4;1,4;0;1;3,2
Centro;Lazio;VT;G065;2,5;0;1;1;0;4,5
Nord Ovest;Piemonte;CN;G066;0;0;2;0;3;5
Nord Ovest;Lombardia;BG;G068;6,67;6;2;1;1;16,67
Isole;Sardegna;NU;G070;0;0;0;0;1;1
Isole;Sardegna;NU;G071;0;1;1;0;0,11;2,11
Nord Ovest;Lombardia;BS;G074;0;1;0,5;0;1;2,5
Nord Ovest;Lombardia;BG;G075;4;10,25;7;1,5;0;22,75
Nord Ovest;Liguria;SV;G076;0;1;0;0;0;1
Nord Ovest;Lombardia;MI;G078;24;59,38;54,67;30;16;184,05
Sud;Abruzzo ;AQ;G079;0;1;2;1;1;5
Nord Est;Veneto;VR;G080;2;22;28,4;17,48;36,48;106,36
Sud;Basilicata;PZ;G081;4;9,78;6;3,78;1,78;25,34
Sud;Calabria;RC;G082;4;5;3;1;3;16
Isole;Sardegna;NU;G084;0;0;1;2,67;5,5;9,17
Sud;Molise;CB;G086;0;1;1;2;1;5
Nord Ovest;Piemonte;TO;G087;9;109,22;93,75;29,28;19,5;260,75
Centro;Toscana;GR;G088;19,25;67,64;66,05;21,75;14,34;189,03
Centro;Toscana;PI;G090;3;1;0;0;1;5
Nord Ovest;Liguria;GE;G093;0;0;0;0;1,67;1,67
Nord Est;Veneto;VI;G095;0;1;2;2;3,42;8,42
Nord Ovest;Lombardia;LO;G096;0;3;2,5;1;3;9,5
Isole;Sardegna;NU;G097;0;1;2;3,5;7;13,5
Sud;Puglia;BR;G098;9;20,81;19,5;14,5;15,17;78,98
Sud;Abruzzo ;AQ;G102;1;2,5;4;2;1,67;11,17
Nord Ovest;Lombardia;VA;G103;4;41,33;31,1;13,5;10,84;100,77
Nord Ovest;Lombardia;VA;G105;1;0;1;0;2,5;4,5
Nord Ovest;Lombardia;LO;G107;0;3;1,33;3;2,33;9,66
Nord Ovest;Lombardia;BG;G108;0;3,84;11,5;2,5;0,67;18,51
Nord Ovest;Piemonte;TO;G109;0;0;0;0;1;1
Sud;Calabria;CS;G110;2;1;4;2;0,33;9,33
Centro;Lazio;VT;G111;2,5;9,5;9;1;8;30
Isole;Sardegna;OR;G113;20,5;68,09;70,66;49,83;52,44;261,52
Nord Ovest;Piemonte;CN;G114;5;17;14;5;4;45
Nord Est;Veneto;TV;G115;0;6;18;9,67;17,5;51,17
Nord Ovest;Lombardia;MI;G116;5;38,5;30,83;8,34;6;88,67
Nord Ovest;Piemonte;VB;G117;1;7,67;9;3;5,5;26,17
Nord Ovest;Lombardia;BG;G118;1;1;0;1;0;3
Isole;Sardegna;NU;G119;2,5;11,6;7,37;6;8,83;36,3
Isole;Sardegna;NU;G120;0;1;0;0;1;2
Sud;Campania;SA;G121;0;0;1,11;0,11;1;2,22
Isole;Sardegna;NU;G122;0;0;0;0;3,4;3,4
Nord Est;Veneto;TV;G123;0;3;5,5;4;11;23,5
Nord Ovest;Piemonte;AL;G124;0;1;2;2;1;6
Sud;Puglia;FG;G125;2;4;4;2;1;13
Nord Ovest;Lombardia;CO;G126;0;2;3;4;3;12
Sud;Abruzzo ;CH;G128;0;4;8,5;2;6,5;21
Sud;Calabria;CS;G129;2;4;1;1;0;8
Sud;Campania;CE;G130;7;13,78;67,96;27,4;10,47;126,61
Sud;Puglia;FG;G131;13,5;26;39,92;40,41;8,83;128,66
Isole;Sardegna;CA;G133;0;0,8;0,8;0;1;2,6
Nord Ovest;Piemonte;NO;G134;1;5;3,5;2;3,5;15
Centro;Lazio;VT;G135;5,25;32,51;35,5;14,5;15,5;103,26
Sud;Puglia;LE;G136;1;3;0;9,53;2,78;16,31
Centro;Marche;AP;G137;0;0;0;0;1;1
Centro;Toscana;AR;G139;0;0;2;2;1;5
Sud;Abruzzo ;CH;G141;18;43,61;48,88;23,5;23,67;157,66
Sud;Abruzzo ;AQ;G142;1;1;3,5;0;0,33;5,83
Nord Ovest;Liguria;SP;G143;1;26,3;11;10,75;9,42;58,47
Nord Ovest;Liguria;SV;G144;2;3;1;0;2,5;8,5
Sud;Abruzzo ;AQ;G145;0;4,22;6;1;3,11;14,33
Isole;Sardegna;NU;G146;1;0;1;0;3,33;5,33
Isole;Sardegna;NU;G147;1;0;2;3,5;2;8,5
Centro;Umbria;TR;G148;12,5;33,5;47,92;40,33;40,35;174,6
Nord Ovest;Lombardia;BS;G149;5;26,83;17,43;11;34,32;94,58
Nord Ovest;Lombardia;BS;G150;0;1;3,5;3;19,39;26,89
Nord Ovest;Piemonte;TO;G151;0;1;1;3;2;7
Nord Ovest;Piemonte;TO;G152;0;0;6;1;6;13
Isole;Sardegna;SS;G153;0;0;2;1;2,54;5,54
Isole;Sardegna;NU;G154;0;0;0;0;2;2
Nord Ovest;Liguria;SV;G155;3;4;2;0,34;0;9,34
Isole;Sardegna;SS;G156;2;3;3,72;4;2;14,72
Centro;Marche;AN;G157;13,67;75,16;90,41;74,71;62,57;316,52
Isole;Sardegna;NU;G158;0;6;3,4;0;0,97;10,37
Nord Ovest;Lombardia;BG;G159;3;24;19,25;8,02;2,93;57,2
Nord Ovest;Lombardia;BG;G160;8,17;45,02;51;22,5;11,5;138,19
Nord Ovest;Lombardia;LC;G161;1;24,22;24,44;6;4,94;60,6
Nord Est;Friuli- Venezia Giulia;UD;G163;0;3;7,5;4;10,75;25,25
Nord Ovest;Liguria;IM;G164;26,56;51,9;15;9;1,44;103,9
Sud;Campania;AV;G165;0;1;1;3;3;8
Nord Ovest;Lombardia;LO;G166;1;7;8;2,5;3;21,5
Nord Est;Veneto;PD;G167;0;3,4;8;11,5;14,17;37,07
Nord Est;Veneto;BL;G169;0;1;0;2;3;6
Nord Ovest;Lombardia;BS;G170;5;39,75;63,5;19,89;34,84;162,98
Nord Ovest;Lombardia;LO;G171;0;1;6,75;3;0,5;11,25
Isole;Sardegna;SS;G178;2;3,33;5;2;4;16,33
Nord Ovest;Lombardia;BS;G179;2;8;3;3;1;17
Nord Ovest;Lombardia;MI;G181;1;12,5;18,17;4;6,5;42,17
Nord Ovest;Piemonte;CN;G183;1;5;2;0;0;8
Nord Est;Emilia-Romagna;FE;G184;1,33;11,76;8,5;13;20,6;55,19
Nord Ovest;Lombardia;CR;G185;1;0;1;2,5;5,75;10,25
Nord Ovest;Lombardia;MN;G186;0,67;6,67;12,5;12;20,5;52,34
Sud;Puglia;BR;G187;135,64;189,25;138,54;80,55;54,94;598,92
Sud;Puglia;LE;G188;16,7;48,35;21,69;7;4,17;97,91
Centro;Umbria;TR;G189;0;3,93;6;2;3;14,93
Sud;Campania;NA;G190;9;17,5;25,17;27,83;23,83;103,33
Isole;Sardegna;NU;G191;0;0;0;0;1;1
Sud;Campania;SA;G192;1;0;0;0;0;1
Nord Ovest;Piemonte;AL;G193;0;0;0;0;5;5
Nord Ovest;Lombardia;PV;G194;0;1;2,67;2;6;11,67
Nord Est;Emilia-Romagna;PC;G195;0;0,83;4;2;0;6,83
Nord Ovest;Piemonte;TO;G196;34;48,85;7;4,5;4,17;98,52
Nord Ovest;Piemonte;AL;G197;4;16,67;25;12;20;77,67
Nord Est;Friuli- Venezia Giulia;UD;G198;0;3;1;3,5;7,17;14,67
Nord Ovest;Piemonte;AL;G199;1;0;0;0,5;5;6,5
Sud;Abruzzo ;AQ;G200;15;28,26;6;1,33;3;53,59
Isole;Sardegna;NU;G201;0;0;0;1;0;1
Nord Ovest;Piemonte;TO;G202;0;2;0,83;5;3,33;11,16
Isole;Sardegna;SS;G203;0;8;11;10;6,69;35,69
Nord Ovest;Piemonte;AL;G204;0;1;0;1;6;8
Nord Est;Emilia-Romagna;BO;G205;8;79,05;81,95;23;23,17;215,17
Nord Ovest;Lombardia;MI;G206;1;0;4;0;1;6
Isole;Sardegna;CA;G207;1;0;1;1,5;4,5;8
Isole;Sicilia;TP;G208;0;10,67;24,67;14,25;25,25;74,84
Isole;Sicilia;ME;G209;2;4;7;7,5;6,57;27,07
Sud;Abruzzo ;AQ;G210;2,17;1;0;3,17;0,15;6,49
Isole;Sicilia;SR;G211;11,33;30,22;33,05;29,3;18,63;122,53
Centro;Umbria;PG;G212;1;4;2;0;1;8
Nord Ovest;Lombardia;BS;G213;15,87;47,25;36,86;19,17;34,23;153,38
Nord Ovest;Piemonte;AL;G215;0;0;0;0;2;2
Nord Ovest;Lombardia;BS;G217;0,67;4;8,72;7;9;29,39
Nord Ovest;Lombardia;LC;G218;0;12;14;4,5;4;34,5
Nord Ovest;Lombardia;MI;G220;49,25;223,51;217,75;57,63;57,37;605,51
Nord Est;Veneto;TV;G221;0;0;2,83;0;6;8,83
Nord Ovest;Lombardia;CR;G222;0;3;1;1,33;4,5;9,83
Nord Ovest;Lombardia;LC;G223;5;22,84;22,75;14,49;16,7;81,78
Nord Est;Veneto;PD;G224;370,34;621,35;1013,73;662,51;574,82;3242,75
Isole;Sardegna;SS;G225;0;1;0;4,89;2;7,89
Sud;Campania;SA;G226;0;3,75;0;2,15;6;11,9
Sud;Campania;BN;G227;1;1;4,88;1;6,92;14,8
Nord Ovest;Piemonte;CN;G228;11;23,41;10;8,16;8,5;61,07
Nord Est;Veneto;TV;G229;4;60,5;63,41;36;53,16;217,07
Sud;Campania;SA;G230;20,32;37,88;57,5;76,31;59,76;251,77
Centro;Lazio;RI;G232;1;0;3;0;1;5
Nord Ovest;Lombardia;BG;G233;2,48;2,83;8,17;2,67;2,17;18,32
Isole;Sicilia;ME;G234;1;3;0;2;1;7
Sud;Abruzzo ;CH;G237;1;2,5;6;0,5;4,33;14,33
Nord Est;Friuli- Venezia Giulia;UD;G238;0;8;11;8,33;25,5;52,83
Nord Ovest;Piemonte;CN;G240;1;1;1;4;4;11
Nord Ovest;Lombardia;LC;G241;1;0;0;0;0;1
Sud;Campania;AV;G242;1;0;0;0;5;6
Sud;Campania;BN;G243;0;2;0;0;1;3
Nord Ovest;Lombardia;BS;G247;1;0;0;1;1;3
Nord Ovest;Lombardia;BS;G248;0;6;2;3;5;16
Nord Ovest;Lombardia;BG;G249;1;9;9;9,23;5,17;33,4
Nord Est;Emilia-Romagna;MO;G250;2;3,5;3;5,2;1,5;15,2
Sud;Puglia;TA;G251;3;8,36;15,5;9,07;6,47;42,4
Sud;Puglia;TA;G252;5,54;11,55;26,81;22,86;13,7;80,46
Isole;Sicilia;CT;G253;20,5;12;15,17;11,33;9;68
Centro;Toscana;PI;G254;6;13,83;10,83;4,5;14;49,16
Nord Est;Emilia-Romagna;PR;G255;1;2;4;4,14;4;15,14
Sud;Molise;CB;G257;0;3,29;4,29;2;2;11,58
Isole;Sardegna;SS;G258;30,84;78,2;20,5;8,83;6;144,37
Nord Ovest;Lombardia;BG;G259;5;18,5;8,61;11,95;12,73;56,79
Nord Ovest;Lombardia;CR;G260;1;6,5;10,33;5,5;6;29,33
Sud;Basilicata;PZ;G261;4,4;7,72;7;4,05;6;29,17
