AREA;Regione;prov;2018_CodCom;NTN_2018_Uffici;NTN_2018_Negozi_Lab;NTN_2018_Depositi_Comm_Autorimesse;NTN_2018_TCO_B04;NTN_2018_TCO_D02;NTN_2018_TCO_D05;NTN_2018_TCO_D08;NTN_2018_PRO;NTN_2018_AGR
Isole;Sardegna;NU;F979;15;14,83;18,43;0;0;0;4;7;0
Isole;Sardegna;OR;F980;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;F981;0;0;0;0;0;0;0;0;1
Isole;Sardegna;NU;F982;0;0;0;0;0;0;0;0;0
Isole;Sardegna;CA;F983;0;0;0;0;0;0;0;0;0
Isole;Sardegna;OR;F985;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;F986;0;0;1;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;F987;0;0;4,33;0;0;0;0;1;0
Sud;Campania;AV;F988;0;2;9,44;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;F989;0;1;2;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;F990;0;1;8,5;0;0;0;0;2,03;0
Isole;Sardegna;CA;F991;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;F992;0;2;5;0;0;0;1;1;0
Nord Ovest;Piemonte;BI;F993;0;0;3;0;0;0;0;0;0
Nord Est;Veneto;RO;F994;6;10,5;7;0;1;0;0;1;0
Nord Ovest;Piemonte;AL;F995;0;0;5;0;0;0;0;3;0
Sud;Abruzzo;AQ;F996;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F997;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F998;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;TV;F999;5;3;9,56;0;0;0;2,55;3,14;0,42
Nord Ovest;Lombardia;BS;G001;0;1,2;2;0;0;0;0;3;0
Sud;Abruzzo;AQ;G002;0;0;2,44;0;0;0;0;0;0
Centro;Marche;AN;G003;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;G004;2;0,5;2,67;0;0;0;0;2;1
Centro;Marche;AP;G005;0;1;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G006;0;2;3;0;0;0;0;0;1
Nord Ovest;Piemonte;VB;G007;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;G008;1;0;8,5;0;0;0;0;5,3;0
Nord Ovest;Lombardia;LC;G009;1;5;7,5;0;0;0;0;6,14;0
Nord Ovest;Piemonte;TO;G010;0;0;2;0;0;0;1;3;0
Sud;Campania;SA;G011;0;0;1;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;G012;0;0;0;0;0;0;0;0;0
Isole;Sardegna;SS;G015;19;44,66;42,14;0;3,02;1;7;9;4
Nord Ovest;Piemonte;VC;G016;0;0;3;0;0;0;0;0;1
Nord Ovest;Piemonte;VC;G018;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;G019;3;14,11;20,46;0;0;0;5,5;6,02;0
Nord Ovest;Piemonte;NO;G020;0;0;1,33;0;0;0;0;4;0
Nord Ovest;Lombardia;PV;G021;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;G022;2;1;8;0;0;0;1;6;0
Sud;Campania;SA;G023;0;4;4,56;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;G025;2;7;10,83;0;0;0;0;2,04;0
Nord Ovest;Lombardia;LC;G026;0;1;4;0;0;0;0;2,09;0
Nord Ovest;Lombardia;VA;G028;0;10,33;12,16;0;1;0;0;14,56;0
Nord Ovest;Lombardia;LC;G030;0;1;4,83;0;0;0;0;8;0
Isole;Sardegna;NU;G031;0;1;4;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G032;0;0;1;0;0;0;0;0;1
Sud;Calabria;CZ;G034;0;0;0;0;0;0;0;12;0
Isole;Sicilia;ME;G036;0;0;3;0;0;0;0;0;0
Sud;Basilicata;MT;G037;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;G039;1;0;3;0;0;0;1;0;0
Nord Ovest;Lombardia;LC;G040;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G041;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;G042;0;0;0;0;0;0;0;0;0
Isole;Sardegna;OR;G043;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;G044;0;1;0;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;G045;0;0;1;0;0;0;0;0;0
Isole;Sardegna;SS;G046;0;1;7;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;G047;0;0;1;0;0;0;0;0;1
Nord Ovest;Piemonte;AT;G048;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G049;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G050;0;1;0,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G054;0;0;0,1;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;G056;0;2;1,47;0;0;0;0;0;0
Isole;Sardegna;NU;G058;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G061;0;1;5;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;G062;3;22;29,33;0;0;0;0;5;0
Sud;Campania;SA;G063;0;0;0,5;0;0;0;0;0;0
Isole;Sardegna;NU;G064;0;0;0;0;0;0;0;0;0
Centro;Lazio;VT;G065;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G066;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G068;0;0;2;0;0;0;0;0;0
Isole;Sardegna;NU;G070;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;G071;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G074;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G075;1;1;2,83;0;0;0;1;0;0
Nord Ovest;Liguria;SV;G076;0;0;0;0;0;0;0;0;1
Nord Ovest;Lombardia;MI;G078;2;10;2;0;0;0;0;11,2;0
Sud;Abruzzo;AQ;G079;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;VR;G080;0;5;12,83;0;0;0;0;7;9,6
Sud;Basilicata;PZ;G081;0;0,5;11,92;0;0;0;0;0;0
Sud;Calabria;RC;G082;0;1;0;0;0;0;0;0;0
Isole;Sardegna;NU;G084;0;1;2;0;0;0;0;0;0
Sud;Molise;CB;G086;1;2;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G087;2;7,5;29,88;0;0;0;2;4;1
Centro;Toscana;GR;G088;3;10,5;10,25;0;0;0;0;3;4
Centro;Toscana;PI;G090;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;GE;G093;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;VI;G095;1;2;2,17;0;0;0;2;0;1,34
Nord Ovest;Lombardia;LO;G096;0;0;0;0;0;0;1;4;0
Isole;Sardegna;NU;G097;1;1;1;0;0;0;0;0;0
Sud;Puglia;BR;G098;4;2;14;0;0;1;0;2;0
Sud;Abruzzo;AQ;G102;0;0;1,67;0;0;0;0;2;0
Nord Ovest;Lombardia;VA;G103;0;1;6,9;0;0;0;0;13,23;0
Nord Ovest;Lombardia;VA;G105;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;G107;8,01;1;5;0;0;0;1;0;0,33
Nord Ovest;Lombardia;BG;G108;0;0;1;0;0;0;0;2;0
Nord Ovest;Piemonte;TO;G109;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;G110;0;0;1;0;0;0;0;0;0
Centro;Lazio;VT;G111;0;3;5;0;0;0;1;0;0
Isole;Sardegna;OR;G113;12;17,25;20,5;0;0;1;1;1;0
Nord Ovest;Piemonte;CN;G114;0;0;14;0;0;0;0;2;0
Nord Est;Veneto;TV;G115;0;4;3;0;0;0;0;4;3
Nord Ovest;Lombardia;MI;G116;1;0;1,1;0;0;0;0;0,1;0
Nord Ovest;Piemonte;VB;G117;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G118;0;0;2;0;0;0;0;0;0
Isole;Sardegna;NU;G119;1;3;3;0;0;0;0;1;1
Isole;Sardegna;NU;G120;0;1;0;0;0;0;0;0;0
Sud;Campania;SA;G121;0;0;3,11;0;0;0;0;0;0
Isole;Sardegna;NU;G122;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;TV;G123;0;1;3,33;0;0;0;0;2;0
Nord Ovest;Piemonte;AL;G124;0;0;2;0;0;0;0;0;0
Sud;Puglia;FG;G125;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;G126;0;1;0;0;0;0;0;1,14;0
Sud;Abruzzo;CH;G128;0;3;3;0;0;0;1;0;0
Sud;Calabria;CS;G129;0;0;0,83;0;0;0;0;0;0
Sud;Campania;CE;G130;13;5,5;11,32;0;0;0;0;3;0
Sud;Puglia;FG;G131;2;6;18;0;0;0;1;3;3
Isole;Sardegna;CA;G133;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;G134;0;0;1;0;0;0;1;0;0
Centro;Lazio;VT;G135;1;4,25;8,06;0;0;0;0;0;0
Sud;Puglia;LE;G136;0;0;5,83;0;0;0;0;0;0
Centro;Marche;AP;G137;1;0,5;0,5;0;0;0;0;0;1,5
Centro;Toscana;AR;G139;0;0;1;0;0;0;0;0;0
Sud;Abruzzo;CH;G141;2;12;24,12;0;0;0;1;3;0
Sud;Abruzzo;AQ;G142;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;G143;0;2,5;4,71;0;0;0;0;1;0
Nord Ovest;Liguria;SV;G144;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;AQ;G145;0;0;6;0;0;0;0;0;0
Isole;Sardegna;NU;G146;0;0;1,29;0;0;0;0;0;0
Isole;Sardegna;NU;G147;0;1;4;0;0;0;0;0;0
Centro;Umbria;TR;G148;7;20;33;0;0;0;0;6;3
Nord Ovest;Lombardia;BS;G149;0,47;7,47;15,01;0;0;0;2;4,09;3,2
Nord Ovest;Lombardia;BS;G150;0;2;12,78;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G151;0;1;1,33;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G152;0;0;2;0;0;0;0;0;0
Isole;Sardegna;SS;G153;0;0;0,93;0;0;0;0;0;1,83
Isole;Sardegna;NU;G154;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G155;0;0;1;0;0;0;0;0;0
Isole;Sardegna;SS;G156;0;0;3,5;0;0;0;0;0;0
Centro;Marche;AN;G157;7,25;15,08;30,18;0;0;0;0;19;0,33
Isole;Sardegna;NU;G158;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G159;0;1;1;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;G160;1;14;7,43;0;0;0;0;5;0
Nord Ovest;Lombardia;LC;G161;0;5,11;1,33;0;0;0;0;4,35;0
Nord Est;Friuli- Venezia Giulia;UD;G163;0;0,5;1;0;0;0;0;3;0
Nord Ovest;Liguria;IM;G164;0;3;2,18;0;0;0;0;0;0
Sud;Campania;AV;G165;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;G166;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;PD;G167;1;1;4,5;0;0;1;0;3;0
Nord Est;Veneto;BL;G169;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G170;10;5;13,77;0;0;0;1;8,52;2
Nord Ovest;Lombardia;LO;G171;0;1;1;0;0;0;0;1;1
Isole;Sardegna;SS;G178;0;0;5;0;0;0;0;0;1,5
Nord Ovest;Lombardia;BS;G179;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;G181;0;0;2,67;0;0;0;2;4;0
Nord Ovest;Piemonte;CN;G183;0;0;0;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FE;G184;2;2,17;17;0;0;0;5;7;3
Nord Ovest;Lombardia;CR;G185;1;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;G186;2;4;4;0;0;0;0,83;3;6
Sud;Puglia;BR;G187;2,02;17,02;40,29;0;1;0;1;1;0
Sud;Puglia;LE;G188;0;3;7,67;0;1;0;0;0;0
Centro;Umbria;TR;G189;0;0;3;0;0;0;0;1;0
Sud;Campania;NA;G190;0;13,33;15,57;0;0;0;5;3;0
Isole;Sardegna;NU;G191;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;G192;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;G193;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G194;0;0;1,67;0;0;0;0;2;1
Nord Est;Emilia-Romagna;PC;G195;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G196;0;2;6;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;G197;1;4;11;0;0;0;0;3;0
Nord Est;Friuli- Venezia Giulia;UD;G198;0;0;5,11;0;0,57;0;0;1;0
Nord Ovest;Piemonte;AL;G199;0;0;3;0;0;0;0;0;0
Sud;Abruzzo;AQ;G200;0;0;3;0;0;0;0;0;0
Isole;Sardegna;NU;G201;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G202;0;0;2,33;0;0;0;0;7;0
Isole;Sardegna;SS;G203;0;1;12;0;0;0;2;1,5;3
Nord Ovest;Piemonte;AL;G204;0;0;3;0;0;0;0;0;1
Nord Est;Emilia-Romagna;BO;G205;8;4,67;17,65;0;0;0;1;9,5;7,68
Nord Ovest;Lombardia;MI;G206;0;0;2,05;0;0;0;1;0;0
Isole;Sardegna;CA;G207;0;0;1;0;0;0;0;0;0
Isole;Sicilia;TP;G208;0;2;14,17;0;0;0;0;0,5;0
Isole;Sicilia;ME;G209;0;0;5,57;0;0;0;0;1;0
Sud;Abruzzo;AQ;G210;0;0;0;0;0;0;0;0;0
Isole;Sicilia;SR;G211;0;5,22;24,34;0;0;0;1;0;1
Centro;Umbria;PG;G212;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G213;2;0;9,42;0;3,72;0;0,52;0,13;0
Nord Ovest;Piemonte;AL;G215;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G217;0;2;4,5;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G218;0;0,03;0;0;0;0;0;1;0
Nord Ovest;Lombardia;MI;G220;7,25;19;31,89;0;0;0;3,25;9,39;0
Nord Est;Veneto;TV;G221;0;1;4,83;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;G222;0;1;2;0;0;0;0;2;0
Nord Ovest;Lombardia;LC;G223;0;2;11,6;0;0;0;0;2;0
Nord Est;Veneto;PD;G224;139,09;144,01;115,14;1;1;1;36,87;29,47;0
Isole;Sardegna;SS;G225;0;0;1;0;0;0;0;0;0
Sud;Campania;SA;G226;0;2;3,15;0;0;0;1;1,2;0
Sud;Campania;BN;G227;0;3;3;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G228;0;0;13,08;0;0;0;1;0;0
Nord Est;Veneto;TV;G229;2;15;20;1;0;0;1;9;1
Sud;Campania;SA;G230;1;33,84;39,41;0;0;0;5;3;0
Centro;Lazio;RI;G232;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G233;0;0;0,12;0;0;0;0;0;0
Isole;Sicilia;ME;G234;0;0;0,2;0;0;0;0;0;0
Sud;Abruzzo;CH;G237;0;4;5,33;0;0;0;0;14;0,5
Nord Est;Friuli- Venezia Giulia;UD;G238;0;0,33;10;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G240;0;0;6;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G241;0;0;0;0;0;0;0;0;0
Sud;Campania;AV;G242;0;0;2;0;0;0;0;0;0
Sud;Campania;BN;G243;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G247;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G248;0;0;0,5;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;G249;0;0;1,42;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;G250;0;1;2;0;0;0;0;0;1
Sud;Puglia;TA;G251;0;5;7,28;0;0;0;0;1,33;0
Sud;Puglia;TA;G252;0;7,44;26,81;0;0;0;1;1;0
Isole;Sicilia;CT;G253;0;4;17;0;0;0;1;0;0,5
Centro;Toscana;PI;G254;2;4;17;0;1;0;1;0;3
Nord Est;Emilia-Romagna;PR;G255;0;0;0;0;0;0;0;1;0
Sud;Molise;CB;G257;0;3;2;0;0;0;0;2;1
Isole;Sardegna;SS;G258;8;7;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G259;0;0;4,87;0;0;0;0;1;0
Nord Ovest;Lombardia;CR;G260;0;0;4,5;0;0;0;0;1;0
Sud;Basilicata;PZ;G261;0;2;11,36;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G262;0;2;0;0;0;0;0;0;0
Isole;Sicilia;PA;G263;0;0;4,34;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G264;5;11;10,34;0;0;0;2;12;1,5
Nord Ovest;Piemonte;VC;G266;0;0;3,33;0;0;0;0;0;0
Isole;Sicilia;SR;G267;2;3,5;14;0;0;0;0;1;1,75
Nord Est;Friuli- Venezia Giulia;UD;G268;0;1;2;0;0;0;0;0;2
Centro;Toscana;FI;G270;0;0;0;0;0;0;0;1;0
Sud;Abruzzo;CH;G271;0;2;3,75;0;0;0;0;0;0
Sud;Calabria;CZ;G272;0;0;2;0;0;0;0;0;0
Isole;Sicilia;PA;G273;114,18;342,79;265,55;1;5;1;1,75;13,5;0
Centro;Lazio;RM;G274;5;7;28,05;0;0;0;2,2;2;0
Nord Ovest;Lombardia;PV;G275;0;1;3;0;0;0;1;3;0
Centro;Lazio;FR;G276;1;2;4;0;0;0;0;2;0
Sud;Calabria;RC;G277;0;1;0,33;0;0;0;0;0;0
Sud;Calabria;KR;G278;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;G280;0;0;0;0;0;0;0;1;0
Nord Ovest;Liguria;SV;G281;0;0;1,5;0;0;0;0;0;0
Isole;Sicilia;AG;G282;0;4;34,19;0;0;0;0;0;0
Sud;Campania;NA;G283;3;10;25,44;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;G284;2;2;4,17;0;0;0;0;2;0
Sud;Puglia;LE;G285;0;0;4;0;0;0;0;0;0
Isole;Sardegna;OR;G286;0;0;0;0;0;0;0;0;0
Isole;Sardegna;CA;G287;0;0;5;0;0;0;0;0;2
Sud;Calabria;RC;G288;0,5;5,5;12,85;0;0;0;0;0;1
Centro;Marche;AP;G289;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;CH;G290;0;0;4;0;0;0;0;0;0
Sud;Puglia;BA;G291;0,01;7;27,75;0;0;0;0;1;0
Sud;Campania;SA;G292;1;0;9,5;0;0;0;0;0;0
Centro;Lazio;RM;G293;0;5;28,5;0;0;0;0;0;0
Sud;Abruzzo;CH;G294;0;0;7;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;G295;2;1;2,33;0;0;0;1;3,46;0,11
Nord Est;Veneto;VR;G297;0;0;6,79;0;0;0;0;0;0
Sud;Calabria;CS;G298;0;0;0,75;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;G300;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G302;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G303;0;1;8;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;G304;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;G306;1;5;2;0;0;0;3;7;0
Sud;Calabria;CS;G307;0;0;0,22;0;0;0;0;0;0
Centro;Umbria;PG;G308;1;3;6,04;0;0;0;0;0,34;0
Sud;Campania;NA;G309;1;5,5;18,77;0;0;0;0;0;0
Sud;Campania;BN;G311;0;1;2;0;0;0;0;0;0
Sud;Puglia;FG;G312;0;0;1,14;0;0;0;0;0;0
Isole;Sicilia;TP;G315;0;3;6,32;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;G316;0;0;4;0;0;0;2,2;0;0
Sud;Calabria;CS;G317;0;5,66;4;0;0;0;0;0;0
Sud;Campania;BN;G318;0;0;1;0;0;0;2;0;0
Isole;Sicilia;TP;G319;0;2;6;0;0;0;0;0;0
Sud;Calabria;CS;G320;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;RO;G323;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;G324;3;18;15,62;0;0;1;0;3,56;0
Sud;Puglia;LE;G325;0;4;17,55;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;G327;0;3;15;0;4;0;0;2,11;0
Nord Ovest;Piemonte;TO;G330;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;G331;0;0;2;0;0;0;0;0;0
Sud;Campania;CE;G333;0;4;12,29;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;G334;0;0;1,14;0;0;0;0;0;0
Sud;Calabria;VV;G335;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G336;0;0;0;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PR;G337;57,08;143,08;117,9;0;1;4;28;61,19;15
Nord Ovest;Piemonte;AL;G338;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G339;0;0;3;0;0;0;0;0;0
Sud;Campania;AV;G340;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G342;0;0;1;0;0;0;0;3;0
Centro;Umbria;TR;G344;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G346;0;2;3;0;0;0;0;0,05;0
Isole;Sicilia;TP;G347;0;4;22,5;0;0;0;0;3;0
Isole;Sicilia;PA;G348;0;12;40,16;0;0;0;0;1;0
Nord Ovest;Piemonte;NO;G349;1;2;2;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;G350;0;0;2;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;G352;1,28;3;2,92;0;0;0;5;6;0
Nord Est;Friuli- Venezia Giulia;PN;G353;1,5;2,5;11,56;0;0;0;0;8;0
Nord Ovest;Lombardia;BS;G354;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;G358;0;0;3,58;0;0;0;0;0;0
Centro;Umbria;PG;G359;3;2;13;0;4;0;2;2;0
Nord Ovest;Lombardia;BS;G361;1;4;11,52;0;0;0;0;1;0
Centro;Lazio;FR;G362;0;2;1;0;0;0;0;2;0
Sud;Campania;CE;G364;1;0;3;0;0;0;1;1;0
Nord Est;Veneto;VR;G365;2;3;4,67;0;0;0;0;1;0
Nord Ovest;Piemonte;AL;G367;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G368;0;0;1;0;0;0;0;4;0
Sud;Campania;AV;G370;0;3;2,4;0;0;0;0;0;0
Isole;Sicilia;CT;G371;2;20,23;67,87;0;0;0;2;2;4
Sud;Calabria;CS;G372;0;2,34;5,33;0;0;0;0;0;0,33
Centro;Lazio;FR;G374;0;3;2,33;0;0;0;0,26;2;0
Isole;Sardegna;SS;G376;0;1;1;0;0;0;0;0;6
Isole;Sicilia;ME;G377;4;11;22,83;0;0;0;1;0,1;0
Sud;Puglia;LE;G378;0;1;1;0;0;0;0;0;0
Isole;Sardegna;OR;G379;0;0;0;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;G381;0;3,25;7;0;0;0;0;0;0
Isole;Sardegna;CA;G382;0;0;0;0;0;0;0;1;0
Isole;Sardegna;CA;G383;0;0;1;0;0;0;0;0;0,2
Isole;Sardegna;OR;G384;0;0;1,04;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;G385;0;1;2;0;0;0;0;5;0
Sud;Campania;BN;G386;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G387;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G388;23,67;46,92;26,6;0;0;0;8,8;9,47;0
Nord Est;Friuli- Venezia Giulia;UD;G389;0;1;3;0;1;0;2;5;0
Nord Ovest;Lombardia;BS;G391;0;3;2,25;0;0;0;1;1;1,5
Nord Ovest;Piemonte;TO;G392;0;0;9;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;G393;3;10,5;43,25;0;0;0;2;10;4,25
Sud;Calabria;RC;G394;0;0;0;0;0;0;0;0;0
Centro;Toscana;PI;G395;0;4;9,16;0;0;0;0;2;3
Nord Ovest;Piemonte;TO;G396;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;G397;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G398;0;0;14,83;0;0;0;0;1;0
Isole;Sicilia;CT;G402;0;1;21,36;0;1;0;0;0;0
Centro;Marche;AP;G403;2;3;0,91;0;0;0;0;0;0
Nord Est;Veneto;BL;G404;1;1;6,33;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;G407;0;0;4,89;0;0;0;0;1;1
Nord Est;Veneto;TV;G408;2;3;7,22;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;G410;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;G411;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G412;1;3;2,55;0;0;0;0;7;0
Nord Ovest;Lombardia;CO;G415;0;0;2;0;0;0;0;0;0
Centro;Marche;PS;G416;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;G417;0;2;5,66;0;0;0;1;2;1
Nord Ovest;Lombardia;BG;G418;0;1;1;0;0;0;0;0;0
Centro;Toscana;FI;G420;2;2,66;10,28;0;0;0;0;5;0
Nord Ovest;Piemonte;NO;G421;0;1;4;0;0;0;0;1;0
Nord Est;Emilia-Romagna;PR;G424;0;1;1;0;0;0;1;0;1
Sud;Campania;SA;G426;0;8;9,81;0;0;0;1;0;1
Nord Ovest;Piemonte;AT;G430;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;G431;0;0;2;0;0;0;0;0;0
Centro;Umbria;TR;G432;1;0;3,5;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RN;G433;0;1;3,67;0;0;0;0;0;0
Sud;Abruzzo;CH;G434;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;CH;G435;0;0;1;0;0;0;0;0;0
Centro;Marche;MC;G436;0;0;6;0;1;0;1;2;0
Sud;Abruzzo;TE;G437;0;2;2;0;0;0;0;0;0
Sud;Abruzzo;PE;G438;0;5,67;14,75;0;0;0;0;1;1,13
Sud;Calabria;CZ;G439;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;CH;G441;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;BL;G442;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;G444;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;G445;0;0;0;0;0;0;0;0;0
Isole;Sardegna;CA;G446;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;G447;0;0;5;0;0;0;0;0;0
Sud;Abruzzo;AQ;G449;0;0;3;0;0;0;0;0;0
Isole;Sardegna;SS;G450;0;0;0,84;0;0;0;0;0;2
Centro;Marche;PS;G453;2;5,5;6;0;0;1;0;1;3
Nord Ovest;Liguria;IM;G454;0;0;1;0;0;0;0;0;0
Sud;Campania;SA;G455;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;G456;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G457;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G458;0;0;0;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;G459;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;PD;G461;1;3;5,5;0;0;0;1;2;0
